mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,52,53,74,75,76,84,100,101,102,104,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
303,7.397940008672037,30.117,2.117,1.065,0.904,0.149,0.583,0.476,0.4,0.549,0.198,0.153,0.539,0.268,0.198,0.54,0.314,0.558,0.366,0.283,98.082,0.486,0.3,0.335,0.359,0.402,4.0,0.0004995,6.862,4.441,1.0,0.558002,5.35479202,41.858749,143.478424,101.764862
304,7.619788758288394,29.076,2.991,0.495,0.893,0.151,0.558,0.576,0.323,0.59,0.259,0.097,0.544,0.332,0.133,0.529,0.379,0.613,0.421,0.181,102.822,0.486,0.315,0.336,0.356,0.405,6.0,0.0004932,6.578,4.374,1.0,0.566958,3.10876025,54.254494,96.687851,84.063194
305,8.096910013008056,34.074,2.432,1.004,0.908,0.149,0.594,0.476,0.377,0.634,0.198,0.213,0.585,0.272,0.22,0.566,0.318,0.628,0.349,0.383,119.53,0.482,0.348,0.359,0.371,0.453,6.0,0.0005013,6.451,4.353,1.0,0.611608,7.11795847,60.601608,111.668495,107.537437
307,8.207608310501746,30.094,3.427,1.332,0.863,0.145,0.669,0.37,0.351,0.615,0.247,0.11,0.634,0.251,0.179,0.645,0.263,0.609,0.343,0.219,147.766,0.463,0.324,0.355,0.377,0.39,7.0,0.0004916,7.17,4.509,1.0,0.56836,5.6034207,59.107185,135.329956,112.621132
308,7.721246399047171,30.417,2.8,1.105,0.886,0.151,0.601,0.424,0.341,0.619,0.327,0.108,0.591,0.292,0.163,0.583,0.282,0.631,0.483,0.233,121.883,0.455,0.351,0.349,0.355,0.449,8.0,0.0004917,6.74,4.239,1.0,0.582019,4.59008528,43.584873,120.015114,101.540833
309,7.173925197299173,28.146,3.889,0.904,0.854,0.149,0.602,0.481,0.455,0.557,0.278,0.141,0.548,0.324,0.219,0.553,0.336,0.604,0.371,0.257,138.438,0.513,0.325,0.364,0.386,0.411,7.0,0.0004985,6.53,4.307,1.0,0.550879,4.96381422,43.461296,120.019684,99.781937
310,7.744727494896693,28.97,3.267,1.985,0.847,0.146,0.652,0.383,0.371,0.599,0.148,0.382,0.612,0.227,0.253,0.623,0.271,0.66,0.222,0.389,158.623,0.469,0.376,0.364,0.371,0.424,6.0,0.0004749,7.21,4.441,1.0,0.563853,8.21661067,57.996201,114.75782,143.613083
311,7.5376020021010435,28.665,2.717,2.541,0.845,0.144,0.586,0.364,0.399,0.575,0.27,0.121,0.553,0.288,0.231,0.55,0.247,0.623,0.355,0.217,157.607,0.45,0.322,0.358,0.354,0.399,4.0,0.0004859,7.599,4.375,1.0,0.564538,3.95399152,38.690582,119.476738,111.045929
312,6.2839966563652006,20.044,4.605,1.333,0.771,0.151,0.598,0.353,0.472,0.865,1.762,0.063,0.586,0.451,0.197,0.585,0.548,0.566,0.391,0.268,125.149,0.474,0.897,0.411,0.459,0.408,2.0,0.0003996,7.94,2.545,1.0,0.568456,3.96421513,38.113739,76.847054,123.961075
313,7.769551078621726,14.74,5.635,1.417,0.676,0.151,0.538,0.394,0.448,0.846,0.966,0.074,0.523,0.438,0.189,0.521,0.505,0.582,0.372,0.274,111.921,0.46,0.629,0.383,0.417,0.409,5.0,0.0004526,8.103,3.222,1.0,0.525444,3.18565887,70.142815,98.302025,159.758789
314,7.275724130399211,15.456,5.236,1.717,0.69,0.153,0.512,0.337,0.369,0.757,0.97,0.212,0.508,0.394,0.232,0.479,0.466,0.548,0.332,0.398,116.468,0.406,0.646,0.378,0.393,0.426,3.0,0.0004662,8.508,3.195,1.0,0.539473,3.57922919,90.240158,86.082542,147.918365
315,5.638272163982407,17.98,3.273,1.483,0.791,0.153,0.474,0.31,0.41,0.696,0.869,0.218,0.448,0.332,0.241,0.457,0.388,0.49,0.297,0.325,90.375,0.398,0.594,0.34,0.379,0.371,5.0,0.0004741,8.047,2.545,1.0,0.524512,5.8815566,63.883801,71.301971,108.432808
316,6.080921907623926,17.383,5.152,1.083,0.736,0.153,0.546,0.377,0.347,0.816,0.996,0.118,0.536,0.407,0.188,0.552,0.483,0.597,0.378,0.27,113.954,0.424,0.644,0.377,0.404,0.415,4.0,0.0004249,7.523,2.411,1.0,0.542834,4.98856724,80.181038,68.049286,108.015411
317,5.958607314841775,18.568,4.738,1.222,0.757,0.153,0.523,0.339,0.396,0.74,1.091,0.107,0.503,0.391,0.194,0.51,0.472,0.555,0.344,0.267,116.443,0.419,0.646,0.362,0.393,0.389,4.0,0.0004641,7.397,2.612,1.0,0.549404,4.7983061,55.798153,81.164581,132.302322
318,5.229147988357856,14.486,4.285,1.371,0.719,0.151,0.473,0.449,0.416,0.879,0.945,0.082,0.483,0.459,0.2,0.532,0.505,0.442,0.485,0.262,87.799,0.446,0.635,0.381,0.426,0.396,3.0,0.0004516,6.932,2.478,1.0,0.498666,4.12670899,46.009502,74.963165,128.04599
319,5.704432900037521,22.702,6.593,1.562,0.736,0.143,0.463,0.357,0.348,0.473,0.22,0.105,0.421,0.265,0.17,0.404,0.29,0.488,0.268,0.216,195.454,0.39,0.266,0.286,0.302,0.324,8.0,0.0004905,8.186,3.66,1.0,0.537581,0.933235608,85.421768,110.051308,124.084274
320,6.199970640755866,12.013,8.048,1.684,0.552,0.144,0.413,0.472,0.373,0.6,0.299,0.111,0.433,0.356,0.182,0.437,0.376,0.484,0.42,0.229,130.466,0.419,0.336,0.324,0.345,0.378,5.0,0.000481,7.61,3.66,1.0,0.46255,4.32995112,113.351685,93.093887,120.112579
321,8.292429823902063,15.701,10.369,1.575,0.568,0.143,0.559,0.436,0.442,0.638,0.25,0.229,0.48,0.341,0.261,0.474,0.357,0.971,0.244,0.413,203.878,0.479,0.372,0.36,0.369,0.543,5.0,0.0004998,8.13,3.597,1.0,0.515327,2.80433308,67.69223,118.597466,114.000099
322,6.657577319177793,24.658,4.495,1.906,0.794,0.146,0.504,0.299,0.401,0.605,0.135,0.285,0.477,0.195,0.277,0.444,0.226,0.872,0.161,0.291,166.395,0.402,0.342,0.316,0.306,0.441,5.0,0.0004835,7.715,3.594,1.0,0.542542,6.56727437,52.176537,92.198654,66.276581
323,7.397940008672037,10.576,8.459,1.816,0.507,0.148,0.461,0.463,0.511,0.639,0.21,0.196,0.444,0.308,0.258,0.411,0.367,1.004,0.2,0.384,124.04,0.478,0.348,0.337,0.363,0.529,7.0,0.0005061,6.69,3.057,1.0,0.437221,4.6321713,59.023331,117.181412,60.630985
324,6.154901959985743,18.314,6.293,1.481,0.702,0.146,0.486,0.359,0.418,0.739,0.143,0.341,0.495,0.221,0.303,0.425,0.267,1.063,0.188,0.284,151.691,0.421,0.408,0.34,0.327,0.512,9.0,0.0004892,7.217,3.662,1.0,0.521408,4.22493706,44.168694,126.687744,59.438622
325,6.920818753952375,22.541,4.127,1.99,0.787,0.148,0.522,0.339,0.447,0.681,0.142,0.296,0.504,0.212,0.305,0.455,0.249,0.971,0.197,0.311,146.084,0.436,0.373,0.34,0.329,0.493,6.0,0.000465,7.126,3.56,1.0,0.535627,7.41660288,59.320282,99.14975,62.410172
326,6.6777807052660805,11.799,5.661,1.918,0.609,0.152,0.547,0.508,0.425,0.769,0.397,0.151,0.568,0.39,0.241,0.511,0.379,1.084,0.291,0.299,100.276,0.493,0.439,0.4,0.387,0.558,7.0,0.0004556,6.626,3.629,1.0,0.448883,4.60811827,44.98946,83.766716,112.810844
327,5.522878745280337,19.447,3.569,1.513,0.793,0.154,0.488,0.361,0.427,0.722,0.204,0.311,0.494,0.227,0.307,0.413,0.252,1.03,0.209,0.289,104.225,0.425,0.412,0.343,0.314,0.509,5.0,0.0004882,6.244,3.795,1.0,0.519738,7.14049815,68.815987,74.273056,53.828674
328,8.769551078621726,15.429,7.012,2.471,0.619,0.147,0.509,0.435,0.48,0.683,0.171,0.225,0.501,0.262,0.325,0.454,0.326,1.011,0.183,0.266,163.636,0.475,0.36,0.362,0.373,0.487,7.0,0.0004648,7.595,3.526,1.0,0.489199,4.44810543,64.657562,131.756882,68.456039
329,6.958607314841775,15.146,10.998,1.704,0.544,0.144,0.434,0.446,0.441,0.65,0.374,0.255,0.442,0.486,0.274,0.407,0.39,0.992,0.385,0.239,211.112,0.44,0.427,0.401,0.36,0.539,9.0,0.000471,7.407,3.661,1.0,0.535844,6.01727294,77.740479,119.658356,64.402588
330,7.346787486224656,16.933,14.012,1.62,0.52,0.142,0.4,0.493,0.339,0.692,0.275,0.3,0.446,0.345,0.251,0.366,0.395,1.02,0.274,0.374,287.386,0.411,0.422,0.347,0.327,0.556,6.0,0.0005145,8.535,3.597,1.0,0.570887,4.63356059,66.912033,105.329979,124.445358
331,8.318758762624412,15.283,8.55,1.319,0.608,0.145,0.484,0.493,0.385,0.638,0.199,0.223,0.44,0.331,0.225,0.4,0.403,1.008,0.229,0.324,162.108,0.454,0.354,0.332,0.344,0.521,5.0,0.000484,7.048,3.058,1.0,0.486681,6.46232807,61.174271,111.869545,68.545319
332,8.167491087293763,17.211,5.107,1.809,0.713,0.146,0.489,0.44,0.468,0.708,0.307,0.242,0.487,0.326,0.281,0.417,0.34,1.006,0.319,0.336,128.28,0.466,0.419,0.365,0.351,0.554,3.0,0.00049,7.23,3.594,1.0,0.506122,6.22470701,41.979439,122.013596,67.903206
333,7.823908740944319,14.045,8.36,1.625,0.584,0.148,0.449,0.387,0.419,0.664,0.175,0.29,0.462,0.247,0.291,0.404,0.29,1.053,0.202,0.256,153.81,0.418,0.376,0.334,0.323,0.503,6.0,0.0004687,6.957,3.222,1.0,0.477423,7.54898057,80.691315,113.034195,81.424355
335,7.221848749616356,23.504,8.316,1.784,0.699,0.145,0.475,0.333,0.414,0.593,0.294,0.135,0.455,0.319,0.212,0.393,0.308,0.727,0.403,0.241,252.21,0.407,0.341,0.329,0.315,0.457,6.0,0.0004607,8.33,4.387,1.0,0.592203,1.66977397,81.071564,101.784286,120.740158
336,7.614393726401688,22.364,4.455,1.997,0.776,0.149,0.549,0.469,0.432,0.754,0.437,0.129,0.556,0.387,0.23,0.485,0.362,0.945,0.363,0.203,153.18,0.483,0.44,0.391,0.381,0.503,4.0,0.0004684,7.194,4.219,1.0,0.557293,4.86872904,65.040138,100.436005,74.267021
337,7.818156412055227,17.742,6.171,2.368,0.675,0.148,0.515,0.468,0.386,0.664,0.338,0.278,0.524,0.336,0.285,0.422,0.329,1.092,0.383,0.191,166.11,0.456,0.427,0.382,0.369,0.555,4.0,0.0004957,7.643,4.354,1.0,0.527525,4.10863503,48.806374,85.386787,112.24305
338,8.161150909262744,19.367,4.672,2.252,0.737,0.147,0.515,0.498,0.454,0.655,0.62,0.134,0.506,0.447,0.255,0.431,0.392,0.908,0.542,0.21,144.611,0.489,0.47,0.403,0.38,0.554,3.0,0.0004804,7.431,3.717,1.0,0.525363,4.89707824,48.569481,106.343651,108.099266
339,10.221848749616356,20.126,2.893,2.566,0.787,0.149,0.502,0.301,0.42,0.775,0.439,0.085,0.549,0.336,0.158,0.44,0.354,1.094,0.381,0.133,117.293,0.408,0.433,0.348,0.33,0.536,5.0,0.0004963,7.397,4.146,1.0,0.539622,3.12092674,48.774525,128.980438,64.339317
340,8.130768280269024,27.518,2.051,1.715,0.88,0.152,0.507,0.422,0.441,0.769,0.606,0.083,0.542,0.412,0.164,0.425,0.45,1.065,0.418,0.145,107.161,0.457,0.486,0.372,0.368,0.542,6.0,0.0004652,6.397,4.005,1.0,0.604569,3.38197687,31.690742,110.061813,66.81353
341,7.769551078621726,20.148,11.424,1.46,0.61,0.143,0.407,0.342,0.419,0.575,0.482,0.382,0.408,0.343,0.323,0.334,0.27,0.894,0.621,0.323,276.26,0.389,0.48,0.358,0.327,0.613,4.0,0.0004969,8.883,4.233,1.0,0.616857,1.91801447,70.270645,173.394348,102.375069
342,8.337242168318426,17.803,8.599,1.123,0.647,0.147,0.472,0.377,0.365,0.689,0.154,0.225,0.49,0.237,0.239,0.403,0.275,0.97,0.197,0.289,182.73,0.405,0.356,0.322,0.306,0.485,6.0,0.0004847,7.739,4.508,1.0,0.529725,7.85423799,48.289841,145.06485,95.418892
343,7.621602099051862,21.41,9.429,1.334,0.665,0.142,0.407,0.326,0.424,0.47,0.299,0.424,0.365,0.288,0.354,0.326,0.264,0.732,0.317,0.294,242.999,0.386,0.398,0.336,0.325,0.448,6.0,0.0004889,8.437,5.284,1.0,0.562707,0.94581538,77.679108,139.977615,116.648888
344,7.20690839982342,20.831,6.935,2.51,0.688,0.144,0.439,0.303,0.422,0.644,0.2,0.257,0.45,0.233,0.268,0.36,0.251,0.921,0.217,0.318,214.141,0.388,0.367,0.317,0.301,0.485,7.0,0.0005,8.27,5.365,1.0,0.567685,5.77748309,63.037674,119.878883,107.945267
345,6.899629454882437,16.24,8.865,1.269,0.616,0.149,0.627,0.457,0.39,0.65,0.551,0.168,0.597,0.419,0.221,0.548,0.334,0.911,0.357,0.23,175.829,0.491,0.456,0.412,0.392,0.499,9.0,0.0004782,7.623,5.184,1.0,0.519657,3.65955853,47.088188,103.373154,101.368401
346,8.4089353929735,21.573,3.027,1.754,0.819,0.148,0.469,0.392,0.327,0.718,0.148,0.243,0.499,0.23,0.246,0.394,0.279,1.018,0.202,0.167,108.451,0.396,0.37,0.325,0.334,0.463,4.0,0.0004962,7.096,4.387,1.0,0.544727,2.9075714,61.335381,98.22393,122.445251
347,8.154901959985743,16.502,4.382,2.92,0.693,0.145,0.462,0.426,0.443,0.774,0.209,0.38,0.521,0.269,0.351,0.408,0.307,1.062,0.374,0.268,133.288,0.444,0.454,0.381,0.366,0.568,5.0,0.0004769,7.314,4.394,1.0,0.516438,2.23655376,58.084927,103.54454,118.020081
349,7.72584215073632,22.877,3.337,1.456,0.827,0.151,0.567,0.43,0.325,0.746,0.313,0.172,0.586,0.269,0.247,0.492,0.304,1.001,0.316,0.302,114.522,0.441,0.41,0.367,0.336,0.54,8.0,0.0005402,7.025,4.293,1.0,0.545923,1.84023913,50.520451,99.588615,66.371384
350,8.0,20.321,4.195,1.157,0.792,0.155,0.52,0.422,0.419,0.599,0.335,0.466,0.475,0.31,0.345,0.371,0.344,0.917,0.287,0.313,113.621,0.453,0.466,0.377,0.371,0.506,5.0,0.0005054,6.968,4.54,1.0,0.51469,4.75304735,55.890198,118.347229,74.057312
352,8.522878745280337,33.822,2.044,1.347,0.909,0.151,0.58,0.514,0.358,0.664,0.501,0.071,0.549,0.378,0.151,0.486,0.423,0.909,0.384,0.161,117.444,0.484,0.412,0.359,0.37,0.485,5.0,0.0005093,7.175,4.251,1.0,0.608983,3.07056856,52.445591,186.892624,101.823929
353,7.236572006437063,22.514,4.217,1.284,0.804,0.15,0.518,0.396,0.44,0.614,0.231,0.343,0.472,0.28,0.299,0.375,0.34,0.98,0.208,0.281,129.255,0.452,0.396,0.35,0.357,0.49,4.0,0.0004882,7.109,5.521,1.0,0.528277,4.86152407,61.791061,163.024063,143.369781
354,7.585026652029182,35.672,2.375,1.078,0.912,0.151,0.589,0.52,0.27,0.628,0.431,0.175,0.545,0.356,0.168,0.473,0.398,0.928,0.455,0.194,125.734,0.46,0.411,0.356,0.341,0.525,4.0,0.0005089,7.204,4.383,1.0,0.614328,6.10075631,65.501572,148.488144,136.275452
355,7.031517051446065,30.039,3.379,1.701,0.855,0.145,0.621,0.373,0.42,0.347,0.29,0.314,0.462,0.277,0.282,0.476,0.329,0.436,0.257,0.4,158.369,0.471,0.317,0.34,0.367,0.364,7.0,0.0005097,7.776,3.958,1.0,0.512236,2.32125857,76.520096,166.856674,79.518936
356,7.744727494896693,20.341,4.073,1.464,0.786,0.153,0.559,0.481,0.336,0.613,0.275,0.309,0.542,0.321,0.23,0.536,0.379,0.605,0.327,0.37,118.608,0.459,0.399,0.365,0.384,0.434,3.0,0.0004702,6.744,4.453,1.0,0.500111,0.571679651,77.478043,158.852844,101.886368
357,8.522878745280337,25.737,3.991,1.097,0.835,0.15,0.537,0.435,0.451,0.622,0.248,0.366,0.491,0.302,0.322,0.395,0.345,0.966,0.25,0.296,135.314,0.474,0.412,0.371,0.374,0.504,4.0,0.0005248,6.92,5.25,1.0,0.556822,3.09159749,86.374588,155.519623,110.940308
358,8.221848749616356,19.833,5.136,1.432,0.751,0.151,0.558,0.459,0.484,0.549,0.439,0.356,0.491,0.376,0.311,0.428,0.383,0.918,0.343,0.306,137.625,0.5,0.448,0.393,0.401,0.522,5.0,0.0004531,7.305,4.444,1.0,0.501566,5.98861718,44.981041,135.740021,101.832092
359,7.886056647693163,21.26,3.677,1.701,0.798,0.147,0.506,0.436,0.453,0.642,0.379,0.159,0.498,0.329,0.243,0.433,0.345,0.921,0.265,0.301,120.605,0.465,0.393,0.356,0.352,0.496,4.0,0.0004687,7.408,4.354,1.0,0.530726,3.81901843,68.192856,130.915268,81.891769
360,5.583359492661719,24.739,3.938,1.902,0.809,0.147,0.505,0.445,0.252,0.648,0.259,0.173,0.482,0.284,0.198,0.398,0.306,0.911,0.272,0.209,151.969,0.4,0.36,0.321,0.307,0.464,4.0,0.0004602,7.35,3.717,1.0,0.568525,5.21792747,82.88369,118.63871,192.155396
361,6.638272163982407,24.715,4.002,1.5,0.818,0.146,0.51,0.47,0.357,0.708,0.255,0.188,0.502,0.29,0.264,0.405,0.315,0.984,0.341,0.234,141.967,0.446,0.384,0.352,0.344,0.519,3.0,0.000488,7.819,3.758,1.0,0.572525,4.00562257,61.837826,96.070595,180.676956
362,7.154901959985743,20.817,3.603,1.925,0.79,0.146,0.447,0.387,0.352,0.579,0.446,0.098,0.424,0.351,0.174,0.35,0.292,0.797,0.479,0.14,122.008,0.395,0.374,0.316,0.291,0.472,3.0,0.0004958,7.489,3.865,1.0,0.531606,7.44435086,56.670761,114.359581,201.620636
363,5.764471553092451,38.772,2.766,1.251,0.906,0.146,0.572,0.389,0.411,0.666,0.263,0.131,0.562,0.224,0.252,0.495,0.243,0.806,0.354,0.22,159.213,0.457,0.353,0.346,0.328,0.46,2.0,0.0004539,7.46,4.3,1.0,0.664953,5.02458319,88.089432,98.388222,182.393616
364,4.866461091629782,36.698,2.983,0.9,0.904,0.148,0.557,0.39,0.333,0.62,0.149,0.102,0.542,0.212,0.149,0.487,0.241,0.815,0.262,0.17,145.161,0.427,0.29,0.301,0.305,0.416,5.0,0.0004712,7.814,4.16,1.0,0.640164,7.19794962,61.694897,123.844788,168.222473
365,6.232844133917819,18.133,4.771,1.365,0.747,0.148,0.453,0.386,0.44,0.527,0.273,0.336,0.455,0.289,0.281,0.478,0.286,0.465,0.339,0.441,117.779,0.426,0.378,0.342,0.367,0.415,5.0,0.000447,7.485,4.327,1.0,0.4909,6.96912025,52.336075,102.720482,153.169952
366,5.655607726314889,30.513,3.762,1.327,0.857,0.148,0.631,0.499,0.362,0.58,0.239,0.115,0.577,0.317,0.185,0.549,0.331,0.679,0.346,0.263,160.249,0.497,0.311,0.36,0.368,0.43,4.0,0.0004896,7.971,4.267,1.0,0.569849,4.32880948,67.251221,118.035194,182.675247
367,6.573488738635425,52.77,2.614,0.975,0.936,0.142,0.614,0.408,0.345,0.534,0.124,0.121,0.531,0.217,0.167,0.515,0.262,0.572,0.223,0.215,191.94,0.456,0.26,0.305,0.331,0.337,4.0,0.0004843,8.207,4.16,1.0,0.706484,2.82283204,68.734138,154.580109,216.835358
368,5.705533773838407,25.672,6.167,1.457,0.771,0.146,0.513,0.322,0.395,0.429,0.389,0.129,0.439,0.282,0.219,0.436,0.244,0.508,0.364,0.256,204.713,0.41,0.316,0.313,0.322,0.376,5.0,0.0004993,7.919,5.305,1.0,0.549244,6.73746534,44.97583,120.087181,171.784729
369,6.0301183562535,38.103,2.693,0.773,0.917,0.148,0.538,0.404,0.277,0.727,0.103,0.085,0.558,0.198,0.126,0.524,0.242,0.673,0.192,0.168,134.123,0.406,0.305,0.294,0.311,0.344,4.0,0.0005024,7.951,4.126,1.0,0.678614,3.60651714,45.783028,95.946579,178.289047
370,6.600326278518962,40.921,2.917,1.036,0.912,0.147,0.57,0.379,0.372,0.743,0.159,0.174,0.564,0.206,0.206,0.474,0.231,1.039,0.249,0.259,164.748,0.44,0.359,0.325,0.312,0.516,3.0,0.000477,8.291,4.193,1.0,0.698054,7.68417291,66.751915,103.129517,176.396805
372,6.42712839779952,23.165,5.358,1.598,0.769,0.149,0.522,0.462,0.363,0.667,0.325,0.329,0.508,0.347,0.247,0.426,0.357,1.004,0.311,0.262,169.694,0.449,0.44,0.367,0.357,0.526,5.0,0.0004842,7.728,4.267,1.0,0.567075,6.88907031,66.03183,85.399071,90.94342
373,6.598599459218455,33.313,4.639,0.969,0.856,0.149,0.616,0.499,0.399,0.714,0.451,0.234,0.585,0.38,0.247,0.508,0.328,0.861,0.616,0.282,191.31,0.504,0.466,0.404,0.375,0.587,3.0,0.0005183,8.073,4.193,1.0,0.63767,4.71592412,76.621429,91.539482,95.752373
374,6.275724130399211,44.024,2.877,1.014,0.919,0.146,0.562,0.401,0.361,0.784,0.163,0.159,0.566,0.225,0.181,0.462,0.258,1.027,0.205,0.267,174.24,0.441,0.369,0.324,0.307,0.5,3.0,0.0004909,7.671,5.372,1.0,0.733344,4.21715484,76.275497,145.434967,191.049576
375,7.832682665251823,33.375,2.847,1.147,0.893,0.153,0.568,0.333,0.286,0.661,0.171,0.287,0.538,0.187,0.227,0.466,0.187,0.96,0.242,0.18,136.565,0.396,0.373,0.317,0.318,0.461,6.0,0.0004166,7.189,4.703,1.0,0.622178,10.5301306,57.408852,96.632141,110.201813
376,8.397940008672037,21.378,2.8,0.66,0.861,0.16,0.593,0.514,0.374,0.765,0.179,0.231,0.559,0.271,0.209,0.445,0.299,1.149,0.375,0.28,75.829,0.494,0.392,0.346,0.314,0.601,4.0,0.0004699,5.796,4.383,1.0,0.504471,5.73346126,42.599823,62.654213,99.813553
378,6.5951662833800615,29.398,3.997,1.408,0.845,0.149,0.567,0.459,0.438,0.712,0.322,0.2,0.538,0.356,0.248,0.481,0.36,0.854,0.394,0.261,164.536,0.488,0.411,0.381,0.369,0.503,6.0,0.0004919,7.514,3.999,1.0,0.609794,3.83285971,64.465942,115.476639,86.434509
379,5.511449283499556,16.495,9.095,1.062,0.619,0.149,0.592,0.4,0.385,0.661,0.421,0.14,0.539,0.374,0.195,0.515,0.325,0.884,0.387,0.253,177.194,0.459,0.407,0.369,0.358,0.508,4.0,0.0004658,7.286,3.529,1.0,0.517697,4.59955965,97.872849,109.757278,84.407631
380,5.856985199745905,32.232,2.717,0.433,0.911,0.154,0.596,0.549,0.177,0.739,0.387,0.113,0.568,0.357,0.084,0.505,0.356,0.927,0.382,0.235,102.725,0.441,0.413,0.336,0.312,0.515,4.0,0.0004434,6.583,3.773,1.0,0.615295,7.73232532,43.14167,181.136917,83.329407
381,6.651695136951839,20.869,1.797,1.156,0.876,0.161,0.541,0.438,0.382,0.81,0.165,0.109,0.538,0.25,0.185,0.439,0.3,1.089,0.225,0.208,63.691,0.454,0.361,0.324,0.322,0.508,5.0,0.0004671,6.193,4.113,1.0,0.512676,7.11105959,47.851887,77.324669,66.368896
382,5.46344155742847,35.37,3.367,1.215,0.885,0.15,0.612,0.425,0.424,0.743,0.448,0.109,0.6,0.335,0.181,0.549,0.275,0.873,0.474,0.235,166.151,0.487,0.433,0.372,0.353,0.527,5.0,0.0004883,7.941,4.286,1.0,0.655275,6.90644467,52.922909,92.101807,103.131691
383,5.826813731587726,26.87,4.454,1.806,0.811,0.149,0.538,0.434,0.363,0.759,0.307,0.237,0.544,0.335,0.227,0.469,0.339,0.925,0.36,0.323,176.25,0.445,0.434,0.369,0.346,0.536,6.0,0.0004804,7.445,4.286,1.0,0.607454,5.57745964,52.875931,100.187386,109.198395
384,5.505845405981558,15.849,9.221,0.975,0.609,0.149,0.571,0.421,0.363,0.694,0.424,0.094,0.557,0.383,0.154,0.524,0.336,0.862,0.366,0.193,170.576,0.451,0.404,0.365,0.353,0.474,3.0,0.0004833,7.012,3.984,1.0,0.515926,3.49197016,56.851868,92.548744,125.020691
385,5.97061622231479,44.435,1.788,0.776,0.945,0.151,0.571,0.436,0.31,0.756,0.291,0.105,0.569,0.261,0.143,0.501,0.322,0.933,0.306,0.181,115.328,0.439,0.384,0.324,0.327,0.473,5.0,0.0004581,7.482,4.427,1.0,0.727209,7.58417209,63.936272,143.449539,98.361046
386,6.779891911959945,30.821,2.298,1.209,0.898,0.149,0.53,0.449,0.32,0.657,0.269,0.143,0.504,0.301,0.166,0.439,0.329,0.871,0.302,0.195,110.854,0.433,0.356,0.324,0.317,0.456,4.0,0.0005085,7.311,4.494,1.0,0.608083,7.90329274,58.395351,111.109039,68.000961
387,6.764471553092451,21.412,4.261,1.877,0.777,0.147,0.49,0.405,0.452,0.688,0.216,0.2,0.491,0.276,0.258,0.428,0.314,0.9,0.304,0.283,139.42,0.449,0.368,0.342,0.337,0.496,4.0,0.0004803,7.707,4.119,1.0,0.547686,8.13976663,61.912041,125.379211,76.366531
388,5.651695136951839,16.809,6.768,2.055,0.656,0.149,0.529,0.369,0.458,0.617,0.376,0.243,0.49,0.331,0.267,0.44,0.283,0.89,0.381,0.267,162.233,0.452,0.412,0.363,0.352,0.513,5.0,0.0004519,7.2,4.407,1.0,0.509664,6.82760052,59.482002,89.051857,88.019257
390,6.251037138743839,34.376,1.764,1.109,0.923,0.153,0.578,0.37,0.43,0.694,0.385,0.192,0.546,0.3,0.224,0.481,0.355,0.952,0.35,0.253,100.699,0.46,0.424,0.357,0.351,0.518,4.0,0.0004791,6.742,4.237,1.0,0.629705,10.3528807,68.288223,170.109146,104.721405
391,5.196542884351586,29.074,2.557,0.406,0.907,0.157,0.587,0.495,0.17,0.656,0.489,0.113,0.566,0.376,0.092,0.577,0.442,0.613,0.461,0.091,87.209,0.417,0.42,0.345,0.362,0.389,9.0,0.000438,6.71,4.135,1.0,0.580475,7.81185586,48.200634,175.730743,64.262718
392,6.18309616062434,27.293,2.979,0.336,0.892,0.155,0.559,0.565,0.224,0.712,0.45,0.177,0.573,0.395,0.147,0.587,0.415,0.642,0.554,0.161,91.467,0.449,0.446,0.371,0.374,0.452,7.0,0.0004507,6.767,4.236,1.0,0.579122,11.9316455,45.970169,164.985428,87.57737
393,6.195179321278838,29.873,2.473,0.351,0.914,0.155,0.575,0.47,0.159,0.691,0.415,0.082,0.569,0.339,0.073,0.581,0.416,0.64,0.388,0.066,85.232,0.401,0.396,0.327,0.353,0.365,7.0,0.0005148,6.696,4.203,1.0,0.590118,8.99847061,38.094963,170.548309,78.735298
394,6.6439741428068775,34.003,2.466,1.211,0.902,0.154,0.567,0.339,0.298,0.634,0.367,0.262,0.533,0.184,0.294,0.461,0.226,0.951,0.226,0.22,128.003,0.401,0.421,0.337,0.346,0.466,2.0,0.000498,7.436,4.428,1.0,0.624786,8.41616503,72.381187,99.407722,81.270401
395,5.79317412396815,22.976,3.775,1.42,0.816,0.156,0.562,0.451,0.374,0.698,0.39,0.171,0.527,0.344,0.21,0.466,0.318,0.879,0.468,0.236,124.72,0.463,0.42,0.361,0.342,0.528,6.0,0.0005107,6.539,4.095,1.0,0.545517,7.83206559,48.277443,134.301559,97.760529
396,6.490797477668897,28.667,2.365,0.392,0.912,0.157,0.584,0.51,0.194,0.715,0.334,0.144,0.58,0.321,0.108,0.602,0.329,0.605,0.505,0.11,79.979,0.43,0.398,0.336,0.339,0.407,6.0,0.0004721,6.168,4.028,1.0,0.579771,8.12932201,68.521164,122.510468,80.374969
