mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,52,53,74,75,76,84,100,101,102,104,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
438,6.543633966870957,35.148,3.257,1.494,0.881,0.144,0.602,0.461,0.437,0.48,0.174,0.267,0.511,0.27,0.295,0.531,0.329,0.503,0.325,0.3,171.856,0.5,0.307,0.359,0.384,0.376,8.0,0.0004702,7.79,4.368,1.0,0.587124,2.41414429,65.807938,130.118988,142.572464
439,7.522878745280337,30.337,4.281,2.14,0.825,0.143,0.613,0.527,0.43,0.765,0.457,0.159,0.596,0.438,0.235,0.538,0.42,0.918,0.452,0.257,203.946,0.523,0.46,0.423,0.415,0.542,7.0,0.0004786,8.348,4.864,1.0,0.622716,2.39388194,74.124794,134.593842,117.576439
440,6.388276691992658,39.927,5.042,1.506,0.859,0.14,0.626,0.432,0.383,0.571,0.359,0.294,0.552,0.349,0.255,0.558,0.331,0.669,0.561,0.296,269.025,0.481,0.408,0.385,0.374,0.508,6.0,0.0004694,9.54,4.964,1.0,0.655628,3.99702763,120.831062,153.270386,140.808716
442,7.443697499232712,37.607,2.95,1.251,0.9,0.145,0.583,0.417,0.306,0.864,0.547,0.085,0.584,0.317,0.141,0.548,0.318,0.888,0.266,0.222,161.672,0.435,0.499,0.348,0.343,0.459,4.0,0.0004937,8.267,4.435,1.0,0.671042,4.1785543,68.754616,118.204567,87.389343
443,7.657577319177793,22.831,7.197,1.521,0.724,0.145,0.647,0.56,0.447,0.677,0.445,0.244,0.586,0.495,0.247,0.571,0.47,0.836,0.401,0.379,209.981,0.551,0.455,0.443,0.434,0.539,5.0,0.0004805,8.094,4.233,1.0,0.554982,2.3981154,78.204773,93.96151,115.147537
444,7.229147988357855,32.031,3.81,1.765,0.852,0.146,0.617,0.446,0.461,0.755,0.462,0.332,0.604,0.354,0.315,0.556,0.296,0.9,0.448,0.343,185.309,0.508,0.517,0.424,0.412,0.564,8.0,0.000477,7.9,4.233,1.0,0.625042,4.8382277,57.764626,93.154053,133.507034
445,7.091514981121351,37.314,3.443,1.691,0.879,0.143,0.621,0.475,0.289,0.726,0.261,0.129,0.576,0.334,0.186,0.531,0.337,0.868,0.338,0.185,197.399,0.462,0.372,0.366,0.364,0.464,3.0,0.0004995,8.301,4.535,1.0,0.660181,5.58514633,70.589951,70.722626,160.167938
447,8.221848749616356,20.085,5.08,1.878,0.743,0.143,0.576,0.422,0.311,0.776,0.192,0.193,0.588,0.293,0.183,0.527,0.355,0.925,0.271,0.256,149.31,0.436,0.387,0.355,0.354,0.484,6.0,0.0004567,7.608,4.037,1.0,0.529399,4.711627,66.822525,130.201889,74.805603
449,8.221848749616356,26.765,4.239,2.302,0.804,0.145,0.646,0.374,0.39,0.794,0.377,0.114,0.66,0.325,0.192,0.619,0.293,0.876,0.516,0.174,184.837,0.47,0.428,0.392,0.385,0.522,6.0,0.0004875,7.4,4.07,1.0,0.587698,2.54592168,73.936371,132.888657,96.29332
450,7.619788758288394,17.883,4.332,2.46,0.725,0.146,0.572,0.407,0.35,0.722,0.261,0.168,0.582,0.298,0.234,0.558,0.341,0.626,0.369,0.248,132.1,0.443,0.384,0.371,0.39,0.414,4.0,0.0004927,7.956,3.801,1.0,0.504139,4.1032329,55.817047,100.742554,76.017174
451,7.301029995663981,30.703,3.736,1.443,0.856,0.145,0.579,0.304,0.331,0.508,0.206,0.137,0.523,0.233,0.186,0.534,0.251,0.55,0.335,0.216,164.381,0.405,0.284,0.314,0.333,0.367,7.0,0.000462,7.287,4.369,1.0,0.569573,4.50604271,70.25985,126.029907,74.050285
453,7.602059991327962,27.29,3.677,1.534,0.84,0.145,0.558,0.307,0.413,0.458,0.255,0.173,0.488,0.253,0.231,0.497,0.289,0.519,0.324,0.263,147.843,0.426,0.295,0.324,0.349,0.369,7.0,0.0004461,7.55,4.561,1.0,0.535958,5.13538469,58.847855,142.157898,74.946594
454,7.657577319177793,23.842,5.346,2.237,0.759,0.145,0.581,0.534,0.302,0.619,0.223,0.178,0.546,0.34,0.209,0.532,0.424,0.593,0.314,0.248,192.78,0.472,0.34,0.365,0.394,0.385,6.0,0.0004648,8.174,4.614,1.0,0.550349,3.01840457,80.55069,224.559814,89.118706
455,8.301029995663981,18.706,4.955,1.864,0.733,0.143,0.541,0.504,0.401,0.381,0.358,0.134,0.447,0.367,0.21,0.481,0.378,0.408,0.452,0.242,136.79,0.482,0.291,0.341,0.372,0.367,5.0,0.0004389,7.038,3.563,1.0,0.454545,2.31965492,63.670334,116.597336,89.719109
456,7.823908740944319,27.136,4.909,1.023,0.821,0.143,0.58,0.43,0.398,0.573,0.24,0.155,0.542,0.318,0.197,0.535,0.354,0.569,0.369,0.317,165.999,0.469,0.323,0.352,0.372,0.418,7.0,0.0004796,7.323,4.171,1.0,0.557524,4.34298351,73.196671,103.323204,97.815163
457,8.045757490560675,27.793,3.595,1.683,0.84,0.143,0.529,0.284,0.329,0.476,0.179,0.122,0.47,0.223,0.174,0.472,0.246,0.514,0.291,0.179,152.721,0.381,0.259,0.289,0.308,0.328,8.0,0.0004962,7.745,3.969,1.0,0.549011,3.83786148,89.2061,149.054367,73.709885
458,6.399027104313252,26.086,5.278,1.373,0.797,0.144,0.625,0.428,0.336,0.589,0.186,0.215,0.592,0.268,0.21,0.597,0.318,0.584,0.275,0.326,180.728,0.463,0.33,0.357,0.374,0.395,4.0,0.0004343,7.734,3.884,1.0,0.547593,2.96775226,59.853523,193.425446,87.706848
459,7.387216143280264,26.669,4.236,1.499,0.823,0.144,0.535,0.336,0.405,0.552,0.192,0.197,0.499,0.249,0.26,0.487,0.286,0.54,0.295,0.344,159.314,0.425,0.313,0.336,0.353,0.393,3.0,0.0005008,7.629,4.059,1.0,0.55811,3.03292465,49.177643,187.376373,96.047173
460,7.376750709602099,27.706,4.675,1.048,0.829,0.144,0.558,0.401,0.417,0.594,0.371,0.157,0.532,0.336,0.222,0.521,0.398,0.577,0.349,0.297,163.448,0.459,0.374,0.364,0.392,0.408,7.0,0.0004648,7.331,4.381,1.0,0.574376,1.37390403,74.980927,204.795135,94.245514
461,8.221848749616356,25.51,5.07,1.529,0.794,0.143,0.564,0.333,0.411,0.54,0.224,0.114,0.518,0.276,0.198,0.513,0.299,0.54,0.347,0.234,176.093,0.436,0.292,0.33,0.354,0.374,6.0,0.0004914,7.811,3.281,1.0,0.541224,3.53872055,62.550987,188.876511,74.187027
462,7.619788758288394,27.06,3.426,2.399,0.823,0.144,0.545,0.37,0.463,0.598,0.163,0.185,0.554,0.237,0.261,0.536,0.279,0.626,0.231,0.26,165.862,0.46,0.315,0.351,0.374,0.372,8.0,0.0004794,7.93,4.357,1.0,0.568264,9.62395594,78.929153,148.501007,154.726334
464,8.045757490560675,46.096,2.337,1.562,0.922,0.145,0.579,0.428,0.354,0.569,0.303,0.128,0.542,0.287,0.2,0.541,0.288,0.499,0.464,0.233,183.36,0.454,0.333,0.343,0.354,0.398,7.0,0.0004841,8.175,5.731,1.0,0.694433,6.33592723,81.975441,148.207108,103.642372
465,8.301029995663981,42.432,2.682,0.722,0.926,0.146,0.559,0.422,0.369,0.529,0.179,0.116,0.509,0.253,0.162,0.52,0.286,0.515,0.311,0.201,146.375,0.45,0.275,0.308,0.333,0.342,8.0,0.0004773,7.656,4.995,1.0,0.658379,4.71652114,37.775349,136.098038,97.86554
466,8.522878745280337,40.325,3.602,0.958,0.898,0.146,0.592,0.47,0.451,0.457,0.377,0.105,0.517,0.341,0.203,0.549,0.334,0.478,0.491,0.202,187.347,0.504,0.313,0.354,0.379,0.39,6.0,0.0004894,7.569,5.083,1.0,0.624685,4.95647398,59.283165,129.488724,138.722763
467,7.958607314841775,28.192,6.877,1.837,0.764,0.142,0.592,0.415,0.355,0.542,0.187,0.182,0.549,0.271,0.212,0.556,0.316,0.572,0.264,0.271,258.276,0.454,0.304,0.344,0.367,0.369,7.0,0.0004677,8.093,4.156,1.0,0.573109,11.0135182,72.127594,143.14328,171.671555
468,8.698970004336019,34.933,3.408,1.815,0.87,0.141,0.497,0.344,0.335,0.474,0.19,0.208,0.469,0.231,0.212,0.468,0.263,0.465,0.25,0.356,188.646,0.392,0.291,0.304,0.314,0.357,8.0,0.0004884,8.375,4.56,1.0,0.613806,8.81253258,81.615768,116.575714,150.223907
469,7.795880017344075,27.569,8.021,1.227,0.749,0.143,0.58,0.551,0.435,0.572,0.337,0.177,0.549,0.402,0.233,0.545,0.422,0.576,0.456,0.217,264.776,0.522,0.362,0.395,0.413,0.416,5.0,0.0004768,8.411,4.358,1.0,0.588762,3.63931286,90.356834,154.623001,177.493286
470,7.602059991327962,44.921,2.496,1.172,0.925,0.143,0.567,0.389,0.509,0.532,0.194,0.141,0.529,0.247,0.246,0.529,0.282,0.523,0.347,0.286,167.657,0.488,0.289,0.341,0.374,0.385,9.0,0.0004497,8.017,4.155,1.0,0.675855,9.08838579,53.497566,144.863724,128.904434
471,7.638272163982407,27.509,4.102,2.465,0.807,0.144,0.541,0.39,0.48,0.735,0.302,0.165,0.58,0.295,0.291,0.554,0.337,0.656,0.301,0.303,190.751,0.47,0.401,0.389,0.416,0.42,9.0,0.0004574,8.237,4.357,1.0,0.607709,11.0950065,80.054688,148.563538,150.919907
472,8.154901959985743,32.607,5.708,1.666,0.816,0.142,0.484,0.492,0.447,0.482,0.259,0.143,0.449,0.34,0.233,0.438,0.386,0.485,0.326,0.262,249.96,0.475,0.294,0.341,0.371,0.358,8.0,0.0004865,9.002,4.989,1.0,0.61171,8.79375877,100.723633,143.031998,176.837463
473,7.387216143280264,25.107,5.731,2.05,0.763,0.143,0.549,0.482,0.445,0.553,0.251,0.326,0.526,0.332,0.305,0.518,0.371,0.558,0.382,0.384,207.105,0.492,0.376,0.388,0.395,0.442,9.0,0.0004648,7.971,4.053,1.0,0.555567,8.75139007,74.630943,124.467712,164.133377
474,8.154901959985743,25.693,4.601,2.183,0.791,0.145,0.594,0.444,0.408,0.734,0.459,0.186,0.624,0.377,0.232,0.626,0.396,0.666,0.432,0.358,184.333,0.482,0.46,0.411,0.422,0.486,7.0,0.0004702,8.283,4.155,1.0,0.586679,10.6099262,53.356216,132.280807,174.243851
475,8.154901959985743,23.492,6.285,1.896,0.742,0.144,0.589,0.491,0.422,0.721,0.471,0.169,0.619,0.424,0.231,0.579,0.413,0.774,0.576,0.327,204.091,0.5,0.454,0.425,0.42,0.559,8.0,0.0005364,8.108,4.221,1.0,0.574074,4.65529118,92.58876,145.642197,147.460663
476,7.080921907623926,30.759,6.317,1.415,0.799,0.142,0.53,0.345,0.3,0.535,0.239,0.121,0.505,0.261,0.162,0.493,0.277,0.534,0.244,0.222,246.781,0.392,0.298,0.309,0.318,0.333,8.0,0.0004768,7.993,5.227,1.0,0.608717,8.11646466,102.969147,153.907272,148.975082
477,7.920818753952375,36.469,4.52,1.896,0.85,0.142,0.585,0.365,0.398,0.613,0.202,0.147,0.577,0.247,0.223,0.563,0.274,0.621,0.289,0.207,242.564,0.449,0.321,0.349,0.367,0.372,11.0,0.0005095,8.122,5.291,1.0,0.646359,9.66318274,61.907372,153.399094,130.241455
478,7.236572006437063,31.675,5.959,2.432,0.791,0.141,0.526,0.487,0.446,0.454,0.319,0.2,0.478,0.355,0.254,0.491,0.376,0.471,0.37,0.38,280.285,0.486,0.324,0.362,0.383,0.407,7.0,0.0005045,8.648,5.224,1.0,0.597127,9.0669262,104.974648,188.778336,173.42514
479,7.552841968657781,42.07,3.453,1.74,0.89,0.139,0.566,0.432,0.365,0.518,0.211,0.244,0.52,0.285,0.232,0.523,0.32,0.499,0.316,0.356,224.476,0.455,0.324,0.346,0.359,0.39,6.0,0.0004928,8.531,4.053,1.0,0.660664,11.0170368,63.589794,147.772247,157.35907
480,7.468521082957745,23.706,10.857,1.122,0.664,0.141,0.582,0.526,0.362,0.601,0.25,0.122,0.565,0.353,0.183,0.552,0.41,0.578,0.329,0.23,296.134,0.49,0.324,0.367,0.394,0.379,5.0,0.0004531,8.528,4.188,1.0,0.56619,6.99045465,70.677116,185.110199,139.180328
481,8.0,33.466,5.789,1.406,0.823,0.142,0.553,0.481,0.362,0.523,0.226,0.135,0.519,0.321,0.191,0.52,0.372,0.553,0.315,0.19,248.927,0.465,0.294,0.344,0.372,0.353,5.0,0.0004984,8.123,4.087,1.0,0.609665,10.6100626,81.697922,149.381271,167.522614
482,8.045757490560675,30.605,2.59,1.646,0.878,0.143,0.504,0.465,0.345,0.455,0.217,0.166,0.479,0.273,0.207,0.489,0.322,0.455,0.342,0.262,133.913,0.438,0.279,0.32,0.344,0.353,5.0,0.0004534,8.127,4.018,1.0,0.564677,8.53081484,75.74353,147.277878,206.370239
483,5.522878745280337,31.308,10.206,3.208,0.7,0.139,0.515,0.294,0.397,0.416,0.224,0.239,0.447,0.269,0.265,0.466,0.291,0.451,0.291,0.34,452.737,0.402,0.293,0.327,0.347,0.361,6.0,0.0005328,9.908,5.558,1.0,0.624339,6.26256205,74.877464,133.90387,153.543777
484,5.3979400086720375,38.811,7.473,0.96,0.822,0.142,0.638,0.388,0.365,0.619,0.251,0.099,0.578,0.313,0.169,0.567,0.343,0.615,0.361,0.183,334.465,0.464,0.323,0.353,0.375,0.386,3.0,0.0004807,8.535,3.08,1.0,0.667538,4.36989052,68.430939,103.180069,140.065765
485,5.221848749616356,38.121,5.5,1.119,0.852,0.142,0.622,0.418,0.289,0.532,0.209,0.117,0.539,0.281,0.147,0.549,0.321,0.528,0.267,0.235,258.484,0.443,0.286,0.322,0.345,0.343,7.0,0.0005017,8.7,5.123,1.0,0.627037,6.04969146,44.008881,113.175201,95.749817
486,5.3979400086720375,34.869,5.959,1.276,0.828,0.145,0.639,0.34,0.283,0.721,0.587,0.13,0.603,0.319,0.157,0.559,0.234,0.805,0.924,0.2,259.893,0.421,0.48,0.36,0.32,0.643,2.0,0.0005059,8.658,5.089,1.0,0.661396,11.8586154,69.074524,104.866371,107.070366
487,5.102372908709558,39.511,3.627,1.157,0.892,0.145,0.669,0.465,0.42,0.59,0.235,0.169,0.573,0.307,0.23,0.574,0.352,0.606,0.309,0.263,193.223,0.518,0.331,0.37,0.398,0.393,6.0,0.0005017,7.535,4.955,1.0,0.633062,1.9782161,51.201794,117.306564,113.993866
488,4.886056647693163,34.778,3.741,1.37,0.872,0.148,0.676,0.431,0.426,0.638,0.155,0.174,0.601,0.236,0.224,0.592,0.287,0.619,0.254,0.364,182.878,0.511,0.322,0.354,0.379,0.412,6.0,0.0004365,7.615,5.056,1.0,0.608003,3.42881103,66.48111,138.269501,84.992043
489,5.853871964321762,33.28,3.088,0.61,0.9,0.149,0.597,0.442,0.366,0.699,0.669,0.174,0.563,0.364,0.178,0.513,0.265,0.822,1.013,0.35,124.943,0.468,0.514,0.368,0.323,0.729,4.0,0.0005073,7.404,2.98,1.0,0.61209,7.08787564,63.786339,79.313507,118.864082
491,4.823908740944319,36.32,6.78,1.742,0.81,0.139,0.61,0.411,0.409,0.504,0.242,0.184,0.517,0.303,0.254,0.529,0.336,0.528,0.28,0.287,321.323,0.477,0.31,0.358,0.387,0.365,4.0,0.0004737,8.752,4.889,1.0,0.623282,4.13175446,44.768215,220.565033,192.271698
492,5.55129368009492,20.057,7.092,1.281,0.705,0.151,0.455,0.345,0.394,0.405,0.226,0.176,0.39,0.295,0.22,0.37,0.314,0.467,0.341,0.247,177.028,0.398,0.269,0.302,0.314,0.352,5.0,0.0004636,7.856,3.858,1.0,0.504711,1.81935499,42.418621,183.273666,105.807503
493,6.4089353929735005,20.52,4.602,1.723,0.764,0.146,0.495,0.413,0.404,0.608,0.222,0.174,0.504,0.294,0.265,0.49,0.324,0.623,0.32,0.277,137.704,0.437,0.335,0.354,0.369,0.407,3.0,0.000472,7.915,4.941,1.0,0.519249,2.98777653,65.384094,167.062103,105.537521
495,5.931814138253839,21.633,8.365,1.121,0.695,0.146,0.507,0.366,0.451,0.53,0.239,0.146,0.47,0.319,0.221,0.451,0.341,0.533,0.382,0.248,214.599,0.442,0.305,0.337,0.356,0.388,3.0,0.0004976,7.7,3.863,1.0,0.542433,3.16030889,91.39048,114.964005,93.014099
497,5.583359492661719,20.526,7.504,1.911,0.686,0.146,0.53,0.398,0.457,0.462,0.224,0.2,0.463,0.312,0.254,0.452,0.342,0.508,0.34,0.26,207.586,0.462,0.296,0.343,0.367,0.369,4.0,0.0004862,7.581,3.93,1.0,0.510268,2.48062753,50.510452,115.817886,109.92926
498,5.866461091629782,17.895,5.455,1.929,0.708,0.147,0.453,0.303,0.437,0.332,0.522,0.187,0.378,0.323,0.25,0.37,0.352,0.44,0.359,0.237,142.661,0.398,0.347,0.317,0.342,0.345,5.0,0.0004564,7.671,3.764,1.0,0.480484,4.35809593,53.983196,120.510536,112.126892
499,5.7594507517174005,16.344,7.355,1.301,0.654,0.149,0.465,0.367,0.373,0.491,0.224,0.165,0.436,0.305,0.199,0.437,0.33,0.427,0.348,0.246,151.038,0.402,0.293,0.313,0.333,0.34,5.0,0.0004766,7.403,4.662,1.0,0.480264,4.61914336,46.45932,110.229797,73.410492
500,6.026872146400302,21.624,5.948,1.421,0.746,0.146,0.443,0.335,0.459,0.585,0.256,0.211,0.422,0.288,0.257,0.346,0.306,0.828,0.312,0.278,167.797,0.412,0.351,0.323,0.317,0.473,2.0,0.0004654,7.743,3.852,1.0,0.551794,3.00711612,69.49234,133.981781,137.957626
501,5.311580177997289,17.126,13.368,1.434,0.536,0.142,0.448,0.336,0.364,0.46,0.282,0.133,0.413,0.333,0.198,0.399,0.357,0.419,0.357,0.259,272.657,0.383,0.292,0.314,0.328,0.345,4.0,0.0004542,7.969,4.247,1.0,0.535279,3.54446068,70.864166,166.994614,104.485611
502,6.096910013008056,25.491,5.73,1.459,0.78,0.142,0.557,0.341,0.419,0.549,0.245,0.204,0.532,0.297,0.277,0.526,0.322,0.584,0.333,0.341,191.603,0.439,0.333,0.369,0.389,0.42,6.0,0.0005042,8.41,4.408,1.0,0.558995,3.84684366,79.766953,120.96666,118.676315
504,5.886056647693163,17.035,10.347,1.393,0.592,0.144,0.383,0.334,0.346,0.376,0.544,0.15,0.331,0.386,0.191,0.356,0.331,0.665,0.504,0.251,214.412,0.354,0.357,0.302,0.302,0.473,4.0,0.0004495,8.4,4.476,1.0,0.524884,5.53189734,71.871902,124.328003,137.755783
505,5.187086643357144,14.979,12.34,1.106,0.527,0.144,0.417,0.363,0.437,0.56,0.356,0.171,0.355,0.391,0.238,0.363,0.36,0.657,0.374,0.262,215.054,0.406,0.362,0.328,0.328,0.431,6.0,0.0004999,8.319,4.407,1.0,0.532416,1.92391455,69.767929,147.367722,113.289383
506,6.080921907623926,24.443,6.933,2.133,0.729,0.141,0.532,0.44,0.396,0.405,0.344,0.198,0.447,0.403,0.243,0.471,0.432,0.443,0.461,0.343,236.408,0.456,0.316,0.364,0.386,0.416,3.0,0.0004886,8.835,4.305,1.0,0.533183,4.40320526,68.487396,112.8582,138.698563
507,6.958607314841775,12.573,6.956,3.2,0.553,0.141,0.341,0.427,0.387,0.307,0.281,0.169,0.331,0.321,0.255,0.345,0.339,0.368,0.366,0.273,149.948,0.385,0.252,0.303,0.329,0.336,6.0,0.0004737,7.867,3.836,1.0,0.44228,3.61570164,65.493202,169.716049,142.467758
508,6.920818753952375,16.537,9.055,1.436,0.612,0.145,0.404,0.425,0.377,0.325,0.317,0.151,0.366,0.379,0.202,0.387,0.409,0.396,0.385,0.288,186.508,0.402,0.264,0.316,0.343,0.356,4.0,0.0004642,7.433,4.477,1.0,0.48145,4.85080229,50.491386,129.709534,156.194687
510,5.769551078621726,14.512,13.72,2.045,0.479,0.143,0.369,0.371,0.354,0.434,0.535,0.108,0.409,0.492,0.187,0.392,0.454,0.457,0.461,0.205,256.832,0.365,0.359,0.363,0.361,0.374,4.0,0.0004861,8.599,5.646,1.0,0.53924,3.10859318,68.494461,166.236053,151.012634
511,6.853871964321762,18.121,8.987,2.935,0.603,0.143,0.431,0.308,0.436,0.352,0.362,0.166,0.381,0.307,0.262,0.4,0.282,0.383,0.465,0.257,242.418,0.391,0.294,0.317,0.335,0.368,6.0,0.0004335,8.602,5.477,1.0,0.526841,4.48040701,69.996109,155.511703,113.542816
512,5.721246399047171,19.941,6.292,1.928,0.708,0.143,0.448,0.332,0.365,0.394,0.265,0.151,0.397,0.306,0.221,0.402,0.324,0.449,0.345,0.219,176.031,0.382,0.27,0.308,0.33,0.338,6.0,0.000514,7.689,4.703,1.0,0.505483,5.80237771,62.439384,122.821648,140.90303
514,5.301029995663981,11.6,8.271,4.089,0.484,0.142,0.379,0.473,0.496,0.274,0.469,0.271,0.341,0.432,0.34,0.373,0.424,0.374,0.446,0.386,177.2,0.449,0.338,0.371,0.388,0.402,6.0,0.0005017,7.857,4.408,1.0,0.461173,3.24007432,51.169529,106.619019,129.570923
516,5.096910013008056,17.398,11.019,0.957,0.592,0.144,0.415,0.357,0.394,0.408,0.349,0.102,0.384,0.353,0.179,0.377,0.355,0.499,0.41,0.205,218.926,0.389,0.286,0.305,0.321,0.371,5.0,0.0005356,7.885,4.677,1.0,0.531606,4.92913336,56.446205,133.752838,140.133713
517,5.721246399047171,16.848,8.904,1.299,0.623,0.144,0.42,0.371,0.37,0.522,0.324,0.118,0.428,0.359,0.178,0.397,0.374,0.632,0.375,0.232,183.455,0.387,0.321,0.321,0.329,0.413,4.0,0.0004578,8.421,4.607,1.0,0.525289,2.98326602,63.539486,90.324432,121.879272
518,5.958607314841775,19.454,7.105,1.18,0.701,0.144,0.443,0.404,0.435,0.513,0.236,0.158,0.436,0.33,0.221,0.41,0.378,0.622,0.308,0.315,169.576,0.427,0.302,0.329,0.351,0.415,3.0,0.0004633,7.426,4.208,1.0,0.516344,4.44945656,64.443817,187.492462,138.242035
519,5.853871964321762,21.528,7.131,1.901,0.704,0.142,0.503,0.385,0.475,0.403,0.337,0.2,0.43,0.373,0.265,0.447,0.385,0.481,0.437,0.318,207.985,0.454,0.314,0.356,0.379,0.412,5.0,0.0005126,8.297,4.542,1.0,0.520267,3.97903013,75.654045,147.921738,107.854385
520,5.638272163982407,22.47,6.733,1.343,0.736,0.144,0.441,0.307,0.371,0.458,0.235,0.141,0.426,0.289,0.205,0.413,0.314,0.508,0.317,0.242,190.521,0.373,0.278,0.307,0.324,0.355,4.0,0.0004605,7.739,4.577,1.0,0.543126,6.90009209,108.114059,129.899445,109.123421
521,5.568636235841013,17.259,8.649,1.307,0.634,0.145,0.421,0.409,0.355,0.413,0.32,0.128,0.404,0.375,0.181,0.407,0.396,0.439,0.419,0.282,183.114,0.395,0.287,0.32,0.338,0.38,2.0,0.0005072,7.621,4.306,1.0,0.507105,3.13915943,66.445061,110.120361,118.656555
522,5.853871964321762,16.502,6.282,1.66,0.675,0.144,0.425,0.453,0.45,0.43,0.274,0.174,0.424,0.359,0.255,0.422,0.404,0.498,0.386,0.258,141.488,0.443,0.293,0.346,0.377,0.381,5.0,0.000515,7.211,4.41,1.0,0.473858,1.31346362,54.945274,108.157257,160.895676
525,5.6777807052660805,24.55,5.224,1.182,0.793,0.146,0.494,0.402,0.324,0.782,0.272,0.161,0.521,0.281,0.207,0.428,0.296,1.058,0.283,0.229,163.448,0.407,0.405,0.336,0.317,0.523,5.0,0.0004794,7.722,4.826,1.0,0.594444,4.47682875,57.287476,137.99086,248.360886
526,6.3979400086720375,27.948,4.622,1.224,0.827,0.151,0.562,0.429,0.322,0.859,0.341,0.123,0.586,0.315,0.175,0.472,0.297,1.168,0.251,0.223,169.054,0.438,0.441,0.359,0.319,0.547,5.0,0.0005061,7.761,4.444,1.0,0.624991,4.44203554,52.669735,160.334656,101.204788
527,5.091514981121351,11.85,5.481,1.519,0.629,0.152,0.496,0.454,0.454,0.306,0.315,0.219,0.401,0.342,0.266,0.45,0.362,0.417,0.414,0.253,91.274,0.468,0.28,0.336,0.37,0.361,3.0,0.0004875,6.116,2.99,1.0,0.385702,6.926569,41.848553,85.156525,45.712513
528,6.091514981121351,21.992,9.282,3.324,0.636,0.134,0.558,0.417,0.425,0.435,0.263,0.246,0.504,0.307,0.298,0.535,0.331,0.445,0.32,0.353,308.085,0.467,0.314,0.37,0.398,0.373,3.0,0.0004692,9.266,2.856,1.0,0.539324,6.28360015,69.994843,203.260193,103.167847
529,6.6020599913279625,29.747,5.41,2.159,0.797,0.138,0.628,0.298,0.529,0.525,0.197,0.264,0.558,0.203,0.336,0.577,0.211,0.519,0.287,0.403,236.835,0.485,0.328,0.365,0.386,0.403,6.0,0.0004707,8.337,3.525,1.0,0.574458,6.57844135,61.070816,184.700333,73.346077
530,5.853871964321762,32.491,5.364,2.307,0.809,0.142,0.649,0.349,0.416,0.462,0.264,0.287,0.549,0.262,0.301,0.591,0.273,0.521,0.301,0.377,261.619,0.471,0.338,0.371,0.388,0.4,6.0,0.0004524,8.505,3.593,1.0,0.577855,4.93180094,49.789345,161.469879,88.176437
531,6.522878745280337,28.72,4.405,1.754,0.823,0.143,0.594,0.293,0.482,0.448,0.21,0.248,0.5,0.204,0.313,0.528,0.207,0.457,0.316,0.326,184.632,0.456,0.302,0.339,0.359,0.366,6.0,0.0004995,7.535,3.594,1.0,0.545354,6.71288999,55.079369,131.954987,79.597115
532,6.6777807052660805,28.106,4.91,1.73,0.809,0.146,0.526,0.332,0.417,0.475,0.137,0.281,0.498,0.19,0.279,0.509,0.223,0.571,0.213,0.308,195.127,0.425,0.298,0.322,0.339,0.364,6.0,0.0004497,7.396,3.593,1.0,0.559017,5.26342215,83.404602,83.329704,63.231743
533,6.142667503568731,24.626,4.78,1.668,0.792,0.145,0.597,0.368,0.47,0.424,0.318,0.146,0.483,0.286,0.249,0.517,0.274,0.53,0.338,0.329,166.752,0.478,0.296,0.339,0.363,0.399,6.0,0.0004692,7.113,3.63,1.0,0.509063,2.83701483,57.108852,106.439529,62.379272
534,4.522878745280337,21.915,4.39,1.4,0.791,0.15,0.616,0.431,0.463,0.637,0.314,0.157,0.616,0.342,0.245,0.61,0.346,0.726,0.414,0.306,133.042,0.503,0.369,0.401,0.419,0.482,4.0,0.0004383,6.652,3.396,1.0,0.513991,2.4182145,52.122208,103.452362,70.538574
535,8.698970004336019,25.172,4.75,0.643,0.824,0.154,0.593,0.445,0.373,0.636,0.265,0.56,0.537,0.281,0.317,0.443,0.292,0.989,0.298,0.397,138.796,0.47,0.487,0.378,0.348,0.561,3.0,0.0004362,6.829,4.214,1.0,0.547843,2.58339586,68.994667,107.632309,91.896744
536,7.698970004336019,25.535,3.115,1.373,0.851,0.155,0.571,0.392,0.473,0.605,0.224,0.34,0.508,0.256,0.306,0.41,0.318,0.893,0.21,0.371,118.876,0.479,0.39,0.357,0.356,0.492,4.0,0.0005201,7.063,4.127,1.0,0.541882,3.42309332,60.260773,125.684738,63.371349
537,6.8297382846050425,32.451,2.593,1.594,0.886,0.151,0.587,0.51,0.399,0.555,0.378,0.082,0.53,0.395,0.168,0.56,0.438,0.509,0.443,0.174,140.022,0.499,0.338,0.364,0.404,0.375,8.0,0.000441,7.212,4.26,1.0,0.577145,5.19899287,67.857452,145.515167,114.096039
538,6.272458742971444,36.125,2.323,1.374,0.907,0.149,0.637,0.418,0.384,0.428,0.25,0.161,0.514,0.268,0.27,0.534,0.316,0.525,0.269,0.375,136.768,0.48,0.28,0.351,0.382,0.39,4.0,0.0004555,7.165,4.266,1.0,0.56844,1.05907415,68.06028,161.784668,101.000908
