mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,74,75,76,84,100,101,102,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
423,6.199998172182031,54.743,6.68,1.447,0.871,0.136,0.556,0.517,0.357,0.458,0.408,0.264,0.459,0.417,0.251,0.542,0.395,0.277,454.539,0.477,0.377,0.376,0.405,11.0,0.0004921,10.144,2.45,1.0,0.752893,5.34241608,69.66124,193.650284,96.097725
424,5.499999678657065,13.439,4.561,1.226,0.699,0.153,0.458,0.433,0.342,0.527,0.273,0.131,0.44,0.301,0.177,0.498,0.321,0.287,83.365,0.411,0.31,0.306,0.368,7.0,0.0004947,6.155,7.408,1.0,0.426188,8.28912546,145.970764,183.388504,183.499939
425,4.499999953328896,6.212,2.796,0.225,0.673,0.179,0.509,0.526,0.272,0.427,0.236,0.039,0.413,0.305,0.083,0.468,0.342,0.108,19.393,0.435,0.234,0.267,0.306,5.0,0.000472,3.743,2.416,1.0,0.275913,6.18712843,74.434296,60.839512,147.635254
427,5.700000503883016,11.354,3.832,0.414,0.728,0.166,0.575,0.529,0.391,0.414,0.292,0.104,0.465,0.307,0.179,0.513,0.281,0.24,49.8,0.498,0.27,0.317,0.344,4.0,0.0005151,5.039,2.466,1.0,0.352545,9.82670275,39.588993,63.311794,153.777756
428,7.199970640755866,27.626,4.543,1.858,0.812,0.145,0.569,0.384,0.414,0.581,0.262,0.26,0.573,0.297,0.283,0.527,0.396,0.353,185.265,0.456,0.368,0.384,0.425,8.0,0.0005265,7.436,3.061,1.0,0.571721,5.14030529,31.857784,107.081299,29.669952
429,5.800000874803203,6.729,4.93,1.109,0.527,0.158,0.576,0.428,0.363,0.391,0.334,0.086,0.448,0.388,0.169,0.453,0.622,0.163,46.098,0.455,0.27,0.335,0.413,3.0,0.000453,4.987,5.865,1.0,0.328455,6.50758976,70.091087,169.729401,81.613571
430,6.0999990348465305,16.691,1.871,0.957,0.855,0.16,0.58,0.474,0.436,0.564,0.32,0.113,0.544,0.312,0.209,0.598,0.504,0.24,49.0,0.497,0.332,0.355,0.448,8.0,0.0004582,5.495,3.194,1.0,0.423733,7.90000836,69.306541,130.124161,111.774086
431,6.399996913372259,21.462,4.182,1.284,0.797,0.155,0.566,0.401,0.242,0.448,0.258,0.074,0.472,0.288,0.11,0.567,0.375,0.118,122.688,0.403,0.26,0.29,0.353,9.0,0.0005192,6.195,3.874,1.0,0.480884,9.79957282,53.638924,135.376617,55.801155
432,5.300000202445418,17.461,2.955,1.879,0.783,0.154,0.518,0.431,0.321,0.567,0.263,0.08,0.502,0.306,0.154,0.766,0.293,0.131,89.963,0.423,0.304,0.32,0.397,6.0,0.0004904,5.957,3.647,1.0,0.465547,6.06948936,69.938446,53.305038,74.959015
433,6.199998172182031,9.476,4.196,0.826,0.654,0.169,0.489,0.423,0.266,0.346,0.333,0.104,0.349,0.337,0.126,0.454,0.475,0.245,51.056,0.393,0.261,0.271,0.392,3.0,0.0003964,4.987,3.767,1.0,0.341844,7.96113586,60.804123,69.326187,109.876808
434,4.900000142057633,9.895,2.162,1.018,0.757,0.169,0.496,0.34,0.334,0.396,0.198,0.065,0.414,0.217,0.135,0.44,0.322,0.143,33.675,0.39,0.219,0.255,0.302,4.0,0.0004048,4.674,2.758,1.0,0.32537,6.00427373,44.765636,87.388588,59.655563
435,5.499999678657065,27.734,3.543,0.286,0.879,0.152,0.557,0.486,0.236,0.533,0.205,0.04,0.526,0.26,0.077,0.628,0.28,0.103,107.198,0.426,0.26,0.287,0.337,9.0,0.0004879,6.545,1.982,1.0,0.534619,4.77310442,39.389488,66.282631,73.716461
437,5.899998417198648,7.076,3.949,0.855,0.596,0.168,0.53,0.53,0.367,0.386,0.243,0.076,0.414,0.29,0.156,0.453,0.279,0.194,37.373,0.476,0.235,0.286,0.309,3.0,0.0004914,4.65,4.29,1.0,0.302839,6.15096209,83.014526,179.318848,70.449806
438,6.0,20.528,2.559,0.053,0.887,0.164,0.599,0.538,0.145,0.695,0.255,0.169,0.619,0.308,0.115,0.714,0.429,0.063,53.752,0.427,0.373,0.347,0.402,9.0,0.0004486,5.363,2.707,1.0,0.484735,5.18060063,59.419731,53.501419,78.238358
439,5.700000503883016,32.852,3.248,1.621,0.871,0.148,0.634,0.468,0.411,0.648,0.167,0.148,0.588,0.263,0.229,0.584,0.378,0.254,165.242,0.504,0.321,0.36,0.405,14.0,0.0004538,7.573,4.452,1.0,0.601014,12.4837256,63.513569,79.176384,65.487091
440,6.599997654072044,34.124,2.314,1.019,0.911,0.147,0.532,0.427,0.362,0.436,0.446,0.152,0.494,0.318,0.205,0.562,0.405,0.201,116.1,0.44,0.345,0.339,0.389,10.0,0.0004631,7.614,5.413,1.0,0.571084,8.55371577,81.845558,81.318588,150.302292
441,6.0,7.34,1.835,0.614,0.75,0.183,0.566,0.521,0.411,0.484,0.558,0.089,0.47,0.357,0.233,0.457,0.415,0.344,19.104,0.499,0.377,0.353,0.405,5.0,0.0005059,4.125,5.114,1.0,0.28997,2.67943575,72.110962,218.792908,151.830414
442,6.0999990348465305,8.232,2.292,0.64,0.737,0.172,0.596,0.4,0.296,0.33,0.234,0.09,0.431,0.233,0.153,0.455,0.375,0.16,25.608,0.431,0.218,0.272,0.33,8.0,0.000507,4.29,2.399,1.0,0.282497,3.10261796,43.219311,84.007858,33.634979
443,6.199998172182031,11.934,3.95,0.149,0.744,0.167,0.525,0.436,0.194,0.407,0.314,0.019,0.43,0.307,0.049,0.509,0.273,0.067,49.516,0.385,0.247,0.262,0.283,6.0,0.000516,5.263,2.871,1.0,0.363086,6.83646158,17.927109,31.378136,42.528557
444,5.700000503883016,9.039,2.621,0.074,0.77,0.183,0.596,0.458,0.111,0.657,0.383,0.006,0.39,0.471,0.019,0.423,0.428,0.034,24.556,0.388,0.348,0.293,0.295,3.0,0.0004523,4.777,3.75,1.0,0.329291,0.580045931,62.056896,146.40181,43.367905
445,5.800000874803203,25.167,3.469,1.231,0.843,0.151,0.558,0.358,0.255,0.378,0.219,0.207,0.452,0.227,0.16,0.49,0.289,0.374,122.555,0.39,0.268,0.28,0.384,6.0,0.0004618,7.149,2.343,1.0,0.492037,13.9411701,23.53211,58.017231,43.373409
446,4.200000030616179,4.26,2.814,0.171,0.588,0.188,0.451,0.514,0.167,0.642,0.142,0.006,0.421,0.261,0.031,0.593,0.352,0.051,13.193,0.378,0.264,0.238,0.332,3.0,0.0003899,3.268,4.326,1.0,0.243547,3.36001784,71.472511,98.069351,105.909012
447,5.200000237109354,8.799,2.342,0.786,0.738,0.174,0.592,0.451,0.488,0.533,0.203,0.142,0.458,0.27,0.239,0.673,0.323,0.239,29.363,0.51,0.293,0.322,0.412,4.0,0.0004877,4.484,2.368,1.0,0.317136,8.9826316,17.19902,42.455231,37.039303
448,5.0,13.572,1.623,0.026,0.892,0.179,0.557,0.515,0.25,0.418,0.194,0.061,0.483,0.253,0.109,0.543,0.289,0.131,22.412,0.441,0.224,0.282,0.321,4.0,0.0004959,4.134,2.119,1.0,0.350475,4.8917583,41.871212,109.338303,55.389423
449,7.400007822415902,11.633,4.407,0.695,0.695,0.158,0.564,0.423,0.287,0.381,0.538,0.058,0.457,0.415,0.12,0.438,0.476,0.126,62.416,0.424,0.325,0.331,0.346,5.0,0.0004614,5.17,2.396,1.0,0.374995,3.29568627,28.356209,58.814148,38.93483
450,7.79997073344623,20.536,3.274,0.623,0.84,0.159,0.603,0.484,0.413,0.559,0.206,0.283,0.565,0.271,0.278,0.541,0.362,0.268,82.074,0.5,0.35,0.371,0.391,6.0,0.0004601,5.971,3.769,1.0,0.47305,3.20812309,59.323524,83.277122,56.756023
451,7.0,8.743,3.76,0.46,0.674,0.172,0.523,0.48,0.339,0.4,0.34,0.076,0.392,0.34,0.143,0.43,0.502,0.157,38.63,0.447,0.272,0.292,0.363,5.0,0.000467,4.425,4.657,1.0,0.325491,7.08960334,49.709118,80.894058,74.408806
452,6.0999990348465305,13.652,4.086,1.265,0.718,0.159,0.551,0.413,0.39,0.847,0.252,0.237,0.593,0.291,0.235,0.762,0.438,0.333,78.226,0.451,0.445,0.373,0.511,6.0,0.0004826,6.321,2.841,1.0,0.451307,11.0165523,50.067162,88.064987,76.293533
454,7.50003813440381,22.416,2.948,0.609,0.863,0.157,0.58,0.405,0.276,0.558,0.217,0.209,0.5,0.273,0.19,0.763,0.321,0.263,81.526,0.42,0.328,0.321,0.449,8.0,0.0004866,6.151,3.505,1.0,0.481125,10.8083063,36.649426,75.151237,43.205296
455,5.40000018605658,20.577,5.184,0.701,0.778,0.157,0.561,0.414,0.232,0.496,0.196,0.056,0.517,0.26,0.104,0.61,0.289,0.11,124.72,0.402,0.249,0.294,0.336,10.0,0.0004583,6.072,2.86,1.0,0.481288,4.27522389,67.973389,80.95887,68.895905
456,6.799998134593398,22.294,2.124,0.878,0.881,0.159,0.586,0.515,0.396,0.585,0.234,0.258,0.537,0.297,0.244,0.482,0.381,0.255,68.807,0.499,0.359,0.36,0.373,13.0,0.0005023,6.02,4.663,1.0,0.494251,9.96777343,51.044598,102.015846,125.70237
457,6.399996913372259,15.712,2.043,0.092,0.88,0.172,0.555,0.489,0.455,0.589,0.157,0.061,0.466,0.259,0.148,0.411,0.269,0.233,33.741,0.5,0.269,0.291,0.304,8.0,0.0004264,4.887,4.525,1.0,0.413142,6.69069397,42.663624,105.277458,77.848091
458,6.299997602857746,19.205,3.207,0.852,0.826,0.156,0.548,0.501,0.412,0.623,0.34,0.15,0.492,0.337,0.221,0.538,0.373,0.272,80.692,0.487,0.371,0.35,0.394,8.0,0.0004742,6.22,4.126,1.0,0.48145,3.30876478,39.410439,58.251831,33.378159
459,5.800000874803203,21.166,3.055,0.491,0.857,0.16,0.612,0.461,0.188,0.337,0.44,0.108,0.448,0.295,0.133,0.579,0.289,0.067,76.547,0.42,0.295,0.292,0.312,3.0,0.000438,5.872,4.95,1.0,0.430915,6.53743933,51.549351,54.417667,120.064735
460,6.0999990348465305,22.292,2.028,0.089,0.913,0.167,0.607,0.429,0.506,0.905,1.477,0.088,0.626,0.384,0.296,0.672,0.302,0.432,47.371,0.514,0.823,0.435,0.469,6.0,0.0004448,5.716,3.455,1.0,0.497878,8.28459425,62.353111,63.848793,84.904381
461,5.300000202445418,18.356,4.49,0.806,0.776,0.157,0.592,0.418,0.266,0.457,0.266,0.054,0.519,0.318,0.11,0.524,0.358,0.123,100.823,0.425,0.259,0.316,0.335,7.0,0.0004834,6.266,3.077,1.0,0.443291,6.73912863,20.473309,49.558144,73.579453
462,7.79997073344623,10.413,5.487,1.232,0.608,0.154,0.433,0.489,0.218,0.307,0.265,0.261,0.357,0.302,0.204,0.498,0.313,0.104,76.724,0.38,0.278,0.288,0.305,5.0,0.0004455,6.238,2.256,1.0,0.3726,5.972031,59.693043,112.621361,84.321983
463,7.50003813440381,23.324,5.22,0.664,0.799,0.155,0.613,0.46,0.377,0.84,0.372,0.053,0.646,0.385,0.124,0.674,0.506,0.161,140.695,0.484,0.422,0.385,0.447,6.0,0.000515,7.496,3.642,1.0,0.564458,6.204236,55.982349,138.515244,421.460022
464,5.499999678657065,20.812,2.621,0.477,0.87,0.157,0.514,0.465,0.319,0.845,0.48,0.095,0.599,0.328,0.141,0.634,0.435,0.212,65.739,0.433,0.473,0.356,0.427,6.0,0.0004931,6.468,3.984,1.0,0.54004,10.4967182,86.105415,117.13195,82.320724
465,7.100015437450609,22.253,3.466,1.85,0.807,0.153,0.559,0.379,0.493,0.502,0.223,0.184,0.523,0.234,0.259,0.639,0.294,0.305,124.716,0.477,0.303,0.339,0.413,8.0,0.0004739,6.616,4.03,1.0,0.49681,6.2597903,50.693317,100.111824,80.333496
466,6.0999990348465305,18.392,3.324,2.185,0.77,0.151,0.595,0.421,0.468,0.643,0.553,0.126,0.59,0.387,0.239,0.577,0.462,0.224,108.588,0.495,0.441,0.405,0.421,8.0,0.0004914,7.021,3.861,1.0,0.489458,5.83425338,56.331253,76.407814,71.118042
467,4.800000052738446,10.41,1.794,0.385,0.827,0.175,0.565,0.566,0.425,0.534,0.193,0.083,0.478,0.271,0.161,0.428,0.408,0.222,23.375,0.518,0.27,0.303,0.353,6.0,0.0004101,4.331,4.487,1.0,0.332861,5.12571737,47.867294,203.304504,109.926163
468,5.200000237109354,31.1,1.846,1.451,0.904,0.151,0.564,0.412,0.466,0.546,0.196,0.094,0.512,0.229,0.196,0.647,0.336,0.176,105.198,0.481,0.279,0.312,0.386,7.0,0.0005416,7.079,2.001,1.0,0.570027,3.04571951,45.621449,78.782166,39.389431
469,8.0,9.685,3.342,0.2,0.732,0.169,0.498,0.518,0.225,1.106,0.213,0.038,0.483,0.298,0.084,0.518,0.32,0.1,34.968,0.414,0.452,0.289,0.313,3.0,0.0004435,5.189,4.166,1.0,0.384785,8.70670618,59.870537,165.173172,111.98735
470,6.0,38.906,2.325,1.179,0.917,0.148,0.568,0.488,0.344,0.59,0.368,0.214,0.546,0.286,0.234,0.762,0.675,0.236,139.065,0.467,0.39,0.355,0.558,4.0,0.0004855,7.384,2.616,1.0,0.652567,8.5369173,43.078403,120.955711,87.959785
471,8.599980364934842,17.581,6.516,1.1,0.698,0.153,0.637,0.496,0.402,0.493,0.368,0.139,0.538,0.42,0.214,0.541,0.479,0.224,141.055,0.512,0.333,0.391,0.415,11.0,0.0005266,6.692,5.162,1.0,0.460581,7.38985167,125.146996,213.612045,98.472954
472,4.100000018985305,11.572,2.672,0.333,0.794,0.169,0.591,0.563,0.259,0.673,0.163,0.032,0.509,0.27,0.081,0.682,0.288,0.098,35.66,0.471,0.289,0.287,0.356,3.0,0.0004732,4.596,3.815,1.0,0.37167,10.4116908,48.650436,147.748825,52.234619
473,5.899998417198648,14.568,3.371,1.011,0.769,0.159,0.604,0.341,0.353,0.419,0.695,0.093,0.509,0.37,0.168,0.528,0.524,0.159,67.244,0.433,0.402,0.349,0.403,5.0,0.000437,5.966,1.455,1.0,0.403924,6.34161396,42.103592,41.975838,76.168457
474,5.59999938302362,16.073,2.523,0.062,0.861,0.168,0.597,0.544,0.089,0.54,0.242,0.002,0.507,0.322,0.016,0.402,0.342,0.025,41.712,0.41,0.261,0.281,0.256,4.0,0.000469,4.871,3.281,1.0,0.401638,7.87501594,66.476135,116.899384,92.752487
475,8.0,25.695,3.226,0.916,0.861,0.152,0.623,0.478,0.342,0.759,0.245,0.108,0.6,0.329,0.169,1.011,0.304,0.192,109.375,0.481,0.371,0.366,0.502,8.0,0.0004899,6.531,3.359,1.0,0.544412,7.45944679,34.580887,24.269333,25.830444
476,8.400007822415901,15.375,3.758,0.126,0.798,0.164,0.534,0.407,0.151,0.493,0.369,0.285,0.478,0.314,0.106,0.665,0.532,0.523,60.194,0.364,0.383,0.299,0.573,6.0,0.0004736,5.258,3.698,1.0,0.42534,2.87198612,63.291901,102.960281,82.943413
477,5.899998417198648,16.529,11.406,0.687,0.578,0.149,0.429,0.454,0.296,0.334,0.258,0.062,0.395,0.317,0.126,0.412,0.288,0.131,207.711,0.393,0.218,0.279,0.277,9.0,0.0004341,7.522,3.441,1.0,0.482949,7.45430685,87.438454,73.207253,107.972618
479,5.800000874803203,26.288,3.565,1.755,0.832,0.147,0.594,0.393,0.408,0.445,0.256,0.231,0.48,0.302,0.25,0.464,0.381,0.312,146.127,0.465,0.311,0.344,0.386,10.0,0.0004681,7.047,3.588,1.0,0.510332,5.61044832,49.385246,161.869644,132.638733
480,4.100000018985305,6.411,2.604,0.143,0.7,0.185,0.549,0.438,0.216,0.251,0.557,0.044,0.342,0.394,0.069,0.402,0.319,0.088,17.987,0.401,0.284,0.268,0.269,2.0,0.0004173,3.815,4.503,1.0,0.26488,9.05718988,66.270569,133.697464,178.102859
481,7.899974269892137,30.941,3.091,1.189,0.878,0.151,0.587,0.481,0.362,0.614,0.26,0.126,0.611,0.32,0.177,0.654,0.449,0.217,136.088,0.477,0.333,0.369,0.44,8.0,0.0004858,6.809,2.939,1.0,0.582852,4.18999036,24.319866,82.696487,27.530346
482,6.0,15.979,2.796,0.224,0.841,0.165,0.54,0.419,0.467,0.458,0.162,0.183,0.468,0.243,0.225,0.653,0.256,0.273,48.886,0.475,0.268,0.312,0.394,6.0,0.0004824,5.249,4.619,1.0,0.406923,7.89597031,75.621811,103.789398,46.403526
483,5.40000018605658,9.511,2.938,0.222,0.751,0.174,0.566,0.533,0.264,0.484,0.155,0.046,0.459,0.253,0.094,0.605,0.269,0.112,30.712,0.454,0.228,0.269,0.328,2.0,0.0004376,4.661,3.658,1.0,0.323331,4.9173264,37.897388,80.513512,60.855328
484,7.0,16.454,3.882,0.611,0.785,0.159,0.611,0.413,0.416,0.445,0.713,0.114,0.491,0.412,0.228,0.624,0.505,0.266,76.314,0.48,0.424,0.377,0.465,10.0,0.0005009,5.841,2.529,1.0,0.433999,5.10494379,39.69313,32.932789,28.934633
485,5.700000503883016,16.273,9.65,2.708,0.568,0.14,0.483,0.452,0.377,0.299,0.321,0.171,0.376,0.387,0.231,0.408,0.409,0.316,227.239,0.437,0.264,0.331,0.378,7.0,0.000475,8.469,3.944,1.0,0.471659,6.39526868,34.694847,124.362762,52.437107
486,6.399996913372259,23.368,2.342,0.542,0.89,0.158,0.615,0.452,0.218,0.393,0.212,0.043,0.482,0.262,0.083,0.486,0.359,0.091,68.643,0.428,0.216,0.275,0.312,6.0,0.0004902,5.755,4.25,1.0,0.445293,9.92955962,78.637306,153.090561,178.243713
487,7.0,23.417,2.925,1.51,0.841,0.151,0.533,0.293,0.419,0.433,0.532,0.136,0.472,0.308,0.219,0.523,0.439,0.207,108.286,0.415,0.367,0.333,0.39,9.0,0.0005001,6.859,3.166,1.0,0.501893,5.91739919,66.568039,97.971581,76.867783
488,7.50003813440381,10.852,5.44,0.988,0.628,0.154,0.468,0.377,0.329,0.354,0.474,0.166,0.364,0.365,0.167,0.526,0.575,0.356,75.135,0.391,0.332,0.298,0.486,7.0,0.0004601,6.406,4.773,1.0,0.399971,7.52163384,69.087723,152.840363,98.782646
489,5.200000237109354,14.096,3.058,0.728,0.788,0.163,0.614,0.477,0.389,0.363,0.317,0.123,0.465,0.312,0.194,0.506,0.33,0.236,55.598,0.493,0.268,0.324,0.357,4.0,0.0004935,5.315,4.065,1.0,0.366902,5.1741949,84.269165,133.900116,162.692093
490,5.700000503883016,18.47,6.086,0.979,0.723,0.147,0.557,0.351,0.336,0.418,0.506,0.062,0.477,0.364,0.142,0.504,0.384,0.165,136.463,0.415,0.329,0.328,0.351,4.0,0.0005035,7.146,2.946,1.0,0.478161,4.52001792,66.243538,141.726196,35.615185
491,6.499996931948306,23.852,5.836,1.14,0.774,0.146,0.526,0.396,0.339,0.306,0.625,0.123,0.375,0.396,0.173,0.388,0.271,0.206,173.052,0.42,0.351,0.314,0.288,4.0,0.0003761,7.933,4.698,1.0,0.502399,2.99425785,101.077538,166.738922,136.243515
492,7.50003813440381,16.811,3.542,2.101,0.749,0.156,0.601,0.492,0.466,0.512,0.406,0.133,0.535,0.378,0.214,0.524,0.608,0.183,102.306,0.52,0.35,0.376,0.439,6.0,0.0004958,6.542,5.989,1.0,0.44524,4.63335041,102.699615,93.861435,176.038986
493,6.399996913372259,13.567,3.302,0.346,0.788,0.163,0.555,0.47,0.206,0.439,0.285,0.046,0.467,0.304,0.075,0.616,0.303,0.103,50.622,0.41,0.257,0.282,0.341,3.0,0.0004881,4.855,4.079,1.0,0.384093,4.24854738,66.673012,135.019775,90.62326
494,5.300000202445418,30.731,5.457,1.403,0.818,0.145,0.589,0.381,0.321,0.48,0.146,0.238,0.532,0.233,0.229,0.487,0.249,0.185,218.457,0.43,0.288,0.331,0.307,3.0,0.0005172,8.231,3.162,1.0,0.567845,3.99197434,57.529247,61.459099,75.249527
495,6.199998172182031,13.949,13.319,1.65,0.482,0.145,0.566,0.46,0.413,0.561,0.31,0.146,0.515,0.417,0.225,0.699,0.484,0.256,230.804,0.48,0.339,0.386,0.48,9.0,0.0004902,8.037,4.518,1.0,0.496726,6.19891799,69.057251,169.862823,143.371185
496,7.899974269892137,17.496,3.852,0.527,0.8,0.16,0.584,0.482,0.393,0.477,0.224,0.204,0.498,0.304,0.217,0.572,0.343,0.302,78.64,0.487,0.302,0.34,0.406,7.0,0.0005098,5.543,5.704,1.0,0.434978,4.63355895,85.187363,155.199203,189.624619
497,5.300000202445418,8.878,2.221,1.552,0.702,0.168,0.543,0.419,0.348,0.547,0.371,0.208,0.47,0.288,0.216,0.562,0.546,0.194,36.948,0.437,0.376,0.325,0.434,3.0,0.0004637,4.845,4.124,1.0,0.348961,13.6310801,32.993084,61.160759,75.09626
499,5.499999678657065,20.93,6.099,1.063,0.745,0.145,0.548,0.384,0.388,0.456,0.446,0.15,0.469,0.379,0.216,0.471,0.396,0.246,156.388,0.44,0.351,0.355,0.371,7.0,0.0005175,7.91,2.171,1.0,0.515064,18.5592784,34.02755,100.358452,81.857857
500,8.599980364934842,28.974,5.928,1.312,0.8,0.146,0.641,0.427,0.334,0.587,0.306,0.138,0.608,0.341,0.186,0.582,0.437,0.231,217.526,0.467,0.344,0.378,0.417,9.0,0.0005099,7.23,4.878,1.0,0.576178,1.89406538,70.53965,104.115677,106.139832
501,6.699991797446187,16.854,3.319,0.859,0.801,0.156,0.62,0.408,0.33,0.548,0.236,0.08,0.556,0.3,0.14,0.6,0.388,0.162,73.279,0.453,0.288,0.332,0.383,7.0,0.0004689,5.245,4.42,1.0,0.42515,7.05709558,94.065674,163.493179,79.905228
502,8.500038134403809,27.029,5.258,1.215,0.807,0.146,0.547,0.501,0.378,0.385,0.273,0.139,0.431,0.365,0.218,0.395,0.427,0.267,181.349,0.475,0.266,0.338,0.363,11.0,0.00051,7.095,3.998,1.0,0.518984,10.2660307,56.158073,152.050934,77.804817
503,5.59999938302362,9.354,3.001,1.032,0.699,0.171,0.513,0.37,0.228,0.488,0.258,0.28,0.384,0.268,0.158,0.559,0.199,0.255,40.828,0.37,0.342,0.27,0.338,7.0,0.0004578,5.629,3.678,1.0,0.344972,2.36205244,66.950851,210.165207,85.028229
504,8.199970640755867,17.761,5.057,0.86,0.75,0.155,0.589,0.445,0.294,0.71,0.241,0.151,0.558,0.333,0.163,1.006,0.26,0.252,109.429,0.443,0.367,0.351,0.506,7.0,0.000433,6.212,3.236,1.0,0.476916,4.67212468,34.083477,63.820332,60.251163
505,5.59999938302362,10.267,2.402,0.769,0.764,0.168,0.528,0.434,0.249,0.674,0.334,0.033,0.506,0.318,0.087,0.58,0.485,0.103,34.408,0.403,0.347,0.303,0.389,2.0,0.0004807,4.661,2.996,1.0,0.351968,2.31357426,58.547863,89.817772,55.166298
506,6.199998172182031,9.674,6.48,1.672,0.543,0.155,0.5,0.389,0.253,0.362,0.412,0.122,0.382,0.354,0.168,0.358,0.523,0.184,89.7,0.381,0.299,0.301,0.355,5.0,0.0004984,6.232,2.28,1.0,0.395144,4.87949775,22.245106,76.519333,94.404434
507,5.200000237109354,15.018,4.595,1.103,0.725,0.155,0.576,0.39,0.361,0.429,0.434,0.075,0.487,0.353,0.158,0.536,0.509,0.185,90.652,0.442,0.313,0.333,0.41,10.0,0.0005213,5.442,4.186,1.0,0.421148,4.01059017,71.138725,167.602814,103.105263
508,7.899974269892137,21.399,3.778,0.66,0.828,0.156,0.581,0.412,0.296,0.405,0.217,0.203,0.452,0.283,0.2,0.405,0.362,0.15,97.469,0.43,0.275,0.311,0.306,4.0,0.0004512,5.833,4.121,1.0,0.454923,8.05007181,35.886086,98.580086,66.936401
509,6.699991797446187,15.831,1.869,0.825,0.855,0.171,0.558,0.478,0.384,0.63,0.181,0.196,0.559,0.269,0.226,0.543,0.324,0.231,44.199,0.473,0.336,0.352,0.366,7.0,0.0004743,4.896,3.983,1.0,0.413493,9.60032599,54.787842,87.117233,74.310349
510,5.499999678657065,15.52,2.345,1.113,0.818,0.164,0.588,0.511,0.403,1.022,0.414,0.135,0.683,0.338,0.273,0.833,0.447,0.277,56.273,0.501,0.523,0.431,0.519,8.0,0.0004559,6.027,3.315,1.0,0.468938,4.86827095,29.070614,90.830688,51.203735
511,5.300000202445418,51.725,2.61,1.939,0.919,0.142,0.565,0.402,0.302,0.389,0.222,0.155,0.455,0.26,0.178,0.454,0.32,0.252,240.376,0.423,0.255,0.298,0.342,9.0,0.0004808,8.956,2.996,1.0,0.678555,4.50301592,27.672438,79.054672,41.843731
512,6.0999990348465305,12.646,3.167,0.386,0.781,0.171,0.565,0.416,0.338,0.336,0.252,0.146,0.406,0.271,0.16,0.355,0.337,0.461,46.161,0.439,0.245,0.279,0.384,6.0,0.0004542,5.095,5.788,1.0,0.347982,5.2087531,103.67923,266.288391,136.578171
513,6.299997602857746,24.388,3.633,1.101,0.837,0.151,0.555,0.413,0.355,0.42,0.236,0.229,0.478,0.284,0.247,0.534,0.285,0.218,119.46,0.441,0.295,0.336,0.345,9.0,0.0004437,6.375,2.929,1.0,0.491985,10.5840337,79.655617,266.850372,51.8367
514,5.700000503883016,7.894,5.93,1.221,0.525,0.158,0.435,0.348,0.223,0.536,0.402,0.043,0.32,0.309,0.094,0.513,0.403,0.092,63.683,0.335,0.327,0.241,0.336,10.0,0.0004565,5.74,4.361,1.0,0.369833,3.60766608,63.507977,90.470993,108.086899
515,5.800000874803203,10.734,5.876,1.735,0.585,0.151,0.546,0.568,0.453,0.625,0.254,0.246,0.578,0.338,0.292,0.562,0.373,0.276,91.895,0.522,0.375,0.403,0.404,6.0,0.0005176,6.573,3.895,1.0,0.406287,3.29960924,81.672974,67.242653,67.564224
516,5.200000237109354,7.587,2.083,0.011,0.784,0.188,0.598,0.531,0.319,0.713,0.173,0.666,0.477,0.304,0.449,0.503,0.442,0.598,15.909,0.483,0.517,0.41,0.515,5.0,0.0005336,4.004,4.828,1.0,0.307539,4.98477391,53.099907,107.777336,80.092659
518,6.0999990348465305,18.404,2.284,1.184,0.841,0.156,0.577,0.338,0.43,0.428,0.641,0.138,0.508,0.306,0.232,0.552,0.422,0.243,66.52,0.448,0.402,0.349,0.406,7.0,0.0004604,6.451,2.265,1.0,0.431825,6.17389993,40.434139,58.479469,56.0117
519,6.399996913372259,18.606,2.872,0.799,0.835,0.158,0.599,0.533,0.342,0.566,0.249,0.569,0.536,0.315,0.329,0.53,0.37,0.299,70.613,0.491,0.461,0.393,0.4,6.0,0.0004589,5.955,4.169,1.0,0.457017,7.56519434,63.70512,148.994308,94.928879
520,5.59999938302362,18.81,7.392,1.815,0.671,0.141,0.498,0.289,0.371,0.276,0.664,0.121,0.361,0.377,0.208,0.3,0.45,0.256,186.612,0.386,0.354,0.315,0.336,7.0,0.0005166,8.753,4.39,1.0,0.496563,10.6171314,99.773888,142.093353,57.713566
521,5.499999678657065,25.289,2.595,0.482,0.892,0.157,0.582,0.402,0.31,0.443,0.266,0.065,0.484,0.264,0.127,0.472,0.314,0.158,79.056,0.431,0.258,0.292,0.315,5.0,0.0004822,6.205,3.759,1.0,0.493176,8.28688768,78.231812,233.827133,180.86174
522,4.300000029139088,5.361,2.332,0.313,0.67,0.183,0.522,0.514,0.208,0.332,0.469,0.035,0.336,0.486,0.062,0.639,0.341,0.075,14.905,0.415,0.279,0.295,0.352,4.0,0.0004201,3.488,3.199,1.0,0.258515,5.53264834,56.995274,113.003227,117.735741
524,6.699991797446187,26.67,2.531,1.325,0.874,0.151,0.528,0.498,0.269,0.523,0.247,0.083,0.536,0.303,0.121,0.585,0.327,0.162,106.186,0.432,0.284,0.32,0.358,6.0,0.0004744,6.27,3.119,1.0,0.533877,3.63286987,27.231613,80.665352,101.657417
