mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,107,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
552,5.800000874803203,288.603,9.092,3.486,0.958,0.15,0.879,0.301,0.467,0.793,0.213,0.203,0.193,0.269,0.255,0.298,0.549,0.403,13109.765,8.0,0.117844,7.296,3.748,1.052,0.532413,6.38326468,63.069099,148.528351,148.15918
553,8.199970640755867,7.755,4.334,0.526,0.615,0.172,0.526,0.473,0.347,1.593,0.191,0.283,0.269,0.198,0.405,0.428,0.449,0.689,70.268,8.0,0.0998767,5.031,4.201,1.14,0.39751,11.1530311,64.502586,192.37262,92.845695
554,5.300000202445418,248.926,8.221,1.31,0.963,0.16,0.609,0.477,0.464,0.581,0.436,0.267,0.398,0.29,0.427,0.4,0.517,0.428,5323.702,4.0,0.0364118,5.76,2.791,1.013,0.375188,3.24581342,43.096573,106.413002,63.549568
555,5.899998417198648,13.48,4.566,0.777,0.716,0.161,0.557,0.412,0.323,0.314,0.309,0.066,0.285,0.134,0.241,0.198,0.431,0.23,142.196,5.0,0.1211846,5.21,3.765,1.072,0.380082,7.25954883,55.732094,67.532768,123.535828
556,6.0999990348465305,201.468,6.282,1.129,0.965,0.152,0.647,0.324,0.281,0.755,0.411,0.151,0.302,0.171,0.354,0.131,0.417,0.439,3137.514,11.0,0.1800407,6.316,3.267,1.09,0.452687,6.50946202,39.203465,75.69812,60.644623
557,6.199998172182031,14.712,2.863,1.386,0.776,0.16,0.586,0.39,0.397,0.433,0.269,0.102,0.277,0.172,0.28,0.207,0.457,0.268,143.821,6.0,0.1322542,5.233,4.427,1.039,0.396273,4.22658131,54.359386,175.7379,87.192886
558,7.199970640755866,24.532,4.187,1.294,0.817,0.151,0.606,0.427,0.3,0.457,0.19,0.081,0.297,0.155,0.336,0.188,0.444,0.243,302.766,8.0,0.1503738,6.568,3.163,1.141,0.495371,10.4930945,49.919106,52.89809,84.32415
559,5.700000503883016,91.27,15.391,1.77,0.842,0.154,0.145,0.529,0.504,0.089,0.52,0.197,0.5,0.279,0.659,0.308,0.392,0.269,4188.829,6.0,0.2270088,5.564,3.924,1.047,0.443961,6.4517909,51.34639,95.591782,82.754852
560,5.499999678657065,4.091,2.288,0.019,0.639,0.2,0.531,0.482,0.534,1.632,0.168,0.112,0.319,0.404,0.378,0.478,0.516,0.638,16.06,4.0,0.0102992,3.631,3.114,1.034,0.241575,3.70726105,56.024406,64.311478,67.180725
561,5.300000202445418,7.114,1.757,0.066,0.796,0.193,0.56,0.446,0.225,0.347,0.229,0.158,0.25,0.126,0.259,0.074,0.41,0.245,22.846,5.0,0.05288,3.196,1.797,1.084,0.259034,5.90532077,17.379787,32.418251,5.693759
562,8.0,260.651,54.193,1.799,0.823,0.159,0.45,0.066,0.38,0.494,0.003,0.199,0.014,0.25,0.019,0.241,0.299,0.232,40416.822,5.0,0.0820251,5.837,2.842,1.11,0.464542,8.74873024,34.67894,52.612808,32.274639
564,6.499996931948306,11.831,4.301,0.906,0.694,0.165,0.584,0.492,0.346,0.342,0.389,0.085,0.369,0.154,0.288,0.171,0.474,0.272,128.619,10.0,0.1134539,5.001,4.77,1.035,0.361643,4.44352486,77.322716,62.447414,98.274452
565,5.40000018605658,9.397,1.973,1.215,0.747,0.175,0.564,0.342,0.33,0.606,0.33,0.052,0.228,0.101,0.334,0.17,0.412,0.329,67.462,2.0,0.1150353,4.947,3.961,1.042,0.341514,4.85538279,28.231733,47.343216,43.999302
566,5.59999938302362,24.21,3.716,2.183,0.804,0.147,0.653,0.375,0.413,0.516,0.133,0.126,0.205,0.212,0.206,0.211,0.48,0.258,377.342,5.0,0.1436909,7.431,3.4,1.056,0.498275,5.96451873,30.269835,67.745163,50.453804
567,6.0999990348465305,228.555,9.38,0.562,0.958,0.164,0.799,0.468,0.333,1.023,0.506,0.356,0.425,0.259,0.47,0.367,0.533,0.628,3720.457,7.0,0.1615608,5.383,4.3,1.044,0.380757,5.08813069,52.979942,129.548599,97.767136
568,6.599997654072044,10.545,3.371,1.019,0.706,0.171,0.571,0.39,0.277,0.552,0.192,0.267,0.23,0.174,0.329,0.443,0.413,0.337,100.872,6.0,0.1187102,4.893,3.759,1.235,0.366452,12.5855572,54.145645,141.709457,50.843014
569,8.100015437450608,13.088,3.772,2.002,0.694,0.16,0.525,0.33,0.346,0.334,0.438,0.15,0.314,0.189,0.367,0.193,0.4,0.307,200.806,8.0,0.1433948,6.258,3.585,1.043,0.396333,7.03859738,41.869427,69.135864,43.275608
570,7.0,76.123,26.564,2.345,0.725,0.149,0.094,0.496,0.466,0.534,0.005,0.254,0.288,0.336,0.505,0.401,0.352,0.264,7110.018,9.0,0.175189,7.256,4.158,1.036,0.581792,5.23524052,45.260967,106.401382,87.759598
571,6.900008766455316,119.526,5.689,0.553,0.95,0.171,0.33,0.438,0.445,0.177,0.349,0.241,0.332,0.262,0.363,0.292,0.405,0.256,1251.391,8.0,0.0426721,4.519,4.725,1.015,0.324358,1.47427207,85.78997,92.402054,77.911049
572,5.300000202445418,17.595,4.118,1.802,0.748,0.147,0.55,0.343,0.383,0.5,0.346,0.13,0.296,0.215,0.408,0.206,0.425,0.326,265.699,6.0,0.1107564,6.864,4.008,1.15,0.456224,11.2030209,59.29977,56.441254,47.166954
573,8.599980364934842,237.687,92.936,3.48,0.711,0.16,0.412,0.272,0.38,0.55,0.685,0.236,0.318,0.308,1.114,0.315,0.355,0.491,100444.801,5.0,0.083581,5.371,3.917,1.088,0.387917,4.26147462,96.41523,357.198853,116.793686
574,6.199998172182031,330.467,250.564,3.994,0.565,0.153,0.48,0.388,0.317,0.528,0.442,0.218,0.398,0.257,0.361,0.275,0.395,0.396,416460.992,7.0,0.1007999,6.369,2.072,1.049,0.420721,5.04589035,40.367683,46.738045,48.403763
575,4.499999953328896,3.743,2.118,0.015,0.637,0.204,0.54,0.475,0.409,0.784,0.188,0.073,0.464,0.171,0.537,0.215,0.475,0.348,14.002,7.0,0.0176619,3.231,4.775,1.047,0.221667,4.47363037,87.402275,70.82901,93.626595
576,6.499996931948306,8.181,3.776,0.208,0.672,0.172,0.584,0.425,0.254,0.424,0.631,0.02,0.428,0.066,0.342,0.106,0.421,0.358,51.978,5.0,0.0129802,4.39,2.392,1.014,0.325919,2.60432753,35.5826,35.719208,20.752785
577,6.299997602857746,331.126,71.591,1.219,0.82,0.162,0.684,0.304,0.406,0.708,0.174,0.363,0.212,0.299,0.232,0.331,0.465,0.415,53500.422,2.0,0.0578695,6.089,3.756,1.023,0.458631,2.42563681,55.586006,380.151917,182.637634
578,7.700057099977233,13.669,4.527,1.6,0.69,0.153,0.523,0.433,0.455,0.407,0.426,0.183,0.344,0.254,0.655,0.295,0.47,0.339,209.792,7.0,0.1770093,6.826,3.515,1.041,0.415668,3.22668551,50.148857,74.293869,29.116949
579,5.300000202445418,145.177,3.397,1.663,0.966,0.156,0.732,0.431,0.388,0.678,0.318,0.446,0.317,0.321,0.362,0.393,0.517,0.481,1710.37,6.0,0.1269438,6.5,2.905,1.063,0.532574,8.70293266,40.71521,144.037308,105.842621
580,6.299997602857746,81.524,9.898,2.842,0.865,0.153,0.112,0.605,0.444,0.068,0.578,0.641,0.586,0.406,0.637,0.367,0.387,0.429,3454.461,7.0,0.2804156,6.885,4.316,1.081,0.413955,8.15757832,66.977974,132.69191,93.56826
581,8.400007822415901,16.089,7.257,1.296,0.653,0.152,0.556,0.461,0.33,0.66,0.298,0.202,0.371,0.215,0.417,0.289,0.449,0.387,322.935,13.0,0.1587819,7.305,3.001,1.087,0.490306,7.30088629,74.60759,85.612053,179.606308
582,7.100015437450609,63.239,10.881,2.101,0.83,0.167,0.073,0.541,0.391,0.004,0.185,0.312,0.401,0.284,0.349,0.356,0.335,0.167,2365.811,9.0,0.0555062,4.524,3.575,1.113,0.323077,8.05843307,51.752026,123.209969,53.384384
583,6.299997602857746,27.565,19.894,2.994,0.546,0.146,0.571,0.026,0.429,0.485,0.001,0.085,0.005,0.325,0.009,0.301,0.342,0.191,2382.728,8.0,0.2012975,7.449,3.049,1.026,0.545251,3.85594981,53.822384,79.265724,47.963333
584,5.700000503883016,122.28,4.764,3.801,0.935,0.153,0.241,0.46,0.461,0.072,0.357,0.13,0.405,0.257,0.411,0.205,0.387,0.186,3410.085,7.0,0.0646355,6.424,6.107,1.023,0.468777,2.96362228,87.608719,117.997665,109.015419
585,5.200000237109354,27.714,2.699,1.524,0.868,0.151,0.622,0.448,0.255,0.705,0.44,0.112,0.311,0.154,0.623,0.189,0.442,0.419,267.046,9.0,0.2475902,7.309,4.222,1.149,0.572089,8.0710023,75.551834,989.219604,93.567978
587,6.399996913372259,140.882,5.421,3.169,0.943,0.152,0.208,0.433,0.383,0.316,0.327,0.188,0.323,0.283,0.488,0.281,0.341,0.277,3797.671,6.0,0.108088,6.036,4.294,1.018,0.393778,0.750562383,73.090546,241.448959,292.560364
588,7.199970640755866,14.344,3.035,1.539,0.758,0.159,0.618,0.449,0.321,0.564,0.254,0.087,0.271,0.157,0.417,0.15,0.463,0.302,156.237,11.0,0.0959737,5.421,3.867,1.157,0.407927,6.50238696,40.866852,72.995499,136.64299
589,4.600000074606178,114.473,2.901,0.715,0.969,0.171,0.208,0.478,0.428,0.175,0.119,0.11,0.22,0.2,0.235,0.234,0.371,0.134,771.638,5.0,0.0937654,4.624,3.11,1.014,0.352384,1.86093535,58.630257,140.663361,94.452454
590,5.700000503883016,30.486,22.901,1.131,0.559,0.153,0.592,0.029,0.37,0.662,0.001,0.029,0.005,0.227,0.006,0.331,0.33,0.231,1602.716,7.0,0.0784872,6.72,2.78,1.067,0.588265,4.36982242,41.51318,30.000973,44.217506
591,6.900008766455316,166.074,10.738,2.949,0.924,0.161,0.413,0.541,0.434,0.247,0.369,0.319,0.448,0.325,0.554,0.341,0.463,0.312,7742.734,3.0,0.0323157,5.291,4.259,1.02,0.378187,3.64993629,73.331757,137.67363,144.318939
592,8.100015437450608,10.738,5.229,0.571,0.649,0.16,0.564,0.521,0.218,0.524,0.474,0.29,0.424,0.167,0.583,0.501,0.435,0.429,113.876,3.0,0.2516955,5.421,3.028,1.167,0.39976,9.85353303,40.741287,111.201118,62.444706
593,5.40000018605658,23.757,1.797,1.272,0.886,0.157,0.563,0.413,0.412,0.471,0.202,0.102,0.223,0.181,0.347,0.207,0.463,0.258,156.341,10.0,0.1134441,5.847,2.892,1.039,0.486532,3.1202383,45.436119,72.620178,70.661514
594,8.299988937677888,14.08,3.205,2.044,0.728,0.16,0.527,0.305,0.338,0.362,0.655,0.114,0.332,0.201,0.284,0.222,0.39,0.377,192.07,3.0,0.132009,6.124,3.508,1.047,0.406629,1.50958035,40.927391,88.691818,110.238701
595,5.800000874803203,26.076,2.214,1.448,0.877,0.153,0.609,0.471,0.39,0.561,0.129,0.143,0.224,0.229,0.244,0.291,0.49,0.278,211.994,7.0,0.094083,6.832,3.92,1.026,0.514444,3.68628991,57.019016,104.85817,116.80172
596,6.0999990348465305,33.96,7.656,0.32,0.81,0.174,0.05,0.542,0.213,0.592,0.287,0.038,0.394,0.083,0.515,0.087,0.268,0.306,398.335,5.0,0.1583295,4.533,4.852,1.159,0.359643,6.70837035,52.767075,105.457077,83.77784
597,7.100015437450609,190.199,7.45,0.61,0.959,0.172,0.528,0.443,0.432,0.588,0.344,0.265,0.31,0.278,0.428,0.266,0.468,0.399,2599.571,3.0,0.026431,4.422,3.13,1.08,0.348429,5.92221549,41.923168,55.588959,82.248795
598,5.40000018605658,251.078,2.68,1.558,0.983,0.188,0.568,0.388,0.421,0.532,0.646,0.29,0.422,0.331,0.411,0.306,0.459,0.489,2371.693,5.0,0.0174956,4.365,2.804,1.02,0.29973,2.72564911,64.888153,104.941391,102.318604
599,6.799998134593398,13.919,3.717,1.966,0.71,0.159,0.634,0.457,0.359,0.546,0.368,0.137,0.357,0.173,0.454,0.245,0.484,0.35,207.746,4.0,0.162038,5.721,2.651,1.066,0.415868,7.4172536,29.694489,60.098923,29.987194
600,6.499996931948306,288.715,3.118,0.351,0.988,0.177,0.975,0.529,0.389,1.074,0.299,0.185,0.32,0.237,0.457,0.263,0.631,0.519,1610.217,3.0,0.0305117,3.857,3.128,1.026,0.275777,3.75256664,55.329422,118.264648,46.403225
601,8.100015437450608,187.477,6.797,2.09,0.955,0.16,0.232,0.514,0.392,0.17,0.475,0.16,0.458,0.231,0.506,0.237,0.379,0.268,4539.334,5.0,0.2000447,5.578,2.371,1.059,0.424302,5.87109466,37.720501,47.156799,20.98896
602,5.300000202445418,121.045,16.271,1.586,0.871,0.15,0.193,0.425,0.414,0.152,0.501,0.18,0.427,0.22,0.436,0.242,0.344,0.278,5449.083,5.0,0.0843207,6.611,3.212,1.038,0.525193,6.14608203,46.31292,126.631218,67.129807
603,8.400007822415901,264.64,73.715,3.756,0.774,0.151,0.733,0.114,0.425,0.893,0.03,0.231,0.057,0.267,0.053,0.296,0.424,0.384,94396.311,7.0,0.3039879,7.045,5.478,1.04,0.41368,4.27685688,89.783142,126.060074,123.660393
604,5.200000237109354,10.948,3.844,1.892,0.656,0.154,0.646,0.389,0.423,0.587,0.24,0.195,0.302,0.244,0.347,0.315,0.486,0.341,166.387,7.0,0.0869154,5.98,4.716,1.027,0.37977,4.55396732,58.268803,85.051651,117.624626
605,5.40000018605658,11.178,5.101,0.303,0.674,0.165,0.501,0.379,0.273,0.541,0.347,0.333,0.263,0.215,0.369,0.284,0.384,0.407,95.84,4.0,0.1018768,5.915,3.396,1.093,0.408663,8.58717152,60.409969,129.965469,127.099762
606,6.900008766455316,12.116,4.642,0.247,0.712,0.162,0.522,0.408,0.163,0.373,0.364,0.013,0.32,0.04,0.278,0.057,0.364,0.25,91.292,9.0,0.1069281,5.419,2.725,1.066,0.37568,5.85545463,58.664291,128.305664,78.647308
607,6.799998134593398,53.329,7.232,2.638,0.844,0.163,0.069,0.454,0.339,0.064,0.302,0.338,0.336,0.317,0.388,0.417,0.287,0.234,1626.286,5.0,0.0330275,4.744,3.825,1.013,0.329478,1.98311829,53.325729,188.993851,60.981949
608,7.199970640755866,515.699,26.343,2.51,0.947,0.139,0.627,0.359,0.482,0.523,0.202,0.251,0.265,0.312,0.27,0.364,0.489,0.325,49581.624,11.0,0.3432586,9.289,2.495,1.054,0.710759,5.88735985,65.807571,141.183502,148.986725
609,6.199998172182031,343.781,46.74,3.203,0.873,0.157,0.754,0.068,0.326,0.858,0.039,0.247,0.059,0.251,0.068,0.256,0.383,0.381,69180.887,4.0,0.2409163,5.505,7.585,1.097,0.369788,7.96105728,79.915619,136.576324,195.075165
610,7.0,234.09,9.184,3.627,0.948,0.157,0.823,0.587,0.403,0.966,0.589,0.234,0.558,0.291,0.577,0.307,0.604,0.596,11076.253,8.0,0.2575481,6.045,4.469,1.059,0.391911,2.68201424,45.914726,76.838501,74.961945
611,7.0,17.279,1.672,0.997,0.866,0.159,0.561,0.44,0.416,0.324,0.297,0.148,0.306,0.201,0.371,0.412,0.472,0.256,96.512,11.0,0.0784294,5.214,3.212,1.113,0.388584,4.98827032,54.673794,122.429184,112.103828
612,6.900008766455316,209.369,29.517,9.707,0.842,0.174,0.451,0.054,0.542,0.316,0.321,0.001,0.008,0.359,0.011,0.373,0.349,0.213,68738.852,5.0,0.0237438,4.068,3.722,1.028,0.322013,4.39157806,43.642151,87.086998,96.186821
613,7.400007822415902,300.698,30.473,5.048,0.894,0.163,0.851,0.054,0.436,0.981,0.008,0.004,0.017,0.041,0.015,0.051,0.447,0.331,57429.427,4.0,0.3263151,5.283,3.365,1.1,0.36332,8.168305,247.069305,70.37236,44.731857
614,4.399999967876858,111.052,3.049,2.282,0.954,0.171,0.137,0.407,0.375,0.009,0.2,0.19,0.237,0.272,0.336,0.333,0.306,0.133,1488.072,0.0,0.0258442,4.354,2.859,1.007,0.293891,3.15048989,63.885601,90.190353,63.617607
615,5.59999938302362,12.657,2.807,0.823,0.777,0.156,0.56,0.414,0.273,0.607,0.436,0.037,0.381,0.099,0.527,0.117,0.416,0.36,93.803,3.0,0.1320264,5.534,1.901,1.043,0.385682,5.10914055,30.296795,90.869247,79.035492
616,5.300000202445418,162.447,14.257,1.895,0.91,0.156,0.29,0.482,0.43,0.151,0.416,0.195,0.459,0.234,0.49,0.353,0.4,0.254,7218.665,12.0,0.1450428,5.781,2.616,1.146,0.472505,7.37711219,41.019794,61.995586,74.965988
617,6.0999990348465305,127.942,8.281,2.594,0.922,0.149,0.221,0.466,0.297,0.216,0.366,0.205,0.409,0.237,0.408,0.279,0.328,0.263,4300.208,4.0,0.299464,6.824,3.665,1.083,0.40943,8.82106543,50.363159,991.936768,129.618011
618,5.700000503883016,373.039,131.778,2.783,0.735,0.156,0.812,0.22,0.433,0.882,0.249,0.184,0.218,0.221,0.29,0.235,0.489,0.438,187888.623,8.0,0.1679991,5.992,3.78,1.121,0.451358,10.4679352,69.670631,80.85656,70.200676
619,5.499999678657065,412.22,126.584,1.881,0.762,0.154,0.597,0.261,0.341,0.763,0.121,0.192,0.141,0.258,0.139,0.359,0.4,0.359,151859.689,7.0,0.2235859,5.975,3.757,1.047,0.448003,3.63722996,50.960514,106.054405,67.721008
620,7.599980364934842,9.584,4.039,0.905,0.66,0.163,0.556,0.517,0.306,0.4,0.661,0.308,0.427,0.246,0.792,0.499,0.46,0.456,100.599,4.0,0.2564994,5.376,3.921,1.164,0.363191,8.83437342,25.180832,162.060379,118.057098
621,5.899998417198648,104.849,5.546,1.291,0.939,0.159,0.191,0.427,0.404,0.096,0.351,0.195,0.328,0.24,0.369,0.28,0.34,0.214,1586.474,9.0,0.1755985,6.384,2.791,1.078,0.442295,8.01392351,63.121555,70.823532,55.611454
622,4.399999967876858,276.845,6.737,0.992,0.973,0.177,0.98,0.504,0.254,1.015,0.315,0.043,0.341,0.1,0.345,0.101,0.579,0.458,4282.164,2.0,0.0276272,4.328,4.27,1.029,0.307447,3.40947572,52.459301,117.081131,110.656059
623,4.399999967876858,5.507,2.804,0.024,0.661,0.188,0.536,0.536,0.445,0.896,0.189,0.065,0.335,0.18,0.407,0.195,0.506,0.383,24.354,3.0,0.01449,3.875,3.419,1.041,0.29067,4.67819065,52.64283,89.123909,22.296814
625,6.399996913372259,11.712,3.081,0.569,0.762,0.168,0.517,0.395,0.351,1.229,0.26,0.108,0.259,0.201,0.515,0.29,0.421,0.532,80.374,5.0,0.0543697,5.385,2.347,1.124,0.419002,9.12641051,18.354885,38.734997,22.515802
626,7.50003813440381,8.214,3.34,0.037,0.709,0.177,0.575,0.551,0.38,0.772,0.185,0.084,0.251,0.151,0.306,0.185,0.502,0.347,40.469,7.0,0.1689515,4.798,2.871,1.048,0.335186,3.22903994,53.036484,40.622311,42.466038
627,6.199998172182031,16.853,3.513,0.718,0.799,0.157,0.57,0.509,0.321,0.451,0.285,0.143,0.325,0.171,0.351,0.206,0.467,0.293,137.403,5.0,0.2422557,5.757,3.11,1.077,0.42498,6.53265907,69.942329,102.673927,26.494886
628,5.300000202445418,229.052,10.923,1.181,0.95,0.154,0.847,0.457,0.251,0.843,0.371,0.104,0.385,0.131,0.44,0.156,0.519,0.439,5982.41,3.0,0.350399,5.61,4.279,1.026,0.375833,3.65248386,69.932907,71.72422,50.072922
629,5.499999678657065,177.669,4.594,0.582,0.972,0.172,0.527,0.375,0.323,0.283,0.433,0.339,0.306,0.322,0.332,0.318,0.408,0.352,1580.401,2.0,0.064604,4.684,3.743,1.015,0.417,3.5055867,53.454597,96.032379,85.963783
630,5.499999678657065,214.535,93.368,9.266,0.676,0.161,0.232,0.148,0.364,0.151,0.112,0.215,0.103,0.29,0.127,0.323,0.248,0.159,208795.551,7.0,0.1644828,5.813,2.849,1.057,0.45106,4.77986879,80.269562,84.247368,32.575741
631,6.799998134593398,361.815,7.423,1.442,0.976,0.165,0.987,0.457,0.4,0.992,0.284,0.141,0.342,0.185,0.354,0.264,0.615,0.473,7460.872,7.0,0.0686711,4.607,3.689,1.014,0.335361,3.72318947,57.470322,97.393211,144.736038
632,5.499999678657065,12.859,5.178,2.412,0.629,0.148,0.51,0.501,0.375,0.281,0.492,0.22,0.446,0.256,0.592,0.357,0.462,0.331,291.156,8.0,0.2855783,6.833,2.581,1.087,0.401582,7.46008443,30.647997,77.501549,46.043953
633,7.50003813440381,30.664,2.953,1.69,0.868,0.147,0.613,0.344,0.437,0.439,0.198,0.205,0.22,0.275,0.353,0.371,0.465,0.281,335.753,10.0,0.1847377,7.128,3.709,1.046,0.53762,5.14784624,74.893494,243.798981,144.378128
634,8.599980364934842,17.388,4.07,1.177,0.768,0.159,0.565,0.433,0.372,0.412,0.357,0.198,0.334,0.222,0.382,0.175,0.457,0.323,201.927,7.0,0.0898426,6.544,4.499,1.087,0.438257,7.05081393,55.20433,171.162064,148.76619
635,7.79997073344623,397.861,197.01,26.345,0.64,0.164,0.683,0.379,0.043,0.935,0.188,0.166,0.332,0.035,0.197,0.427,0.368,0.43,2159700.994,4.0,0.186637,5.188,3.699,1.176,0.415759,9.27359474,50.586266,71.509941,91.314919
636,5.899998417198648,321.433,79.286,2.886,0.796,0.164,0.876,0.13,0.492,0.876,0.075,0.277,0.065,0.377,0.189,0.323,0.499,0.41,100595.366,5.0,0.0907604,4.736,3.27,1.023,0.34345,3.45120565,65.240463,68.288536,73.795074
638,7.599980364934842,92.724,3.265,1.28,0.953,0.155,0.191,0.391,0.41,0.217,0.576,0.132,0.35,0.223,0.442,0.251,0.331,0.309,910.201,5.0,0.1643783,6.528,3.417,1.01,0.455669,1.54348343,44.329353,60.084484,95.254074
639,5.700000503883016,14.383,3.219,1.079,0.77,0.164,0.591,0.368,0.373,0.376,0.356,0.075,0.28,0.159,0.537,0.153,0.444,0.269,133.941,1.0,0.1013085,5.366,3.007,1.018,0.387519,3.24333434,99.750656,143.654755,70.680183
640,6.399996913372259,92.072,12.455,1.159,0.871,0.154,0.167,0.497,0.35,0.117,0.42,0.105,0.435,0.178,0.474,0.253,0.338,0.214,2702.274,5.0,0.2370817,6.308,2.187,1.149,0.510432,8.21844437,39.557289,58.073906,26.924988
642,5.200000237109354,5.442,4.153,1.431,0.494,0.168,0.465,0.4,0.353,0.414,0.205,0.216,0.237,0.246,0.272,0.282,0.406,0.278,79.716,5.0,0.0355484,4.69,4.602,1.09,0.303593,6.87548007,59.618481,96.819412,71.893173
643,6.799998134593398,183.198,39.261,2.786,0.813,0.156,0.655,0.028,0.4,0.65,0.001,0.041,0.005,0.344,0.008,0.457,0.361,0.231,28077.329,5.0,0.176623,5.72,2.828,1.059,0.450472,6.28976944,65.792007,94.848251,131.205933
644,6.900008766455316,28.858,4.664,2.015,0.812,0.155,0.066,0.301,0.496,0.032,0.009,0.211,0.041,0.284,0.081,0.321,0.288,0.084,508.926,5.0,0.1891583,5.736,3.011,1.052,0.400971,6.84283093,81.382912,53.084335,59.324814
645,4.200000030616179,10.683,2.21,0.235,0.814,0.174,0.553,0.508,0.473,0.822,0.227,0.054,0.267,0.151,0.289,0.237,0.511,0.368,45.302,3.0,0.0710945,4.222,3.007,1.227,0.375028,10.7690266,32.503025,135.424377,111.726639
646,5.59999938302362,13.392,3.915,0.707,0.743,0.167,0.605,0.401,0.344,0.368,0.456,0.06,0.414,0.149,0.348,0.155,0.45,0.295,119.757,5.0,0.0522364,5.493,1.421,1.014,0.362257,1.74953488,34.661472,42.279785,72.890465
647,5.700000503883016,280.535,65.849,15.475,0.775,0.151,0.312,0.104,0.502,0.349,0.037,0.442,0.056,0.472,0.065,0.568,0.306,0.276,310069.495,10.0,0.2724257,6.759,2.979,1.069,0.494619,1.51246028,47.917809,101.940376,69.373871
648,6.699991797446187,186.412,3.569,0.911,0.977,0.16,0.745,0.365,0.293,0.785,0.167,0.104,0.23,0.141,0.278,0.156,0.468,0.352,1635.473,3.0,0.1801305,5.334,4.435,1.037,0.463582,4.49660128,66.454483,110.478928,81.243439
649,8.0,276.451,12.09,2.038,0.951,0.155,0.955,0.496,0.367,1.015,0.427,0.143,0.44,0.214,0.479,0.229,0.606,0.528,11033.371,3.0,0.1260237,5.852,2.514,1.045,0.39702,4.42711166,49.077499,40.202267,68.371605
650,7.899974269892137,21.091,2.051,1.381,0.86,0.157,0.582,0.472,0.399,0.582,0.215,0.162,0.28,0.243,0.32,0.235,0.485,0.32,159.48,5.0,0.2048837,6.132,2.802,1.039,0.482343,5.49542725,51.03471,130.506134,105.168434
651,6.299997602857746,8.406,3.146,0.005,0.727,0.181,0.542,0.451,0.385,0.763,0.683,0.105,0.462,0.18,0.367,0.223,0.459,0.517,38.174,4.0,0.0172391,4.475,2.871,1.005,0.358427,1.38634346,61.182304,122.874924,59.801376
652,6.199998172182031,41.833,5.359,1.401,0.861,0.156,0.049,0.405,0.346,0.011,0.015,0.092,0.108,0.171,0.111,0.223,0.266,0.039,652.985,5.0,0.2829013,6.113,3.207,1.148,0.425016,9.68294797,25.402145,67.088509,40.305855
653,8.199970640755867,324.834,81.09,3.809,0.793,0.149,0.642,0.112,0.323,0.777,0.088,0.265,0.083,0.271,0.103,0.218,0.359,0.377,128633.956,10.0,0.1732805,7.155,3.862,1.106,0.472049,5.01084104,68.92588,94.338776,125.141304
654,5.499999678657065,72.372,4.656,2.505,0.91,0.156,0.071,0.433,0.278,0.075,0.333,0.101,0.308,0.145,0.313,0.177,0.26,0.17,1453.454,4.0,0.0340452,5.848,5.192,1.057,0.3982,7.22987586,71.233551,131.828445,130.842606
655,4.600000074606178,202.814,2.616,1.527,0.98,0.174,0.665,0.393,0.371,0.684,0.211,0.141,0.265,0.213,0.289,0.232,0.476,0.345,1861.327,7.0,0.100455,4.073,3.238,1.162,0.326643,8.03614658,103.152222,68.307419,120.337402
656,6.299997602857746,49.658,18.481,1.762,0.71,0.161,0.062,0.509,0.488,0.457,0.002,0.201,0.099,0.244,0.455,0.262,0.353,0.22,2724.929,7.0,0.0499631,5.398,3.386,1.015,0.456646,3.26894895,27.715645,97.83857,75.265549
657,6.399996913372259,22.783,3.505,2.192,0.8,0.148,0.514,0.418,0.427,0.571,0.267,0.166,0.286,0.239,0.397,0.248,0.453,0.335,341.002,4.0,0.1140328,7.009,3.011,1.035,0.531367,4.94288115,44.684059,123.086792,96.498207
659,5.899998417198648,18.636,2.486,2.245,0.798,0.156,0.557,0.417,0.373,0.488,0.169,0.13,0.204,0.199,0.291,0.242,0.449,0.262,221.18,7.0,0.1663553,6.169,2.65,1.189,0.447828,9.81560127,69.452217,108.95546,127.386131
660,5.899998417198648,25.134,11.962,2.25,0.639,0.138,0.508,0.408,0.399,0.383,0.228,0.209,0.309,0.28,0.318,0.333,0.438,0.273,1100.041,7.0,0.1781093,9.076,4.126,1.041,0.564718,7.24755293,58.394321,89.335449,71.783676
661,5.200000237109354,190.601,19.79,1.014,0.902,0.157,0.414,0.484,0.442,0.584,0.364,0.245,0.434,0.279,0.533,0.356,0.447,0.397,8019.483,6.0,0.1122746,5.983,4.248,1.081,0.507741,6.30106206,77.673828,167.295517,197.949097
662,6.900008766455316,12.287,7.634,0.596,0.599,0.157,0.487,0.413,0.37,0.266,0.212,0.09,0.283,0.166,0.273,0.161,0.424,0.19,182.041,4.0,0.1143793,6.115,4.438,1.047,0.381179,5.32840889,76.961472,172.911942,69.791801
663,7.299988937677887,197.215,136.597,3.582,0.585,0.149,0.492,0.27,0.308,0.445,0.155,0.117,0.209,0.176,0.236,0.216,0.357,0.239,124970.77,5.0,0.1429428,7.061,2.774,1.108,0.491165,7.92418303,49.99773,90.440742,66.495712
