mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,107,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
215,6.0999990348465305,216.147,119.549,2.407,0.639,0.151,0.614,0.704,0.358,0.679,0.668,0.142,0.704,0.186,0.749,0.216,0.559,0.496,89179.208,6.0,0.1834474,6.331,4.457,1.025,0.57774,3.02619601,49.03233,52.553917,34.904629
216,5.59999938302362,223.655,7.547,0.639,0.965,0.169,0.664,0.495,0.363,0.81,0.4,0.26,0.405,0.265,0.455,0.228,0.507,0.49,3146.94,6.0,0.1121077,4.429,4.211,1.075,0.330481,4.84168548,68.146027,81.984947,119.382408
217,5.800000874803203,34.506,12.233,2.92,0.695,0.151,0.025,0.514,0.435,0.387,0.001,0.48,0.458,0.453,0.551,0.347,0.325,0.289,1841.048,8.0,0.2115363,6.49,3.621,1.061,0.404791,8.19875977,21.802055,50.096779,39.394154
218,8.299988937677888,147.787,5.601,1.777,0.952,0.168,0.46,0.462,0.427,0.539,0.308,0.177,0.387,0.272,0.397,0.249,0.45,0.341,2726.709,7.0,0.0657168,5.188,4.528,1.061,0.40206,5.67216987,66.92662,183.608551,106.379616
219,8.299988937677888,21.898,5.646,1.127,0.764,0.149,0.556,0.416,0.301,0.458,0.268,0.136,0.312,0.191,0.351,0.216,0.424,0.287,322.627,9.0,0.2330418,7.137,3.169,1.13,0.498749,9.7256177,85.245064,91.144447,77.365082
220,5.899998417198648,179.838,5.32,3.273,0.954,0.156,0.401,0.469,0.336,0.375,0.309,0.161,0.355,0.192,0.436,0.239,0.402,0.282,4881.886,4.0,0.1235484,5.738,3.97,1.01,0.337417,1.17313448,55.228577,151.451523,83.680229
221,6.0,169.665,2.258,0.31,0.985,0.163,0.849,0.427,0.266,0.889,0.128,0.037,0.209,0.087,0.242,0.099,0.514,0.351,727.337,7.0,0.055713,5.108,3.144,1.028,0.421652,2.57136673,37.5144,62.0825,86.510231
222,7.0,147.287,17.817,1.057,0.886,0.157,0.302,0.532,0.318,0.196,0.454,0.136,0.468,0.167,0.449,0.221,0.384,0.262,5737.856,7.0,0.0749439,6.063,3.332,1.223,0.471315,7.94643239,58.714672,63.372478,42.52219
223,6.0,15.631,2.321,0.88,0.83,0.167,0.575,0.319,0.321,0.626,0.372,0.061,0.344,0.152,0.268,0.193,0.405,0.353,102.829,6.0,0.0362437,5.513,4.029,1.032,0.408068,3.08507272,60.593803,81.060135,72.033455
224,5.300000202445418,6.469,2.764,0.58,0.659,0.175,0.576,0.584,0.494,0.366,0.293,0.33,0.321,0.322,0.389,0.327,0.551,0.33,43.436,6.0,0.0158547,4.121,3.213,1.174,0.274283,7.96793016,47.538509,84.572617,64.667473
225,5.499999678657065,12.488,5.786,1.417,0.634,0.151,0.522,0.356,0.419,0.654,0.331,0.111,0.318,0.201,0.52,0.2,0.432,0.365,220.265,4.0,0.1962966,6.935,2.86,1.105,0.436639,6.91553198,54.534012,112.844345,98.908806
226,7.100015437450609,172.345,103.61,1.226,0.622,0.163,0.314,0.498,0.294,0.48,0.169,0.15,0.196,0.184,0.42,0.226,0.369,0.266,40363.631,6.0,0.0428176,5.05,3.776,1.019,0.335208,2.9434111,62.871277,189.85199,94.818298
227,6.799998134593398,10.725,3.373,0.44,0.738,0.171,0.563,0.466,0.224,0.413,0.246,0.059,0.266,0.102,0.249,0.157,0.418,0.239,72.853,7.0,0.0753836,4.411,3.706,1.041,0.341461,5.45320437,35.289711,60.57597,58.115913
228,6.499996931948306,11.471,6.375,0.392,0.629,0.161,0.588,0.516,0.311,0.421,0.201,0.062,0.298,0.124,0.264,0.146,0.472,0.228,126.993,5.0,0.0355331,5.269,3.319,1.026,0.376415,3.67988654,37.989174,152.964554,30.005554
229,5.800000874803203,287.383,199.588,72.141,0.514,0.151,0.274,0.378,0.216,0.228,0.284,0.13,0.332,0.192,0.281,0.17,0.289,0.214,4230948.169,6.0,0.1766848,6.909,2.392,1.09,0.573895,9.38531604,41.113617,84.279976,38.210609
231,6.199998172182031,218.803,3.838,1.505,0.976,0.167,0.845,0.325,0.343,0.947,0.25,0.414,0.235,0.328,0.161,0.333,0.504,0.537,2662.207,5.0,0.0822138,5.315,3.746,1.185,0.441999,7.54340178,56.344696,90.779449,111.414169
232,6.599997654072044,221.049,4.357,0.522,0.978,0.163,0.967,0.468,0.311,1.025,0.214,0.066,0.296,0.118,0.34,0.17,0.582,0.435,1809.411,5.0,0.1013576,4.788,4.033,1.012,0.335305,2.19732321,44.182156,37.608669,41.350803
233,5.800000874803203,160.588,36.368,2.443,0.805,0.168,0.454,0.041,0.346,0.382,0.002,0.032,0.007,0.308,0.009,0.364,0.28,0.138,20790.466,4.0,0.0747537,4.926,2.203,1.085,0.351976,6.64156941,63.770248,54.795326,31.294491
234,7.0,9.302,3.642,0.528,0.69,0.172,0.505,0.473,0.337,1.354,0.202,0.049,0.319,0.133,0.489,0.161,0.438,0.535,72.081,7.0,0.0254114,4.989,2.929,1.072,0.403299,5.93851825,50.05106,263.540955,42.741364
235,5.700000503883016,46.327,33.307,3.519,0.557,0.145,0.512,0.04,0.427,0.437,0.001,0.037,0.007,0.275,0.011,0.413,0.326,0.158,7337.012,9.0,0.1837213,7.541,2.762,1.056,0.667036,5.12562623,46.535229,102.074326,76.385002
236,5.800000874803203,215.351,36.078,2.579,0.848,0.139,0.415,0.431,0.307,0.455,0.296,0.147,0.378,0.202,0.363,0.25,0.384,0.299,28707.161,6.0,0.2868953,9.331,6.746,1.091,0.639275,10.3774957,68.85215,232.978073,118.019997
237,6.299997602857746,11.065,4.526,0.736,0.678,0.163,0.587,0.473,0.384,0.573,0.64,0.067,0.432,0.151,0.627,0.156,0.481,0.427,114.747,3.0,0.1106315,5.525,5.964,1.054,0.406103,6.00361468,108.043175,282.339844,186.833954
238,5.40000018605658,11.069,2.764,0.168,0.791,0.175,0.556,0.538,0.321,0.59,0.294,0.09,0.317,0.159,0.372,0.134,0.471,0.325,52.08,7.0,0.0410832,4.708,2.309,1.036,0.357326,4.48690033,25.502678,96.500114,74.938171
239,5.499999678657065,203.737,30.058,5.329,0.852,0.168,0.285,0.066,0.436,0.1,0.064,0.133,0.086,0.294,0.019,0.453,0.262,0.099,40245.595,9.0,0.0301775,5.164,3.63,1.049,0.279932,4.77829519,26.764242,41.957306,39.176651
240,5.59999938302362,58.546,10.883,2.489,0.814,0.146,0.069,0.389,0.499,0.149,0.57,0.208,0.427,0.272,0.637,0.26,0.319,0.309,2467.552,6.0,0.1026298,7.525,2.965,1.077,0.48172,7.13159999,45.153625,84.640457,145.84964
241,5.300000202445418,68.485,5.622,4.195,0.875,0.147,0.129,0.383,0.38,0.195,0.314,0.177,0.348,0.26,0.41,0.237,0.297,0.229,2389.488,7.0,0.1505635,7.088,5.459,1.091,0.528272,8.93723863,60.603703,113.290253,133.305771
242,7.299988937677887,366.98,92.195,2.737,0.794,0.161,0.73,0.175,0.46,0.958,0.15,0.181,0.15,0.281,0.211,0.295,0.455,0.429,128147.2,6.0,0.2016193,5.115,4.448,1.07,0.399297,4.84274989,46.23399,105.091866,187.567169
243,5.800000874803203,43.665,19.331,1.807,0.674,0.146,0.333,0.047,0.413,0.27,0.023,0.147,0.029,0.226,0.019,0.261,0.264,0.147,2547.774,6.0,0.1114248,7.881,3.315,1.049,0.584495,5.19759517,50.27597,107.86174,62.869564
244,7.700057099977233,33.384,7.653,0.875,0.797,0.162,0.079,0.318,0.318,0.021,0.009,0.064,0.032,0.142,0.065,0.148,0.239,0.031,556.943,10.0,0.1847661,5.81,5.912,1.104,0.374447,5.51087854,97.637833,111.334557,135.411591
245,5.200000237109354,259.144,134.996,18.677,0.628,0.141,0.755,0.572,0.338,0.731,0.568,0.275,0.583,0.293,0.476,0.265,0.555,0.525,696133.888,7.0,0.1839889,8.912,3.417,1.053,0.686743,5.44095007,35.248962,126.956528,85.682617
247,5.200000237109354,458.055,175.285,42.844,0.677,0.151,0.856,0.417,0.066,0.943,0.272,0.004,0.307,0.016,0.341,0.027,0.446,0.406,3548065.044,6.0,0.1606325,6.732,6.019,1.168,0.540863,10.3398632,56.900738,283.285522,142.49469
248,6.0,195.022,13.916,5.847,0.908,0.147,0.431,0.547,0.357,0.327,0.382,0.41,0.436,0.336,0.378,0.595,0.445,0.373,20017.806,7.0,0.1358303,7.084,3.219,1.065,0.457089,5.55550538,65.355186,148.299683,141.342239
249,7.299988937677887,216.254,3.228,1.161,0.98,0.162,0.37,0.413,0.32,0.544,0.196,0.173,0.248,0.203,0.286,0.192,0.368,0.304,1983.534,6.0,0.1017962,4.805,3.778,1.405,0.378762,13.9177467,64.510918,202.780334,108.357147
250,6.199998172182031,290.663,9.076,2.22,0.963,0.151,0.96,0.438,0.449,0.941,0.399,0.167,0.353,0.234,0.353,0.346,0.616,0.502,9461.092,7.0,0.2528407,6.062,3.151,1.028,0.433155,7.35916821,49.724838,49.089043,60.05341
251,6.699991797446187,46.185,1.718,1.502,0.935,0.147,0.537,0.369,0.305,0.549,0.219,0.156,0.233,0.185,0.471,0.275,0.404,0.308,319.82,7.0,0.1008546,8.098,5.056,1.064,0.698898,4.55688946,47.199841,69.469475,75.944069
252,7.0,11.727,2.754,2.47,0.692,0.15,0.44,0.434,0.417,0.426,0.326,0.183,0.295,0.241,0.431,0.227,0.43,0.311,164.785,10.0,0.1887791,6.135,6.222,1.156,0.389905,9.74722139,65.639923,257.705872,130.560944
253,6.199998172182031,225.528,77.25,2.889,0.738,0.159,0.452,0.13,0.42,0.566,0.21,0.337,0.155,0.342,0.358,0.436,0.334,0.371,68939.114,7.0,0.0919809,4.829,4.415,1.03,0.346001,5.30575156,59.533024,173.41629,107.820129
254,6.699991797446187,13.951,2.527,0.816,0.807,0.16,0.562,0.367,0.337,0.435,0.371,0.087,0.297,0.157,0.277,0.159,0.422,0.298,94.751,7.0,0.1100108,5.004,3.402,1.101,0.38231,7.27679625,47.145889,70.33033,86.778381
255,7.400007822415902,16.836,3.406,1.938,0.759,0.15,0.645,0.558,0.427,0.507,0.382,0.163,0.44,0.29,0.439,0.259,0.543,0.35,229.886,9.0,0.2866274,6.337,3.197,1.038,0.430901,3.58732394,35.976974,79.22065,83.806595
256,6.699991797446187,17.066,3.776,1.137,0.776,0.153,0.554,0.314,0.384,0.472,0.34,0.097,0.284,0.182,0.389,0.175,0.417,0.303,183.403,9.0,0.1207713,5.766,4.511,1.176,0.441485,9.79941895,54.179993,209.878342,189.804306
257,6.699991797446187,173.637,7.277,1.405,0.952,0.165,0.408,0.442,0.447,0.573,0.295,0.206,0.387,0.245,0.358,0.387,0.432,0.358,3475.204,2.0,0.1999103,5.558,3.883,1.056,0.426789,5.49945132,99.275322,344.335052,103.341965
258,6.199998172182031,231.969,20.149,1.691,0.914,0.147,0.441,0.406,0.356,0.363,0.178,0.574,0.266,0.326,0.301,0.457,0.401,0.372,13257.843,8.0,0.1981561,7.285,2.208,1.04,0.543297,7.08270455,34.125187,125.265312,181.905594
260,6.900008766455316,371.733,71.837,0.641,0.837,0.162,0.864,0.244,0.349,0.875,0.171,0.088,0.234,0.158,0.264,0.164,0.486,0.378,44556.918,4.0,0.1121991,5.53,4.306,1.057,0.40036,4.64675945,61.064972,185.091248,149.494095
261,5.300000202445418,157.514,6.254,0.714,0.958,0.172,0.432,0.393,0.294,0.52,0.208,0.105,0.272,0.147,0.247,0.196,0.373,0.278,1969.498,5.0,0.1540107,4.465,3.708,1.068,0.360584,3.01255693,35.849747,124.218376,61.500015
262,5.40000018605658,14.389,3.994,0.511,0.762,0.162,0.514,0.342,0.479,0.369,0.368,0.173,0.274,0.224,0.384,0.244,0.445,0.303,115.16,5.0,0.0998339,5.833,2.871,1.111,0.389658,9.11029676,44.939034,20.152386,35.471306
263,7.899974269892137,114.742,65.749,12.404,0.595,0.159,0.184,0.115,0.473,0.291,0.027,0.456,0.061,0.449,0.039,0.523,0.257,0.258,103553.197,6.0,0.2306192,5.864,2.906,1.208,0.45058,10.6998897,67.237846,137.207672,53.636364
264,6.599997654072044,7.257,4.023,0.767,0.602,0.174,0.579,0.434,0.254,0.752,0.255,0.116,0.27,0.122,0.438,0.235,0.423,0.375,72.283,5.0,0.0860495,4.55,3.727,1.177,0.341244,10.7124193,93.237,83.793503,92.046288
265,7.50003813440381,10.052,5.215,0.962,0.619,0.152,0.528,0.426,0.328,0.654,0.524,0.086,0.46,0.155,0.614,0.149,0.427,0.421,133.785,5.0,0.2331288,5.49,2.743,1.017,0.407988,3.19528774,35.509418,112.477539,84.357925
266,5.899998417198648,9.966,1.934,0.939,0.776,0.175,0.53,0.28,0.277,0.576,0.339,0.032,0.222,0.094,0.326,0.103,0.362,0.316,61.4,4.0,0.089041,4.723,4.147,1.04,0.34832,4.89347763,39.574677,158.73349,102.772202
267,5.899998417198648,257.812,139.281,2.598,0.645,0.144,0.388,0.727,0.411,0.463,0.965,0.172,0.724,0.253,0.299,0.317,0.509,0.533,130636.704,7.0,0.2885486,8.001,3.461,1.112,0.48977,12.9641116,27.93899,54.39193,15.172103
268,6.299997602857746,11.056,5.921,0.26,0.641,0.162,0.491,0.462,0.185,0.626,0.2,0.006,0.351,0.039,0.34,0.059,0.38,0.277,104.121,6.0,0.0607307,5.837,4.181,1.029,0.367803,3.85193536,40.056778,137.819138,119.332176
269,8.100015437450608,202.598,8.531,1.341,0.954,0.163,0.527,0.507,0.324,0.397,0.473,0.167,0.417,0.215,0.617,0.241,0.453,0.346,4542.219,4.0,0.227185,5.129,2.919,1.12,0.368672,8.07147702,50.441799,71.578369,45.154579
270,8.500038134403809,21.91,2.47,0.851,0.868,0.158,0.581,0.34,0.395,0.445,0.226,0.139,0.214,0.185,0.326,0.237,0.439,0.27,146.122,5.0,0.1482742,6.002,2.859,1.038,0.462682,6.77352796,59.864765,93.42775,66.402046
271,6.0999990348465305,343.4,6.433,0.684,0.98,0.163,0.975,0.424,0.37,0.953,0.159,0.122,0.237,0.177,0.243,0.254,0.589,0.411,4309.087,7.0,0.135893,4.914,2.985,1.054,0.373333,6.67178069,33.366859,70.607498,92.312805
272,6.199998172182031,108.661,31.468,12.125,0.714,0.154,0.12,0.127,0.511,0.127,0.034,0.004,0.025,0.332,0.038,0.571,0.253,0.055,46731.199,5.0,0.1815896,5.737,3.054,1.029,0.491261,2.92488582,58.288483,99.762711,71.720978
273,6.399996913372259,6.421,4.409,0.692,0.557,0.171,0.409,0.614,0.258,0.715,0.266,0.051,0.377,0.098,0.372,0.108,0.427,0.344,66.918,5.0,0.0652572,4.678,3.552,1.034,0.337872,5.00394531,46.195274,92.036667,60.055397
274,8.100015437450608,360.674,2.76,1.428,0.989,0.155,0.794,0.304,0.443,0.906,0.195,0.2,0.187,0.267,0.21,0.248,0.514,0.434,3300.682,7.0,0.1733234,6.79,3.88,1.039,0.442396,6.08340505,31.290707,94.286583,61.696175
275,7.0,448.139,85.095,5.214,0.832,0.152,0.981,0.188,0.448,1.002,0.224,0.251,0.194,0.285,0.388,0.321,0.539,0.492,240289.183,6.0,0.1915481,6.42,3.361,1.054,0.470272,4.92744792,66.869064,1019.092041,79.243057
276,5.300000202445418,27.202,1.872,1.383,0.893,0.156,0.586,0.382,0.463,0.527,0.177,0.146,0.221,0.217,0.31,0.258,0.477,0.283,192.007,5.0,0.1345326,6.207,3.654,1.065,0.520914,6.02567363,39.798325,58.207455,83.624611
277,5.499999678657065,109.257,4.754,0.738,0.952,0.16,0.11,0.395,0.319,0.007,0.24,0.052,0.279,0.131,0.345,0.173,0.275,0.1,1101.687,4.0,0.0416407,5.692,4.211,1.203,0.400155,10.8173135,67.968254,136.784088,84.029129
278,5.59999938302362,199.166,7.187,0.34,0.964,0.185,0.4,0.584,0.302,0.221,0.322,0.446,0.365,0.266,0.46,0.22,0.429,0.33,2194.568,3.0,0.0786779,4.403,2.739,1.064,0.309561,7.54237948,66.083389,66.082199,99.064323
280,6.0999990348465305,99.739,5.135,0.348,0.948,0.175,0.159,0.406,0.218,0.288,0.49,0.148,0.391,0.134,0.508,0.112,0.261,0.309,832.008,5.0,0.0687648,4.847,2.436,1.021,0.36802,2.70173396,33.603138,82.930092,30.401707
281,6.299997602857746,16.563,4.658,0.42,0.765,0.159,0.578,0.477,0.232,0.451,0.326,0.072,0.339,0.103,0.437,0.106,0.429,0.283,140.069,5.0,0.1902837,5.762,4.152,1.105,0.429253,7.77319702,28.240938,51.244534,14.174301
282,6.0,495.35,23.437,4.425,0.947,0.15,0.975,0.052,0.331,1.051,0.007,0.053,0.016,0.125,0.025,0.183,0.453,0.37,65800.745,8.0,0.1499264,6.761,2.617,1.061,0.534234,4.80590779,45.148033,123.567764,41.801048
283,4.200000030616179,4.296,1.718,0.016,0.712,0.204,0.497,0.546,0.42,1.81,0.089,0.095,0.229,0.35,0.438,0.286,0.488,0.665,13.622,6.0,0.022729,3.232,4.296,1.069,0.274432,5.34200986,53.579144,228.631393,94.187714
284,7.299988937677887,491.234,146.707,1.861,0.768,0.161,0.748,0.253,0.45,0.758,0.47,0.209,0.306,0.293,0.285,0.388,0.484,0.479,208036.635,9.0,0.1614742,5.919,2.039,1.024,0.426641,3.01102397,15.73967,18.641638,7.347355
285,6.599997654072044,200.115,6.045,1.783,0.962,0.159,0.447,0.339,0.328,0.488,0.206,0.275,0.24,0.237,0.249,0.242,0.372,0.323,3941.817,9.0,0.1691398,6.002,2.939,1.047,0.405594,6.64257781,60.695126,94.056343,59.803913
286,6.0,114.726,6.324,1.323,0.938,0.156,0.188,0.426,0.294,0.126,0.468,0.649,0.44,0.287,0.503,0.329,0.303,0.414,1968.149,7.0,0.2673733,6.814,3.641,1.056,0.477815,6.32655127,46.115051,139.500229,57.541298
287,6.599997654072044,257.536,6.521,0.507,0.973,0.172,0.83,0.508,0.363,0.874,0.282,0.146,0.353,0.209,0.37,0.199,0.567,0.434,2928.829,8.0,0.0389331,3.829,3.146,1.035,0.30115,4.31373871,55.908386,48.200779,62.626541
288,5.700000503883016,53.192,10.331,2.901,0.801,0.155,0.062,0.45,0.378,0.013,0.013,0.138,0.344,0.216,0.462,0.24,0.296,0.054,2394.265,6.0,0.1891719,6.222,2.461,1.032,0.40765,4.13929599,37.351299,109.280159,49.396973
289,7.0,18.3,3.976,1.182,0.78,0.156,0.439,0.357,0.371,0.322,0.244,0.099,0.284,0.175,0.329,0.184,0.389,0.222,208.548,3.0,0.123265,6.046,4.125,1.023,0.440132,3.91546451,41.008606,88.961723,71.554359
290,7.599980364934842,11.047,4.732,0.481,0.679,0.164,0.549,0.452,0.278,0.684,0.217,0.218,0.236,0.183,0.308,0.365,0.427,0.373,101.231,8.0,0.1159422,5.661,3.435,1.079,0.39955,5.7269117,43.926056,171.061035,134.207626
293,6.599997654072044,39.333,3.801,0.783,0.896,0.146,0.563,0.391,0.309,0.501,0.354,0.111,0.287,0.151,0.426,0.14,0.421,0.322,344.207,11.0,0.1581755,8.285,3.473,1.058,0.642034,6.99513361,47.935947,78.825043,51.173225
294,5.499999678657065,165.824,13.013,1.085,0.922,0.161,0.413,0.455,0.446,0.354,0.311,0.207,0.375,0.272,0.436,0.257,0.438,0.291,4873.065,7.0,0.1032548,5.357,5.164,1.025,0.424477,5.34167479,88.341537,103.601501,143.551605
295,5.499999678657065,243.16,5.831,0.328,0.975,0.177,0.974,0.368,0.341,1.075,0.204,0.063,0.206,0.137,0.261,0.122,0.561,0.447,2214.671,8.0,0.0264061,4.393,3.927,1.047,0.346283,3.9768326,26.935209,95.643883,49.872795
296,8.199970640755867,11.787,3.248,1.48,0.714,0.164,0.543,0.42,0.385,0.601,0.268,0.275,0.273,0.24,0.289,0.298,0.449,0.381,133.711,6.0,0.1012192,5.852,3.386,1.067,0.40188,5.03731897,27.885242,94.770309,32.727528
297,5.899998417198648,8.838,5.886,1.538,0.543,0.156,0.5,0.411,0.42,0.617,0.42,0.102,0.389,0.205,0.465,0.159,0.444,0.38,170.931,7.0,0.1865558,5.646,3.54,1.068,0.387356,4.4669623,53.872963,83.020424,78.905693
298,7.299988937677887,179.428,61.113,4.771,0.731,0.14,0.397,0.151,0.311,0.411,0.069,0.358,0.097,0.29,0.068,0.267,0.286,0.279,64675.934,11.0,0.1689073,9.412,3.337,1.099,0.63971,4.05655865,72.62883,300.735046,72.410706
299,5.700000503883016,249.085,5.109,1.598,0.974,0.149,0.87,0.467,0.314,0.855,0.507,0.124,0.433,0.19,0.634,0.203,0.551,0.495,3968.473,8.0,0.2468111,6.873,5.759,1.037,0.440556,4.54584784,116.03524,310.533844,184.277069
300,5.200000237109354,19.16,5.871,1.446,0.724,0.146,0.503,0.321,0.324,0.242,0.383,0.157,0.308,0.198,0.545,0.261,0.383,0.261,337.785,7.0,0.2080785,7.248,4.346,1.061,0.453634,8.2581861,48.002621,194.087891,125.441849
301,5.700000503883016,209.32,5.634,1.681,0.966,0.164,0.923,0.463,0.438,0.96,0.436,0.576,0.438,0.375,0.341,0.48,0.608,0.657,3739.474,7.0,0.1529475,5.664,3.744,1.05,0.437461,4.68632431,72.677719,1089.401978,156.296387
302,6.299997602857746,84.359,4.322,1.037,0.94,0.172,0.17,0.468,0.348,0.067,0.224,0.175,0.334,0.198,0.389,0.205,0.329,0.155,924.497,4.0,0.1070656,4.81,3.766,1.059,0.383259,5.36172413,39.37812,74.03347,67.959686
303,5.700000503883016,23.283,3.337,1.2,0.837,0.152,0.596,0.433,0.302,0.615,0.219,0.055,0.262,0.122,0.34,0.144,0.444,0.296,230.681,7.0,0.1129572,6.907,3.026,1.068,0.507758,7.7204343,35.254494,71.329735,40.69632
304,5.800000874803203,136.301,2.721,0.039,0.98,0.185,0.408,0.518,0.366,0.337,0.324,0.068,0.287,0.136,0.244,0.173,0.431,0.243,530.006,9.0,0.0208043,3.735,4.221,1.132,0.266298,7.28465457,80.300316,224.789124,84.94873
305,5.499999678657065,224.711,5.461,2.048,0.968,0.157,0.8,0.413,0.386,0.891,0.277,0.125,0.301,0.19,0.297,0.23,0.533,0.431,4444.214,4.0,0.0321415,5.79,3.576,1.142,0.476162,8.63372032,54.644024,69.219528,42.025692
306,5.800000874803203,8.086,4.551,0.995,0.593,0.161,0.598,0.453,0.38,0.426,0.373,0.141,0.393,0.184,0.478,0.272,0.477,0.313,99.62,5.0,0.0476945,4.873,3.389,1.064,0.340752,6.93341587,36.972263,111.033043,127.960274
307,5.200000237109354,17.354,5.606,1.54,0.708,0.146,0.581,0.369,0.316,0.493,0.402,0.086,0.34,0.161,0.598,0.147,0.422,0.327,306.979,6.0,0.2023855,7.251,3.353,1.044,0.463527,5.68818871,42.792244,130.668182,76.95256
308,5.700000503883016,21.688,3.537,1.438,0.813,0.154,0.581,0.487,0.288,0.657,0.297,0.099,0.323,0.149,0.458,0.165,0.452,0.351,249.966,4.0,0.2116344,6.589,4.203,1.036,0.514015,5.27105269,60.612541,210.8564,117.635399
309,6.799998134593398,167.443,16.796,0.442,0.907,0.162,0.147,0.469,0.248,0.084,0.457,0.167,0.468,0.154,0.5,0.149,0.288,0.236,4321.519,8.0,0.2075071,6.052,3.067,1.04,0.468301,4.84068034,45.520233,76.652481,72.104622
310,4.70000006855703,40.817,3.982,0.496,0.901,0.197,0.072,0.515,0.449,0.688,0.136,0.337,0.251,0.331,0.343,0.226,0.345,0.387,310.781,3.0,0.0119698,3.464,4.775,1.023,0.243164,3.23353849,45.509613,137.44101,103.803452
311,5.800000874803203,20.72,3.163,1.563,0.814,0.152,0.488,0.331,0.407,0.385,0.216,0.131,0.234,0.188,0.199,0.231,0.409,0.244,230.782,4.0,0.1090968,6.649,1.831,1.055,0.466919,4.00586412,28.505302,22.783758,25.036705
312,6.799998134593398,35.616,11.397,1.328,0.737,0.171,0.042,0.494,0.494,0.725,0.001,0.018,0.048,0.264,0.407,0.393,0.343,0.248,1055.922,8.0,0.1768172,5.444,4.041,1.208,0.453659,9.81861158,70.436104,130.00087,101.787102
313,6.399996913372259,19.008,4.01,1.22,0.784,0.155,0.557,0.386,0.408,0.53,0.144,0.138,0.198,0.21,0.206,0.221,0.45,0.271,221.552,5.0,0.1422071,6.068,3.351,1.052,0.464076,2.15316633,54.823936,74.590164,59.499107
314,8.100015437450608,28.793,5.498,1.532,0.804,0.157,0.08,0.386,0.422,0.034,0.067,0.023,0.114,0.151,0.182,0.172,0.296,0.041,489.169,7.0,0.190471,5.817,4.098,1.056,0.416394,6.50312619,37.574013,58.548611,86.136986
315,8.100015437450608,192.302,4.484,1.514,0.97,0.168,0.456,0.403,0.395,0.468,0.196,0.14,0.258,0.227,0.312,0.268,0.418,0.268,2664.174,8.0,0.1226284,5.317,3.144,1.099,0.358296,6.83386601,48.843063,156.617264,110.091293
316,6.0,169.453,8.192,1.666,0.945,0.156,0.521,0.457,0.341,0.585,0.341,0.089,0.386,0.165,0.516,0.177,0.44,0.338,4176.512,8.0,0.0710609,6.163,3.303,1.176,0.529114,12.4657345,59.852249,62.333103,59.524704
317,5.800000874803203,37.336,3.823,1.864,0.868,0.162,0.09,0.331,0.38,0.032,0.548,0.001,0.167,0.025,0.26,0.034,0.267,0.194,528.497,8.0,0.0865491,5.321,4.208,1.017,0.431592,1.08447102,52.884827,96.007278,86.656601
318,6.0999990348465305,259.944,9.626,0.892,0.961,0.16,0.465,0.499,0.373,0.474,0.316,0.13,0.402,0.169,0.448,0.273,0.446,0.307,5244.456,5.0,0.0778828,4.88,3.372,1.016,0.350178,3.27294375,48.918221,50.194305,58.085701
319,6.599997654072044,28.643,13.447,1.954,0.65,0.159,0.048,0.344,0.339,0.195,0.001,0.019,0.009,0.29,0.019,0.382,0.244,0.072,1264.209,8.0,0.0270873,5.89,2.397,1.035,0.414048,6.60416606,31.93956,87.370033,181.596909
320,5.499999678657065,12.089,3.456,0.11,0.772,0.168,0.511,0.49,0.191,1.339,0.14,0.018,0.264,0.058,0.324,0.097,0.397,0.499,63.714,4.0,0.1497012,4.955,3.808,1.096,0.417927,8.2584061,45.389503,132.98764,97.467148
321,7.599980364934842,11.53,7.532,1.527,0.56,0.148,0.47,0.492,0.34,0.441,0.3,0.125,0.34,0.19,0.365,0.215,0.434,0.288,269.104,10.0,0.0520455,6.803,2.768,1.05,0.421569,4.5091972,39.539341,31.064482,32.066471
322,7.400007822415902,10.131,2.102,0.243,0.812,0.174,0.598,0.547,0.284,0.471,0.25,0.031,0.297,0.087,0.289,0.116,0.476,0.25,41.906,5.0,0.0262051,4.378,4.579,1.126,0.322434,8.2807223,58.362293,143.367859,112.860504
323,5.899998417198648,216.987,157.886,2.373,0.575,0.149,0.575,0.18,0.331,0.688,0.238,0.275,0.21,0.248,0.244,0.441,0.362,0.4,116825.229,9.0,0.2457723,6.675,3.164,1.059,0.43262,7.20545716,34.147827,73.225204,83.107491
324,6.499996931948306,15.278,3.363,0.133,0.814,0.165,0.564,0.432,0.342,0.409,0.235,0.215,0.256,0.197,0.357,0.147,0.446,0.286,79.46,6.0,0.1346111,5.105,4.15,1.017,0.393811,2.9816009,55.344093,214.965256,112.940247
325,6.299997602857746,17.049,3.134,1.201,0.797,0.158,0.574,0.545,0.385,0.523,0.276,0.108,0.316,0.188,0.425,0.194,0.501,0.303,163.229,6.0,0.1554364,5.209,3.302,1.165,0.431193,10.2206464,72.467651,79.892036,54.533894
326,6.900008766455316,116.717,57.839,2.22,0.66,0.149,0.116,0.087,0.382,0.106,0.007,0.469,0.023,0.368,0.031,0.418,0.195,0.194,22303.132,11.0,0.1333075,7.19,2.871,1.051,0.531822,4.27684688,39.217644,127.122803,54.03492
