mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
13,7.552841968657781,0.83,298.806,144.746,1.733,0.671,0.153,0.662,0.317,0.448,0.22,0.204,0.288,0.147,0.365,0.476,0.447,5,0.1534458,5.584,3.505,1.209,0.410446,11.0127562,42.420017,256.474518,84.087456
14,8.017728766960431,7.54,171.289,137.919,2.164,0.55,0.153,0.344,0.161,0.364,0.266,0.155,0.236,0.075,0.341,0.29,0.245,5,0.109474,5.752,4.047,1.262,0.427423,13.3614534,38.097141,267.173309,101.583427
15,8.920818753952375,6.59,240.765,4.407,0.884,0.978,0.159,0.449,0.414,0.315,0.3,0.091,0.147,0.386,0.19,0.393,0.304,7,0.0620538,4.975,3.946,1.39,0.37407,12.9512789,38.394241,244.18251,86.883247
16,7.301029995663981,6.67,182.908,2.551,1.032,0.981,0.159,0.454,0.391,0.277,0.279,0.068,0.129,0.515,0.131,0.374,0.201,6,0.0957212,4.922,3.144,1.174,0.344447,9.68112923,30.434769,264.246063,90.917534
17,8.537602002101044,0.12,10.544,2.842,1.052,0.73,0.159,0.517,0.367,0.305,0.201,0.099,0.145,0.259,0.177,0.397,0.363,6,0.1112767,5.264,3.349,1.079,0.398294,9.71132613,39.801548,266.979462,122.401573
19,7.494850021680094,1.72,23.533,8.247,2.297,0.691,0.153,0.036,0.509,0.496,0.007,0.004,0.126,0.115,0.194,0.347,0.018,7,0.1137762,5.243,4.328,1.132,0.376014,8.99573369,27.70388,277.672546,119.351486
20,7.657577319177793,2.5,17.283,3.121,1.179,0.801,0.147,0.553,0.504,0.38,0.274,0.125,0.192,0.521,0.193,0.479,0.332,8,0.065385,6.912,4.125,1.145,0.448627,9.19706329,44.179554,272.233063,212.895966
21,7.958607314841775,9.56,17.717,2.479,1.601,0.813,0.149,0.569,0.43,0.46,0.251,0.157,0.236,0.435,0.214,0.487,0.336,9,0.1371328,6.208,4.225,1.231,0.450935,11.8132477,61.753906,270.443665,144.21196
22,7.017728766960431,3.1,223.666,3.851,1.079,0.978,0.162,0.58,0.471,0.416,0.507,0.096,0.192,0.622,0.202,0.489,0.441,8,0.0257129,4.328,3.11,1.212,0.297456,9.54309181,44.673088,261.28656,90.352249
23,8.080921907623926,5.66,385.066,167.265,5.139,0.691,0.153,0.787,0.367,0.466,0.33,0.348,0.361,0.259,0.357,0.54,0.503,6,0.1734536,5.43,3.93,1.403,0.333916,14.6065485,54.904884,295.231598,169.783203
24,8.769551078621726,5.25,215.645,3.698,1.801,0.975,0.156,0.727,0.406,0.417,0.195,0.156,0.248,0.391,0.347,0.517,0.336,7,0.1130646,5.433,4.149,1.104,0.377556,6.0139964,43.194221,266.14212,121.083427
25,7.481486060122112,8.9,302.648,5.099,1.467,0.979,0.156,0.594,0.389,0.427,0.643,0.118,0.207,0.889,0.184,0.47,0.455,6,0.1040445,5.072,3.281,1.217,0.393345,10.5906349,39.698223,297.790863,109.922523
27,7.958607314841775,4.63,14.261,3.13,1.21,0.767,0.153,0.547,0.408,0.339,0.241,0.089,0.162,0.405,0.159,0.431,0.319,7,0.1613804,6.193,3.847,1.312,0.419629,10.5424702,31.317978,262.981171,73.525208
28,8.031517051446064,8.98,239.484,4.528,1.282,0.976,0.153,0.854,0.415,0.408,0.184,0.182,0.26,0.303,0.236,0.559,0.468,7,0.0684667,5.907,3.588,1.182,0.430906,9.20569752,16.883627,1160.788818,98.208961
30,8.229147988357855,5.55,151.905,2.938,1.162,0.974,0.151,0.418,0.33,0.433,0.234,0.229,0.271,0.318,0.267,0.393,0.305,8,0.1102457,6.305,4.819,1.158,0.509467,9.91061814,46.001694,262.235352,69.84922
31,8.568636235841012,0.8,12.974,2.323,1.191,0.787,0.156,0.522,0.373,0.315,0.206,0.062,0.14,0.466,0.149,0.404,0.338,9,0.0865102,5.271,4.19,1.216,0.421169,6.46478775,44.974567,250.396255,82.763962
32,8.022276394711152,2.22,15.246,2.432,0.76,0.827,0.156,0.463,0.368,0.295,0.217,0.08,0.132,0.393,0.115,0.375,0.262,11,0.0709105,5.565,4.179,1.258,0.421385,11.7549541,56.819881,272.125641,67.850174
33,7.886056647693163,6.74,12.1,3.746,0.794,0.727,0.154,0.547,0.467,0.291,0.246,0.049,0.117,0.431,0.126,0.435,0.32,8,0.1300738,5.507,4.247,1.137,0.40166,8.75183416,40.481148,254.761322,98.003342
34,8.494850021680094,7.52,11.132,3.738,0.654,0.717,0.16,0.496,0.471,0.252,0.259,0.039,0.097,0.402,0.098,0.406,0.278,8,0.1399983,5.323,4.11,1.216,0.378515,8.84588795,58.4258,235.354507,104.818298
35,7.045757490560675,3.21,223.608,5.475,3.358,0.962,0.16,0.395,0.454,0.4,0.383,0.209,0.266,0.403,0.286,0.416,0.284,6,0.0422744,4.675,3.094,1.231,0.312784,10.7630907,26.397585,248.764908,77.289909
36,8.585026652029182,0.52,14.866,3.29,0.808,0.784,0.155,0.431,0.335,0.253,0.181,0.047,0.107,0.309,0.107,0.34,0.233,10,0.0621131,5.871,4.418,1.143,0.425535,10.8650072,40.041553,269.000977,68.227112
37,8.214670164989233,9.19,129.397,3.901,1.302,0.961,0.155,0.29,0.288,0.409,0.266,0.158,0.237,0.228,0.296,0.329,0.314,5,0.0758668,5.555,4.051,1.207,0.394851,11.3662154,36.00626,272.9375,55.739948
38,8.346787486224656,6.59,123.296,8.414,0.972,0.929,0.154,0.187,0.454,0.357,0.516,0.069,0.158,0.528,0.242,0.333,0.279,10,0.1316308,5.646,4.32,1.119,0.427271,9.1555605,47.036621,256.213379,82.113029
39,8.823908740944319,9.19,11.17,4.05,1.084,0.685,0.153,0.485,0.362,0.362,0.266,0.12,0.19,0.342,0.175,0.403,0.338,7,0.1368303,5.659,4.614,1.117,0.406491,6.03044489,45.188148,241.783798,100.18824
40,8.698970004336019,1.37,128.783,5.429,3.838,0.933,0.162,0.143,0.443,0.416,0.459,0.19,0.269,0.342,0.401,0.334,0.307,7,0.0412202,4.807,3.383,1.281,0.301492,11.8432286,24.096321,258.857574,55.142719
41,6.823908740944319,6.94,7.358,3.816,0.751,0.617,0.162,0.539,0.449,0.31,0.247,0.05,0.114,0.393,0.127,0.433,0.258,7,0.0569933,4.619,3.281,1.164,0.310623,9.32878769,36.937546,220.803146,66.234795
42,8.55284196865778,8.73,320.27,6.194,1.384,0.977,0.163,0.987,0.463,0.348,0.238,0.071,0.14,0.25,0.178,0.6,0.429,8,0.0410136,4.411,3.16,1.136,0.310445,7.68476503,32.969849,241.462418,75.927742
43,7.744727494896693,0.77,219.628,4.816,1.261,0.973,0.163,0.952,0.365,0.263,0.14,0.046,0.103,0.223,0.115,0.527,0.348,5,0.0366252,4.653,3.296,1.11,0.304995,8.00204614,40.504753,234.166824,62.79554
44,8.886056647693163,5.16,256.728,3.448,1.138,0.982,0.161,0.786,0.486,0.418,0.338,0.1,0.186,0.388,0.221,0.563,0.467,5,0.0555905,4.377,2.529,1.172,0.304169,9.61666007,19.855984,250.298874,51.180725
45,9.045757490560677,7.63,243.873,64.656,2.276,0.785,0.156,0.701,0.086,0.46,0.005,0.067,0.335,0.039,0.468,0.416,0.216,7,0.1101541,5.339,4.033,1.087,0.366753,5.09459829,34.476326,262.256927,126.808937
46,8.886056647693163,4.95,29.778,3.578,0.735,0.873,0.151,0.079,0.439,0.329,0.221,0.029,0.103,0.37,0.111,0.283,0.095,5,0.1090229,5.956,3.212,1.171,0.438571,9.80925565,48.227684,246.780197,140.870239
47,8.0,4.97,32.504,4.186,1.971,0.841,0.162,0.04,0.525,0.497,0.061,0.006,0.16,0.479,0.203,0.354,0.025,6,0.051337,4.759,3.383,1.143,0.308488,8.29827112,44.265221,234.706207,93.044098
49,9.221848749616356,9.85,9.297,4.561,1.977,0.587,0.151,0.459,0.5,0.473,0.371,0.176,0.278,0.408,0.381,0.477,0.391,8,0.1847073,5.57,4.048,1.125,0.394284,12.0194757,30.860378,294.338409,87.711266
50,8.522878745280337,2.43,166.171,6.582,0.701,0.958,0.154,0.469,0.452,0.28,0.377,0.047,0.109,0.427,0.182,0.4,0.349,6,0.0766189,5.663,3.402,1.073,0.365558,5.42719996,50.573509,268.402954,105.500153
51,8.481486060122112,1.06,73.126,6.427,3.214,0.884,0.152,0.107,0.442,0.306,0.381,0.445,0.318,0.605,0.218,0.285,0.288,9,0.1647479,5.891,3.493,1.116,0.362045,10.1543534,29.795855,278.276611,74.445656
52,8.275724130399212,6.83,298.014,5.839,0.92,0.978,0.156,0.792,0.601,0.355,0.653,0.064,0.147,0.396,0.154,0.582,0.562,8,0.0913279,5.499,3.74,1.144,0.378536,10.8543851,52.706963,248.256256,95.674118
53,8.67778070526608,9.9,9.526,5.226,0.994,0.605,0.153,0.427,0.452,0.359,0.31,0.132,0.194,0.436,0.168,0.413,0.351,10,0.140504,5.911,4.265,1.175,0.397045,13.4062479,22.620644,244.621552,73.171799
54,8.585026652029182,9.03,8.338,5.614,1.099,0.554,0.154,0.442,0.454,0.382,0.269,0.115,0.187,0.453,0.191,0.426,0.312,8,0.0937733,5.599,3.729,1.118,0.373171,7.11211331,35.435848,235.639557,65.549339
55,8.585026652029182,2.05,10.565,5.354,1.058,0.622,0.153,0.386,0.436,0.4,0.347,0.161,0.217,0.45,0.208,0.407,0.287,8,0.0851926,5.938,3.642,1.28,0.385854,12.0111416,33.942055,271.07959,79.298782
56,8.0,0.44,62.354,8.216,1.205,0.869,0.155,0.093,0.413,0.43,0.224,0.093,0.257,0.32,0.321,0.312,0.108,7,0.0548829,5.726,3.266,1.111,0.363757,7.59644832,47.629177,231.528229,60.890041
57,7.552841968657781,7.18,8.829,5.39,0.851,0.586,0.155,0.404,0.462,0.313,0.367,0.071,0.135,0.396,0.143,0.393,0.265,9,0.1218854,5.698,4.038,1.171,0.362843,14.6839359,45.945202,318.206818,96.303474
58,7.997833938243493,2.4,8.188,5.181,1.177,0.563,0.156,0.433,0.435,0.388,0.329,0.211,0.242,0.418,0.213,0.419,0.346,12,0.1285649,5.71,4.614,1.158,0.369615,6.31443516,36.581062,267.346588,78.573677
59,8.3767507096021,0.65,69.054,5.772,1.592,0.904,0.153,0.085,0.432,0.32,0.366,0.067,0.149,0.67,0.155,0.279,0.319,10,0.1606797,5.442,4.305,1.173,0.355783,12.5240161,27.770712,308.966644,88.43576
60,8.301029995663981,1.77,177.583,7.768,2.973,0.943,0.151,0.456,0.379,0.467,0.394,0.176,0.309,0.232,0.224,0.434,0.358,11,0.0993888,6.284,4.354,1.061,0.41864,7.64656886,50.137821,295.076599,135.246689
61,7.920818753952375,4.06,150.806,7.32,1.369,0.946,0.151,0.322,0.375,0.356,0.285,0.093,0.173,0.264,0.173,0.351,0.252,8,0.1247129,6.23,4.188,1.1,0.412672,9.07717186,64.313148,278.713684,118.538841
62,8.769551078621726,7.36,202.12,10.463,1.254,0.945,0.148,0.213,0.389,0.48,0.171,0.195,0.281,0.26,0.366,0.361,0.199,8,0.130739,6.718,5.626,1.13,0.454935,12.5377091,40.082806,240.78302,129.525848
63,8.431798275933005,4.61,141.271,9.087,4.914,0.91,0.149,0.148,0.34,0.351,0.281,0.461,0.392,0.395,0.284,0.28,0.323,8,0.196619,6.798,5.317,1.16,0.434455,8.62241542,43.694527,271.928406,107.747192
64,8.267606240177031,8.73,263.111,11.835,3.741,0.944,0.145,0.711,0.432,0.392,0.345,0.274,0.295,0.437,0.26,0.512,0.434,7,0.1763044,6.773,5.272,1.102,0.440001,8.54338472,43.499008,312.425751,147.386032
65,8.136677139879543,5.88,238.567,7.291,1.388,0.965,0.15,0.964,0.41,0.399,0.324,0.173,0.228,0.332,0.192,0.591,0.478,10,0.1611972,6.179,5.112,1.1,0.393856,2.73070351,66.680321,275.568665,112.179291
66,8.075720713938118,2.48,235.394,10.337,0.942,0.954,0.148,0.808,0.387,0.321,0.339,0.086,0.157,0.405,0.197,0.505,0.46,14,0.1109157,7.099,5.375,1.05,0.451379,4.7492495,63.842567,275.160858,143.269791
67,7.795880017344075,5.08,9.152,8.265,0.923,0.499,0.151,0.403,0.353,0.301,0.229,0.09,0.147,0.297,0.141,0.352,0.283,10,0.159669,6.666,5.077,1.11,0.418307,7.49885481,50.859417,268.003082,117.455795
68,7.886056647693163,8.2,14.405,7.892,1.165,0.614,0.147,0.473,0.395,0.345,0.519,0.069,0.145,0.358,0.178,0.404,0.333,10,0.1333437,7.26,5.331,1.092,0.472233,6.86597393,36.396999,288.964569,111.97451
70,8.031517051446064,5.2,97.416,19.92,6.243,0.788,0.147,0.091,0.041,0.432,0.018,0.065,0.253,0.032,0.279,0.188,0.038,9,0.106091,7.04,5.81,1.042,0.444625,3.04193634,46.45533,295.253784,135.290573
76,8.040958607678906,0.93,10.679,5.4,0.99,0.626,0.151,0.412,0.405,0.347,0.206,0.065,0.143,0.359,0.175,0.388,0.292,9,0.1091669,5.972,4.306,1.126,0.412297,8.59987728,36.030827,258.126373,123.00029
78,8.337242168318426,6.02,67.601,9.55,2.484,0.849,0.151,0.103,0.401,0.439,0.578,0.198,0.276,0.479,0.359,0.314,0.272,7,0.1595167,6.086,4.306,1.092,0.395973,8.35077223,40.400925,238.564331,136.65213
79,7.0762380391713,6.46,17.529,2.903,1.009,0.818,0.162,0.568,0.331,0.286,0.364,0.274,0.311,0.304,0.451,0.395,0.347,6,0.1196763,6.076,2.946,1.169,0.42047,10.2810889,23.325588,941.352112,89.737106
80,9.522878745280336,1.76,8.39,5.663,1.067,0.555,0.152,0.469,0.408,0.369,0.352,0.086,0.158,0.435,0.199,0.415,0.324,8,0.0906693,6.004,4.189,1.111,0.378948,6.85708481,52.008877,268.807617,104.543282
81,10.0,7.56,8.763,5.068,1.088,0.587,0.154,0.439,0.379,0.357,0.235,0.093,0.168,0.425,0.182,0.391,0.298,7,0.0389149,5.568,4.154,1.167,0.378335,8.7599522,28.46624,240.343048,81.452309
82,8.958607314841775,5.45,164.431,142.542,5.109,0.527,0.151,0.312,0.653,0.399,0.585,0.26,0.308,0.16,0.339,0.454,0.398,9,0.1895247,6.222,4.018,1.116,0.40099,11.1902603,32.38546,280.326233,107.64679
83,8.309803919971486,5.87,8.865,5.372,0.814,0.589,0.154,0.438,0.366,0.294,0.223,0.07,0.13,0.339,0.154,0.366,0.238,8,0.1089276,5.18,3.861,1.164,0.3563,9.33322673,31.707619,255.956177,86.419434
85,7.508638306165727,7.88,231.853,5.927,1.222,0.97,0.159,0.862,0.499,0.411,0.509,0.148,0.218,0.409,0.258,0.591,0.518,10,0.0455691,5.114,3.861,1.169,0.322584,10.1746143,26.76186,220.565674,115.519958
86,7.366531544420414,0.56,9.922,5.208,1.41,0.6,0.152,0.429,0.349,0.353,0.148,0.226,0.239,0.22,0.313,0.377,0.369,9,0.0661248,5.895,4.28,1.18,0.415589,13.7812702,54.096123,270.960205,127.289169
87,8.2839966563652,2.79,227.574,6.032,1.617,0.967,0.153,0.907,0.392,0.355,0.14,0.121,0.208,0.256,0.183,0.551,0.364,11,0.0795153,5.856,4.658,1.234,0.383406,12.0649544,51.06496,252.539032,110.54174
88,8.698970004336019,5.43,297.463,5.127,4.571,0.968,0.153,0.77,0.373,0.394,0.434,0.221,0.291,0.485,0.268,0.512,0.414,8,0.0326465,5.626,3.609,1.194,0.340703,10.8668236,29.410995,308.887604,178.8423
89,8.468521082957745,9.37,58.057,8.053,3.835,0.83,0.153,0.05,0.425,0.43,0.093,0.1,0.343,0.431,0.527,0.302,0.065,9,0.0947159,5.95,4.598,1.112,0.38083,4.23644398,40.130299,251.580872,108.400688
90,8.585026652029182,2.22,9.039,5.293,0.845,0.596,0.153,0.441,0.387,0.31,0.185,0.085,0.135,0.252,0.167,0.379,0.351,7,0.1098809,5.612,3.747,1.119,0.401639,7.28203988,51.453072,256.624268,136.022232
91,7.886056647693163,0.03,6.468,5.858,0.969,0.486,0.155,0.436,0.533,0.358,0.285,0.082,0.155,0.428,0.185,0.442,0.278,7,0.019227,4.912,3.061,1.027,0.329194,8.41075565,51.377956,238.940369,86.039764
92,8.455931955649724,3.76,306.824,6.708,1.613,0.974,0.157,0.983,0.385,0.312,0.321,0.077,0.144,0.388,0.144,0.56,0.459,6,0.0905025,5.19,3.263,1.136,0.342172,7.36414377,47.75539,242.603058,66.190475
93,8.958607314841775,6.76,214.91,6.074,1.645,0.965,0.16,0.689,0.533,0.369,0.44,0.21,0.225,0.462,0.328,0.531,0.396,7,0.0462224,4.459,2.924,1.167,0.31356,10.5821498,45.580124,266.417114,74.545715
94,7.602059991327962,0.74,6.425,4.741,1.963,0.489,0.154,0.487,0.37,0.39,0.23,0.237,0.264,0.324,0.409,0.415,0.301,8,0.2852452,5.395,3.315,1.166,0.331434,10.5897508,77.658722,275.462463,100.164383
95,6.127843727251707,8.82,270.916,2.816,1.641,0.984,0.163,0.771,0.477,0.434,0.289,0.216,0.275,0.515,0.363,0.56,0.368,9,0.1434482,4.59,3.486,1.252,0.33186,10.7660122,43.421169,266.868347,65.224968
96,6.6777807052660805,1.92,205.046,98.483,2.646,0.67,0.167,0.653,0.173,0.438,0.059,0.25,0.321,0.05,0.326,0.421,0.259,10,0.0614491,4.339,3.247,1.26,0.307809,10.0674692,25.76062,238.319855,45.249603
97,6.806875401645538,5.13,234.164,4.312,2.04,0.974,0.156,0.798,0.469,0.416,0.475,0.231,0.269,0.422,0.3,0.561,0.531,10,0.0506817,5.212,4.374,1.237,0.394432,11.8234683,33.843803,290.649323,115.666985
98,6.91721462968355,7.61,17.488,2.384,1.227,0.829,0.151,0.556,0.459,0.345,0.26,0.131,0.187,0.499,0.155,0.453,0.312,10,0.0857202,6.145,4.194,1.322,0.439082,14.0372186,38.899773,306.977692,148.903824
99,6.920818753952375,2.54,22.334,2.209,0.925,0.877,0.151,0.575,0.427,0.363,0.27,0.078,0.151,0.481,0.157,0.455,0.295,10,0.1372478,6.177,4.284,1.273,0.478469,13.8127308,44.89637,310.860382,93.887894
100,7.67778070526608,0.35,58.322,30.405,2.182,0.642,0.163,0.07,0.045,0.472,0.005,0.008,0.136,0.021,0.236,0.196,0.026,11,0.1143404,4.477,3.52,1.195,0.310337,11.7324926,32.020378,246.207581,61.377174
101,7.795880017344075,6.0,182.79,2.469,1.189,0.98,0.155,0.776,0.428,0.369,0.294,0.111,0.189,0.456,0.136,0.525,0.363,8,0.1116974,5.665,4.272,1.134,0.419907,7.86350079,40.30291,296.833252,119.638802
102,7.920818753952375,0.4,14.956,2.263,0.778,0.831,0.16,0.486,0.362,0.3,0.263,0.079,0.13,0.458,0.126,0.383,0.266,13,0.0730834,5.462,4.078,1.201,0.406887,12.1343465,40.23637,261.637268,89.07412
103,7.920818753952375,3.32,13.367,2.777,0.923,0.783,0.157,0.451,0.396,0.294,0.272,0.053,0.124,0.423,0.11,0.38,0.267,11,0.1232368,5.188,4.18,1.168,0.402942,9.16581311,35.111256,281.86087,61.001537
104,7.920818753952375,4.33,121.666,22.128,4.788,0.819,0.164,0.102,0.099,0.459,0.004,0.005,0.172,0.038,0.26,0.22,0.027,8,0.0868088,4.488,3.499,1.214,0.316172,8.96925918,41.689365,235.411682,65.042435
105,8.070581074285707,1.05,13.429,2.557,1.933,0.749,0.154,0.54,0.465,0.422,0.285,0.142,0.235,0.419,0.218,0.476,0.339,8,0.1713952,5.21,3.281,1.164,0.41265,10.081613,52.190289,263.516357,101.962479
106,8.102372908709558,1.88,215.285,8.755,1.315,0.955,0.157,0.545,0.383,0.459,0.462,0.119,0.214,0.318,0.263,0.462,0.381,8,0.1393019,5.295,4.109,1.2,0.376355,7.9680222,47.505592,335.030518,93.332848
107,8.207608310501746,6.54,272.31,83.729,1.512,0.762,0.16,0.287,0.179,0.446,0.068,0.171,0.256,0.074,0.314,0.304,0.278,8,0.1553033,5.261,3.666,1.36,0.365686,15.3546647,38.407829,271.233154,79.423248
109,8.327902142064282,4.58,241.148,9.321,2.533,0.953,0.151,0.706,0.547,0.427,0.384,0.25,0.287,0.489,0.304,0.56,0.512,7,0.1047249,5.951,3.778,1.381,0.456714,14.9823759,33.514328,291.863647,74.412407
110,8.619788758288394,1.46,189.718,2.251,1.101,0.983,0.153,0.679,0.398,0.396,0.329,0.117,0.19,0.459,0.174,0.491,0.343,9,0.1586022,5.946,4.179,1.214,0.446396,11.5949509,33.040253,289.542236,98.071579
113,5.337242168318426,3.87,10.964,1.248,1.099,0.824,0.177,0.576,0.258,0.338,0.484,0.07,0.139,0.267,0.148,0.391,0.423,6,0.1242571,5.065,2.445,1.084,0.368274,6.41671195,48.070065,49.272366,66.479103
114,5.508638306165727,5.93,11.029,1.261,0.995,0.83,0.177,0.604,0.395,0.358,0.417,0.056,0.122,0.684,0.093,0.453,0.284,5,0.1407618,4.435,2.376,1.112,0.325314,6.9392444,34.534779,43.491455,41.198097
115,5.537602002101044,1.88,15.267,2.379,0.961,0.82,0.167,0.551,0.323,0.205,0.75,0.184,0.275,0.264,0.428,0.36,0.409,5,0.2390151,5.308,2.948,1.14,0.37559,8.2061931,33.772556,66.966248,69.817612
116,5.585026652029182,9.23,397.157,128.385,1.779,0.753,0.165,0.614,0.477,0.398,0.437,0.149,0.248,0.344,0.361,0.497,0.386,8,0.0936493,5.648,3.006,1.141,0.415128,8.38582858,40.320747,70.969971,58.868279
117,5.619788758288394,2.27,16.622,3.457,0.772,0.797,0.163,0.569,0.371,0.244,0.321,0.265,0.283,0.33,0.399,0.395,0.31,7,0.2449776,6.201,2.777,1.154,0.398611,7.03495441,32.172333,94.335045,69.902016
118,5.657577319177793,0.7,10.11,1.313,1.15,0.804,0.18,0.594,0.312,0.405,0.78,0.097,0.159,0.366,0.159,0.437,0.401,3,0.0413236,4.982,2.207,1.112,0.32013,7.58485898,28.568798,45.456196,66.087837
119,5.6777807052660805,1.42,10.867,2.284,0.168,0.816,0.177,0.601,0.471,0.257,0.754,0.208,0.18,0.497,0.11,0.443,0.483,5,0.1583065,4.718,2.274,1.076,0.354357,5.67785616,45.272957,38.085712,48.141422
120,5.698970004336019,7.61,157.598,8.153,0.198,0.95,0.172,0.267,0.409,0.289,0.276,0.263,0.147,0.316,0.791,0.322,0.239,3,0.1109636,5.007,2.41,1.052,0.372479,4.78198484,39.337944,47.14267,36.406006
121,5.769551078621726,8.85,9.857,2.033,0.694,0.783,0.174,0.575,0.444,0.441,0.469,0.089,0.187,0.387,0.182,0.487,0.314,8,0.1323647,4.431,2.721,1.132,0.320749,8.70304761,34.625301,39.981369,87.128891
122,5.769551078621726,5.56,95.397,6.0,0.741,0.934,0.177,0.165,0.451,0.333,0.288,0.135,0.17,0.536,0.161,0.316,0.162,5,0.0486374,4.567,2.207,1.128,0.321422,7.46525778,34.144566,51.85199,50.005829
123,5.823908740944319,6.04,20.304,3.171,0.897,0.833,0.159,0.603,0.368,0.322,0.338,0.344,0.269,0.402,0.346,0.431,0.368,6,0.1228939,6.25,2.843,1.164,0.441013,4.34932133,30.790716,210.045349,183.681595
124,5.958607314841775,2.37,144.8,37.334,7.968,0.762,0.171,0.255,0.042,0.512,0.47,0.223,0.361,0.016,0.462,0.27,0.392,6,0.024146,5.311,2.652,1.103,0.346572,10.1568803,25.634005,78.508759,62.887051
125,6.0,0.06,20.767,1.801,1.077,0.878,0.163,0.553,0.332,0.236,0.682,0.129,0.26,0.308,0.312,0.374,0.411,6,0.2025963,6.316,3.164,1.044,0.455788,8.2648981,56.636463,74.430099,75.966431
126,6.0,7.17,320.985,3.378,0.813,0.987,0.162,0.514,0.413,0.235,0.54,0.418,0.29,0.227,0.215,0.387,0.537,3,0.2457604,6.199,2.993,1.079,0.439961,8.7347512,53.373592,109.713631,67.897888
127,6.309803919971486,2.44,197.378,161.959,2.203,0.546,0.163,0.293,0.749,0.369,0.23,0.274,0.309,0.222,0.219,0.47,0.317,7,0.217884,5.952,3.369,1.097,0.445863,8.29308747,54.730946,58.20705,98.489708
128,6.366531544420414,6.09,20.988,1.593,1.351,0.877,0.161,0.565,0.377,0.338,0.654,0.135,0.178,0.472,0.191,0.427,0.387,6,0.154955,6.285,3.153,1.122,0.436514,9.65401977,39.250862,79.240448,77.268066
129,6.443697499232712,9.62,173.664,2.335,1.942,0.976,0.158,0.632,0.472,0.376,0.457,0.227,0.155,0.413,0.186,0.494,0.394,8,0.1448023,6.815,3.335,1.127,0.477546,5.82891383,48.156155,98.836624,129.475479
130,6.698970004336019,8.05,259.842,18.479,0.33,0.932,0.163,0.848,0.534,0.286,0.367,0.284,0.215,0.479,0.211,0.556,0.494,8,0.180222,6.07,3.641,1.132,0.445924,9.38181136,52.896076,75.126198,90.744553
131,7.0,4.09,11.511,1.488,1.022,0.821,0.175,0.584,0.456,0.513,0.744,0.124,0.205,0.436,0.29,0.518,0.406,4,0.1450475,4.948,2.738,1.094,0.342482,6.15876454,49.936375,30.862734,64.235275
132,5.455931955649724,3.87,261.718,7.503,1.696,0.966,0.164,0.469,0.529,0.417,0.542,0.145,0.221,0.45,0.315,0.472,0.364,7,0.1178732,4.61,2.791,1.32,0.316728,12.4438495,46.810108,106.710518,80.410965
