mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,13,20,21,31,32,75,76,100,101,107,108,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
225,8.958607314841775,0.91,27.163,5.985,3.884,0.733,0.137,0.599,0.43,0.374,3.951,0.4,0.377,0.37,0.319,0.6,0.379,0.468,0.43,959.755,866.731,10,0.3026928,10.182,5.832,1.074,0.576914,6.14412246,74.32045,316.963989,230.93512
226,9.05551732784983,4.81,46.137,17.986,3.192,0.685,0.139,0.061,0.401,0.216,4.292,0.303,0.389,0.375,0.245,0.235,0.227,0.226,0.24,3750.278,2659.417,7,0.4620957,9.002,5.896,1.071,0.501926,5.04860029,54.906181,186.99704,198.882248
227,9.259637310505756,2.6,18.903,6.649,3.083,0.66,0.138,0.538,0.532,0.326,3.196,0.437,0.37,0.443,0.258,0.363,0.722,0.465,0.426,620.629,549.032,13,0.2930499,8.823,6.332,1.052,0.511997,6.82882453,100.785194,362.386139,265.301392
228,9.187086643357144,3.73,301.505,150.352,4.438,0.661,0.138,0.741,0.21,0.367,4.998,0.163,0.468,0.213,0.37,0.167,0.533,0.439,0.448,248980.67,256850.402,6,0.3520714,9.204,5.395,1.063,0.488122,7.35015898,80.013313,378.248657,256.812683
229,9.236572006437065,7.84,243.61,13.037,7.346,0.923,0.136,0.445,0.459,0.505,6.199,0.448,0.345,0.447,0.413,0.407,0.321,0.47,0.387,28653.953,21780.024,9,0.4730274,9.021,5.113,1.079,0.478996,6.87660656,96.756737,262.638336,212.818787
231,9.00436480540245,7.86,15.677,7.661,3.898,0.576,0.137,0.613,0.498,0.376,4.037,0.351,0.409,0.385,0.357,0.386,0.428,0.496,0.426,706.478,575.642,9,0.4247559,9.193,6.266,1.045,0.489395,9.54681269,79.485916,264.406891,220.238022
232,8.962573502059376,8.78,35.602,8.762,5.255,0.718,0.135,0.051,0.48,0.39,4.854,0.03,0.137,0.121,0.3,0.218,0.427,0.307,0.061,2234.013,672.644,6,0.6267148,9.008,6.054,1.081,0.474678,10.8427974,59.341923,312.164795,252.9617
233,9.187086643357144,9.86,196.02,10.312,4.518,0.93,0.136,0.126,0.4,0.499,4.28,0.336,0.429,0.378,0.417,0.393,0.314,0.342,0.314,12297.179,12991.132,6,0.5152154,7.965,5.362,1.077,0.45777,8.09697182,92.461159,295.935791,219.857956
234,9.119186407719209,5.27,494.527,13.421,3.148,0.968,0.135,0.611,0.486,0.298,3.792,0.39,0.422,0.454,0.277,0.431,0.283,0.465,0.411,29641.143,25537.259,8,0.5455443,9.241,6.443,1.095,0.54319,6.25636181,92.75161,271.73468,235.317719
235,9.070581074285707,7.13,183.573,133.013,9.717,0.563,0.135,0.226,0.219,0.391,7.653,0.272,0.243,0.269,0.297,0.219,0.298,0.279,0.293,265081.448,297719.311,9,0.488507,10.24,6.839,1.053,0.5526,7.77219542,114.554886,409.297363,307.26355
236,9.130768280269024,9.19,24.837,5.589,1.864,0.769,0.14,0.533,0.334,0.363,1.988,0.378,0.406,0.316,0.272,0.435,0.594,0.41,0.385,486.623,450.195,11,0.2559182,8.493,5.874,1.063,0.524847,4.9639101,77.25425,263.350403,203.900925
237,9.229147988357855,4.72,36.282,16.923,1.527,0.663,0.139,0.375,0.041,0.301,1.683,0.006,0.382,0.011,0.224,0.016,0.695,0.239,0.25,1687.237,717.229,9,0.2270868,9.292,5.502,1.044,0.585114,3.74754896,108.825455,1170.797241,192.169495
238,9.221848749616356,5.49,11.271,5.805,4.432,0.524,0.136,0.488,0.475,0.364,4.619,0.525,0.446,0.441,0.345,0.774,0.344,0.442,0.457,452.533,450.271,7,0.5987896,8.013,5.366,1.039,0.45391,5.06551989,84.109932,304.226318,220.407547
239,9.30102999566398,9.2,14.919,6.311,3.966,0.592,0.142,0.586,0.552,0.453,4.167,0.505,0.485,0.536,0.391,0.61,0.498,0.53,0.528,576.997,587.469,10,0.3098249,8.829,5.429,1.068,0.498085,7.43042665,95.404068,256.648254,215.862747
240,8.958607314841775,5.76,29.033,7.301,1.804,0.761,0.136,0.483,0.454,0.37,1.869,0.523,0.374,0.438,0.262,0.434,0.622,0.436,0.424,698.097,679.831,9,0.4258235,9.581,5.899,1.041,0.58638,8.81677127,88.758385,284.605225,220.392136
241,9.468521082957745,5.5,15.183,7.663,4.237,0.561,0.14,0.592,0.428,0.349,4.801,0.409,0.464,0.389,0.364,0.542,0.246,0.456,0.465,733.19,742.601,11,0.3481281,9.08,6.182,1.08,0.507729,5.51860151,61.626305,252.028,208.260483
242,9.18045606445813,3.69,12.982,7.318,2.817,0.562,0.144,0.529,0.347,0.397,2.636,0.389,0.334,0.363,0.285,0.367,0.472,0.424,0.382,442.995,391.563,6,0.2925737,8.169,5.024,1.099,0.458188,5.07505383,81.965286,402.390076,237.150864
243,9.267606240177033,2.68,63.913,7.24,3.507,0.856,0.143,0.064,0.384,0.341,2.947,0.069,0.027,0.154,0.151,0.234,0.394,0.263,0.037,2409.657,766.305,8,0.2232165,8.489,5.022,1.053,0.502267,6.75660414,61.180195,268.4935,175.318542
245,9.050609993355089,1.45,226.731,94.695,5.254,0.694,0.142,0.155,0.137,0.324,5.485,0.201,0.39,0.113,0.28,0.058,0.244,0.205,0.241,136298.986,170622.634,6,0.2591451,8.362,5.5,1.051,0.475963,4.64116121,86.445656,215.853119,218.210846
246,9.130768280269024,6.68,32.881,4.847,2.396,0.819,0.139,0.556,0.347,0.326,2.642,0.412,0.399,0.354,0.248,0.602,0.467,0.41,0.41,671.68,674.82,9,0.2870313,9.8,6.16,1.086,0.587839,6.64698357,74.328354,234.87825,211.787857
247,9.065501548756432,2.23,12.158,6.409,3.303,0.556,0.14,0.537,0.484,0.475,3.017,0.566,0.387,0.486,0.389,0.502,0.388,0.498,0.476,418.444,378.083,7,0.3457485,7.835,4.988,1.102,0.44991,11.7747962,83.300407,257.813629,222.468018
248,9.173925197299171,9.77,22.907,15.792,3.843,0.538,0.141,0.143,0.061,0.463,3.511,0.35,0.375,0.511,0.362,0.014,0.382,0.222,0.341,1943.093,4765.269,11,0.3485141,8.817,5.636,1.067,0.502606,5.95122609,73.511169,243.297882,171.976898
249,9.148741651280924,7.2,479.39,14.2,3.841,0.964,0.139,0.958,0.303,0.407,4.085,0.259,0.467,0.291,0.36,0.319,0.381,0.556,0.545,35349.319,32721.998,7,0.2904744,9.117,6.34,1.073,0.521574,8.52098305,62.146713,246.572495,176.93425
250,9.013228265733757,2.56,58.708,5.444,4.469,0.856,0.14,0.047,0.438,0.465,3.802,0.355,0.289,0.488,0.374,0.518,0.324,0.317,0.217,2103.375,757.76,9,0.2459753,7.998,5.726,1.075,0.467171,8.43668529,99.81012,269.980011,193.51561
251,9.18045606445813,1.15,15.515,5.668,3.563,0.627,0.141,0.523,0.371,0.363,2.773,0.385,0.215,0.348,0.25,0.426,0.234,0.419,0.34,501.427,382.902,13,0.2583814,7.702,5.705,1.058,0.467561,6.44809001,64.669289,255.719666,197.130096
252,9.366531544420411,8.61,269.71,18.116,5.446,0.92,0.137,0.64,0.518,0.489,5.608,0.501,0.485,0.553,0.451,0.447,0.487,0.549,0.486,33356.875,29395.678,11,0.3417966,9.485,5.943,1.086,0.542988,7.69102749,85.635773,233.988007,163.188263
253,8.271646217978772,4.3,212.986,11.485,2.911,0.937,0.144,0.411,0.453,0.439,3.34,0.362,0.575,0.358,0.386,0.515,0.468,0.434,0.475,10446.341,11408.34,13,0.1964477,8.072,5.198,1.057,0.483573,3.61064067,64.706924,249.332962,170.628769
254,8.931814138253838,2.94,14.79,6.564,2.486,0.62,0.139,0.494,0.451,0.349,2.897,0.457,0.479,0.392,0.316,0.449,0.487,0.432,0.429,415.349,404.478,6,0.4033611,8.223,5.265,1.046,0.464286,6.14170911,110.266304,269.697632,184.686768
255,8.97061622231479,9.77,124.13,10.193,5.531,0.888,0.143,0.148,0.364,0.354,5.812,0.282,0.404,0.32,0.342,0.309,0.306,0.289,0.245,9146.09,4774.237,7,0.2790541,8.136,5.296,1.069,0.472409,5.33552383,67.278122,210.90123,168.750092
256,9.040958607678906,6.75,135.444,16.978,3.66,0.868,0.14,0.15,0.5,0.374,4.412,0.335,0.537,0.413,0.373,0.402,0.376,0.342,0.313,11431.21,7363.362,4,0.2838466,8.555,5.161,1.08,0.514222,9.55748883,93.50322,368.608978,299.39679
257,9.065501548756432,9.79,511.57,13.338,6.257,0.963,0.137,0.906,0.234,0.499,5.402,0.164,0.357,0.201,0.403,0.151,0.454,0.546,0.429,53334.538,37534.335,11,0.3705016,9.668,5.434,1.098,0.547421,2.91428469,63.178421,232.727707,220.698334
258,9.142667503568733,6.11,11.551,7.483,3.11,0.522,0.137,0.469,0.449,0.438,2.895,0.501,0.373,0.464,0.34,0.473,0.389,0.452,0.424,436.513,384.572,9,0.4702502,8.124,5.807,1.093,0.453116,11.3750153,93.368027,257.525452,209.578171
260,8.76447155309245,5.08,379.612,6.936,6.694,0.965,0.136,0.352,0.365,0.379,5.893,0.445,0.304,0.337,0.349,0.447,0.437,0.365,0.393,23239.851,25408.759,7,0.5897579,8.66,5.831,1.118,0.462717,5.25918181,56.655544,308.020782,204.000504
261,9.05551732784983,4.61,21.79,11.695,5.001,0.566,0.138,0.028,0.471,0.371,4.515,0.007,0.023,0.409,0.194,0.418,0.245,0.29,0.142,1735.318,654.164,9,0.4207246,9.067,5.498,1.08,0.465449,9.47958286,83.200462,240.924377,189.296753
262,9.022276394711152,6.67,46.241,12.008,3.094,0.754,0.137,0.067,0.571,0.386,3.894,0.346,0.535,0.388,0.365,0.314,0.348,0.342,0.308,2514.714,1948.831,11,0.5264749,9.092,6.402,1.064,0.496662,6.98691329,81.670654,253.353897,176.587234
263,9.1249387366083,6.21,80.806,77.607,52.446,0.383,0.137,0.084,0.194,0.15,48.011,0.036,0.108,0.062,0.132,0.023,0.059,0.142,0.135,343682.731,312259.9,11,0.1828648,10.435,6.469,1.083,0.703797,5.80997732,105.148819,241.378387,198.79628
264,9.036212172654444,1.5,39.681,4.988,2.599,0.839,0.138,0.514,0.373,0.408,3.0,0.402,0.542,0.348,0.367,0.498,0.426,0.431,0.517,875.616,1086.331,9,0.3009211,10.429,5.163,1.062,0.712529,6.80414409,102.243866,281.187012,225.672607
265,8.892790030352131,2.55,152.216,10.001,3.313,0.92,0.137,0.302,0.44,0.435,2.79,0.402,0.275,0.4,0.321,0.287,0.278,0.392,0.331,7268.117,6314.026,8,0.3811617,10.608,5.364,1.058,0.602573,7.03062076,59.367153,284.68689,210.747162
266,8.920818753952375,3.97,163.903,15.317,4.663,0.891,0.137,0.404,0.447,0.456,4.896,0.512,0.454,0.489,0.457,0.409,0.364,0.436,0.501,15235.601,19472.106,8,0.3444344,9.866,5.496,1.077,0.625857,10.2889988,98.894264,243.142761,231.236008
267,9.096910013008056,3.53,356.903,15.236,2.327,0.953,0.135,0.375,0.371,0.428,2.01,0.267,0.311,0.324,0.28,0.335,0.394,0.391,0.278,19333.471,12507.894,10,0.2127787,10.595,6.402,1.071,0.666901,5.09666178,128.131393,247.899719,216.71846
268,9.200659450546418,9.79,180.522,5.117,3.703,0.953,0.137,0.705,0.418,0.428,3.846,0.51,0.475,0.41,0.375,0.747,0.445,0.517,0.492,5221.422,4866.585,10,0.2981789,9.332,6.063,1.071,0.617537,6.63799992,55.06945,348.781555,278.46814
269,8.935542010773082,0.97,42.765,4.664,3.611,0.838,0.136,0.57,0.453,0.404,3.775,0.392,0.379,0.338,0.408,0.498,0.359,0.476,0.49,1141.909,1305.037,4,0.237517,10.609,5.399,1.045,0.744191,4.83689237,110.219742,296.630646,238.656952
270,9.102372908709558,8.73,252.695,7.808,7.202,0.944,0.138,0.913,0.329,0.336,6.233,0.408,0.195,0.382,0.218,0.612,0.203,0.526,0.54,18326.714,15404.564,6,0.3554408,9.567,5.498,1.094,0.581096,10.1577809,91.456192,235.056686,226.386093
271,9.397940008672036,5.49,72.263,12.741,4.973,0.803,0.14,0.112,0.575,0.492,5.559,0.425,0.58,0.47,0.439,0.615,0.372,0.393,0.373,6012.349,5761.891,6,0.4492766,8.489,5.599,1.081,0.477632,8.24382445,87.785294,260.999023,215.858292
272,9.075720713938118,5.35,29.324,9.096,3.044,0.707,0.137,0.048,0.493,0.51,3.057,0.378,0.51,0.434,0.453,0.564,0.54,0.35,0.349,1237.107,2073.406,9,0.5629246,7.676,5.486,1.105,0.444878,10.303409,85.159973,219.412643,226.570892
273,9.173925197299171,3.19,11.452,5.13,3.992,0.557,0.135,0.52,0.443,0.555,3.552,0.556,0.394,0.415,0.459,0.562,0.329,0.506,0.464,380.081,364.368,5,0.5372928,7.764,5.224,1.113,0.442686,8.06906103,86.695251,265.467285,264.873535
274,9.207608310501746,6.32,226.061,5.733,3.041,0.963,0.137,0.73,0.486,0.356,2.918,0.417,0.301,0.399,0.326,0.314,0.377,0.524,0.433,6177.177,5075.173,10,0.2682633,10.481,5.363,1.115,0.63806,8.67444225,109.518341,235.485718,257.186249
275,8.400116927926312,4.66,11.688,10.214,3.389,0.462,0.136,0.493,0.571,0.344,4.235,0.317,0.47,0.499,0.343,0.376,0.307,0.469,0.416,623.434,684.114,9,0.521385,9.231,5.43,1.053,0.499372,6.20102646,85.130959,277.346924,264.804504
276,9.031517051446064,3.22,159.973,10.91,7.099,0.899,0.136,0.232,0.487,0.462,6.596,0.382,0.276,0.39,0.394,0.237,0.465,0.394,0.367,15527.34,19576.988,10,0.5311695,9.92,5.925,1.061,0.597695,6.63820364,85.509232,208.857025,257.155701
277,8.838631997765026,8.4,263.968,21.588,3.804,0.912,0.136,0.255,0.47,0.363,3.847,0.282,0.355,0.373,0.34,0.353,0.339,0.363,0.357,28751.82,29448.062,9,0.2551533,10.349,6.163,1.066,0.695054,6.52951936,99.610924,242.519745,219.587784
278,8.962573502059376,9.76,111.453,22.708,2.852,0.813,0.136,0.208,0.583,0.524,2.694,0.406,0.43,0.467,0.427,0.458,0.671,0.438,0.369,10268.882,9936.696,10,0.2122023,10.743,5.759,1.106,0.708142,8.78105631,87.022156,259.217712,195.197952
279,9.013228265733757,9.98,10.071,7.623,3.963,0.465,0.137,0.505,0.414,0.441,3.64,0.455,0.363,0.416,0.336,0.45,0.335,0.453,0.47,472.811,466.151,11,0.5376593,8.309,5.692,1.099,0.462521,6.38167449,134.729446,271.938995,236.960419
280,8.607303046740334,3.03,41.696,6.114,2.068,0.836,0.133,0.565,0.412,0.364,2.158,0.411,0.383,0.383,0.271,0.436,0.559,0.447,0.45,930.881,977.409,5,0.3084971,11.181,6.097,1.075,0.689573,4.42397811,70.704254,330.027344,233.577713
281,8.492144128304169,8.57,548.108,52.83,5.826,0.903,0.134,0.652,0.066,0.394,6.096,0.043,0.429,0.062,0.361,0.024,0.671,0.371,0.364,201758.737,166335.499,10,0.6444765,8.672,5.825,1.058,0.469713,11.1683078,93.97187,282.688599,218.697495
282,8.98296666070122,8.05,11.821,6.433,3.41,0.546,0.135,0.546,0.443,0.557,2.998,0.469,0.383,0.417,0.455,0.519,0.403,0.515,0.416,419.259,342.531,6,0.577536,7.651,5.39,1.066,0.442325,3.77449109,117.566719,297.271545,198.903076
283,8.508638306165727,3.34,17.427,7.044,3.737,0.618,0.134,0.528,0.515,0.376,4.128,0.545,0.466,0.464,0.355,0.673,0.349,0.473,0.507,701.116,739.544,6,0.3698032,10.055,5.229,1.084,0.524345,8.28749193,109.442741,282.091522,261.282623
284,9.346787486224656,3.56,38.656,24.551,4.834,0.568,0.137,0.165,0.088,0.413,4.523,0.003,0.112,0.009,0.379,0.013,0.501,0.222,0.199,5910.823,1678.627,9,0.1681478,9.845,6.091,1.068,0.650261,10.740845,96.713806,265.707306,223.634216
285,8.924453038607469,2.5,219.669,11.633,4.734,0.931,0.134,0.589,0.467,0.392,4.265,0.433,0.29,0.448,0.282,0.452,0.33,0.483,0.427,15983.727,13690.782,6,0.6124495,8.825,6.978,1.083,0.486489,8.80672015,98.751869,278.423828,251.770844
286,9.2839966563652,3.15,530.707,18.375,4.855,0.958,0.135,0.984,0.55,0.412,4.442,0.523,0.361,0.527,0.367,0.498,0.365,0.649,0.625,60320.595,54334.692,12,0.4188011,9.765,5.98,1.1,0.536949,5.1609248,95.853127,260.825409,227.076813
287,8.892790030352131,7.66,19.676,7.945,4.15,0.619,0.137,0.637,0.398,0.497,3.678,0.34,0.359,0.389,0.368,0.4,0.263,0.511,0.458,951.443,864.236,10,0.4003878,9.829,5.5,1.1,0.5522,3.9635321,83.840843,281.946198,265.015961
288,8.424812155072338,3.07,263.914,89.499,5.683,0.735,0.137,0.736,0.067,0.445,4.855,0.019,0.27,0.036,0.376,0.021,0.389,0.416,0.374,160217.03,80604.789,9,0.3633202,9.109,4.994,1.103,0.508245,10.4772147,80.940903,261.193939,244.334473
289,9.292429823902063,1.63,14.361,7.465,3.917,0.558,0.137,0.516,0.506,0.439,3.323,0.518,0.292,0.5,0.332,0.66,0.244,0.487,0.442,638.351,598.965,10,0.3646577,8.794,6.262,1.063,0.501078,6.53436853,97.589645,375.680481,334.599335
290,8.590066876668706,2.88,10.707,9.243,3.931,0.448,0.136,0.485,0.468,0.402,4.428,0.315,0.515,0.372,0.361,0.406,0.488,0.452,0.468,590.243,641.02,4,0.390923,9.182,5.228,1.082,0.493713,8.0259569,129.326172,280.939087,241.397797
291,8.91721462968355,2.62,258.958,10.022,3.283,0.951,0.138,0.94,0.327,0.432,2.754,0.757,0.303,0.433,0.339,0.312,0.258,0.566,0.672,12271.087,15247.671,5,0.4590361,8.834,5.363,1.081,0.518474,9.49237108,104.923828,231.923767,188.236877
292,9.522878745280336,4.26,246.395,84.885,6.075,0.73,0.134,0.707,0.218,0.414,5.567,0.454,0.344,0.263,0.37,0.798,0.349,0.447,0.524,150323.337,180772.447,6,0.4997893,8.735,5.495,1.088,0.490927,8.08249749,67.090759,223.784348,247.148743
293,9.619788758288394,9.64,11.659,6.273,3.496,0.544,0.138,0.492,0.436,0.468,3.101,0.455,0.365,0.423,0.378,0.479,0.317,0.465,0.448,412.965,395.301,5,0.5688024,8.378,5.325,1.099,0.456629,6.00505383,110.357864,268.355255,266.073151
294,9.568636235841012,3.18,513.769,35.534,11.829,0.916,0.138,0.711,0.037,0.433,9.264,0.024,0.264,0.023,0.354,0.011,0.374,0.393,0.33,241257.634,160068.796,4,0.5030317,8.982,5.291,1.095,0.522783,10.0822943,108.259842,247.436737,251.51915
295,8.65169513695184,8.33,272.303,10.902,4.402,0.947,0.136,0.949,0.232,0.421,4.341,0.122,0.395,0.155,0.355,0.15,0.49,0.534,0.473,17572.944,12746.754,5,0.3468222,9.638,5.122,1.106,0.616291,9.59898476,83.694542,336.986145,274.981598
297,9.214670164989233,8.69,66.832,40.39,4.306,0.599,0.134,0.089,0.529,0.456,3.611,0.481,0.323,0.499,0.349,0.616,0.465,0.358,0.333,14894.668,18233.872,6,0.3237995,10.805,6.571,1.088,0.695608,10.2352433,124.684814,269.747223,248.723679
298,9.200659450546418,3.0,21.617,5.537,4.154,0.69,0.138,0.044,0.379,0.436,3.661,0.321,0.316,0.321,0.35,0.469,0.332,0.287,0.218,761.081,394.303,8,0.6078279,7.738,5.193,1.074,0.433334,6.9367468,80.989609,220.1418,185.981033
299,9.10790539730952,8.49,52.024,5.11,2.361,0.874,0.134,0.474,0.319,0.385,2.274,0.451,0.34,0.345,0.284,0.395,0.456,0.393,0.39,1087.969,1090.266,11,0.281146,11.029,6.196,1.086,0.721108,8.90661941,99.216591,264.114044,232.601196
300,8.950781977329818,5.85,30.069,15.713,5.091,0.591,0.137,0.553,0.019,0.411,4.931,0.484,0.351,0.058,0.353,0.006,0.355,0.328,0.354,3161.489,9403.482,5,0.3341415,9.686,5.293,1.052,0.616386,4.7586727,107.031593,230.935547,223.691986
301,8.943095148663527,3.89,152.781,67.237,5.798,0.677,0.136,0.162,0.118,0.327,5.957,0.029,0.347,0.06,0.309,0.031,0.387,0.202,0.163,71334.518,35387.113,5,0.293601,9.854,5.432,1.068,0.638353,5.68710438,70.137024,219.23317,237.496948
302,8.958607314841775,2.17,11.509,9.972,3.323,0.464,0.136,0.489,0.53,0.422,2.966,0.34,0.339,0.423,0.314,0.421,0.378,0.48,0.385,592.269,520.273,7,0.4845698,8.81,5.396,1.053,0.4847,5.75903473,109.788681,280.425598,264.212311
303,8.97061622231479,8.18,11.056,8.334,3.877,0.475,0.138,0.402,0.469,0.459,3.318,0.284,0.308,0.377,0.339,0.438,0.391,0.443,0.526,547.828,626.1,6,0.4740817,8.816,5.329,1.09,0.523856,2.95491098,107.978378,259.025513,230.759308
304,9.244125144327509,9.67,213.993,11.881,4.898,0.927,0.138,0.33,0.511,0.369,4.969,0.405,0.381,0.423,0.339,0.386,0.444,0.403,0.382,16331.829,15524.301,9,0.37568,9.649,5.701,1.077,0.538888,5.49324977,98.11441,239.871964,235.568649
305,8.186419011431807,3.18,275.036,173.984,2.839,0.609,0.136,0.244,0.361,0.378,3.027,0.223,0.43,0.287,0.299,0.232,0.469,0.328,0.296,185425.282,152347.237,10,0.3003361,10.358,5.299,1.054,0.654333,8.46592679,118.373642,291.028625,262.753845
306,9.481486060122112,1.83,483.331,130.094,16.629,0.767,0.139,0.466,0.152,0.019,52.379,0.086,0.228,0.09,0.047,0.04,0.005,0.212,0.241,1119290.947,1855354.645,8,0.2907217,9.513,5.232,1.072,0.608945,9.50991795,72.865997,233.117935,187.989029
307,9.2839966563652,8.64,231.574,6.746,4.919,0.952,0.138,0.697,0.474,0.421,4.574,0.644,0.364,0.533,0.385,0.509,0.406,0.531,0.501,10662.222,8861.89,10,0.5966806,8.52,5.431,1.069,0.447892,6.56033393,102.956238,269.561951,240.023468
308,9.193820026016112,6.26,104.43,17.421,5.034,0.823,0.142,0.13,0.555,0.326,4.511,0.336,0.266,0.435,0.252,0.479,0.5,0.337,0.275,11718.574,11296.909,10,0.255262,9.227,5.571,1.065,0.530517,6.01537343,70.225922,280.778229,198.292511
309,9.275724130399212,4.4,38.773,11.27,3.548,0.723,0.138,0.245,0.05,0.382,3.296,0.012,0.037,0.016,0.147,0.021,0.266,0.226,0.087,2218.596,915.255,11,0.2134466,9.404,6.406,1.07,0.586018,7.65789954,103.968147,255.93396,197.401077
310,9.2839966563652,7.59,170.201,10.551,4.188,0.92,0.143,0.301,0.348,0.493,4.308,0.184,0.527,0.256,0.442,0.165,0.661,0.381,0.297,10259.104,6233.946,10,0.1866167,8.52,5.366,1.08,0.508067,3.63304871,75.795494,382.73941,234.409927
311,9.10790539730952,1.74,182.61,36.91,4.837,0.814,0.141,0.385,0.09,0.406,4.907,0.024,0.391,0.043,0.374,0.054,0.505,0.294,0.27,40630.549,22227.43,9,0.3166871,8.647,5.571,1.059,0.516098,7.52599764,92.956688,246.33696,222.037384
312,9.337242168318426,1.52,184.405,22.264,1.481,0.886,0.139,0.146,0.552,0.301,1.635,0.469,0.345,0.51,0.225,0.467,0.578,0.333,0.324,10701.128,10807.207,10,0.1553061,9.367,6.542,1.061,0.568305,4.9751606,70.042633,277.497192,247.222015
313,9.167491087293763,8.09,16.009,6.876,2.568,0.629,0.138,0.48,0.502,0.334,3.064,0.412,0.496,0.395,0.34,0.392,0.413,0.439,0.421,477.054,431.632,7,0.3164816,8.629,5.767,1.083,0.474203,6.94409622,87.073669,229.575409,218.314362
314,8.782516055786093,8.59,154.976,128.093,2.668,0.542,0.14,0.344,0.156,0.424,3.016,0.249,0.53,0.269,0.391,0.031,0.796,0.308,0.297,73862.437,63685.774,9,0.1810043,8.468,5.529,1.091,0.516905,9.85425901,104.357986,241.029388,207.820435
315,9.119186407719209,6.27,41.907,16.34,1.804,0.698,0.136,0.549,0.031,0.312,2.09,0.007,0.274,0.013,0.221,0.018,0.653,0.297,0.251,2085.431,1076.519,12,0.2119286,10.132,5.811,1.137,0.674614,8.68130815,73.50975,241.457336,223.442993
316,9.267606240177033,3.93,97.282,13.439,1.975,0.863,0.138,0.084,0.455,0.347,2.115,0.454,0.354,0.438,0.241,0.35,0.643,0.295,0.292,4220.981,3952.524,12,0.2194958,8.978,5.635,1.079,0.571374,9.84685823,80.349396,306.823517,235.031876
317,9.244125144327509,5.16,137.123,99.8,2.777,0.572,0.137,0.159,0.297,0.456,2.77,0.096,0.452,0.107,0.377,0.077,0.616,0.304,0.219,52582.785,37766.044,13,0.4328613,9.653,5.943,1.061,0.59395,8.81049718,97.542114,251.167694,203.923767
318,9.346787486224656,9.98,464.583,39.409,5.228,0.912,0.138,0.417,0.068,0.372,5.412,0.02,0.414,0.037,0.356,0.023,0.571,0.286,0.241,117180.337,55801.538,7,0.2484861,9.754,6.283,1.074,0.611067,10.2125793,75.651222,256.284119,249.229889
319,9.259637310505756,6.6,140.467,107.279,9.727,0.546,0.137,0.155,0.186,0.478,9.249,0.28,0.438,0.201,0.425,0.127,0.59,0.273,0.321,164314.29,227568.867,14,0.3334848,9.93,6.27,1.04,0.680954,6.34753406,117.815857,269.283234,210.067001
320,9.193820026016112,9.4,238.573,7.405,1.598,0.964,0.138,0.82,0.335,0.286,1.911,0.33,0.386,0.336,0.217,0.439,0.594,0.48,0.461,5231.402,5466.256,6,0.2569669,9.143,5.71,1.068,0.589781,6.79125686,144.135162,251.206497,217.025635
321,9.09151498112135,0.41,29.503,5.507,1.934,0.799,0.142,0.489,0.321,0.283,2.272,0.411,0.345,0.316,0.212,0.467,0.529,0.364,0.372,581.312,626.701,8,0.1340906,9.32,5.877,1.044,0.572093,5.41206206,82.743988,236.490067,208.238052
322,9.136677139879543,1.41,184.383,31.276,4.802,0.836,0.139,0.117,0.486,0.308,4.728,0.389,0.299,0.429,0.276,0.381,0.258,0.304,0.263,34713.827,28395.468,12,0.1835812,9.266,6.519,1.101,0.591805,4.70363414,90.948654,236.712296,250.512054
323,8.698970004336019,4.27,195.797,158.428,3.748,0.547,0.136,0.336,0.593,0.282,4.133,0.345,0.383,0.448,0.229,0.386,0.181,0.404,0.394,148965.96,152893.971,9,0.2454632,10.43,5.771,1.043,0.675087,7.47657832,82.769585,238.678986,242.070267
324,8.96657624451305,0.31,32.946,9.173,1.806,0.75,0.136,0.583,0.325,0.297,2.179,0.295,0.403,0.33,0.229,0.395,0.567,0.402,0.423,968.005,1084.261,13,0.2965048,10.463,6.471,1.031,0.650298,6.63225916,71.665848,246.868591,222.819122
325,8.809668301829708,5.37,165.552,29.635,1.815,0.84,0.138,0.1,0.463,0.249,2.472,0.388,0.497,0.43,0.249,0.368,0.383,0.271,0.321,14361.845,14429.928,9,0.1815675,9.98,6.341,1.039,0.643583,7.38964605,110.899635,338.384857,267.080566
326,8.847711655616944,2.93,293.726,26.174,2.434,0.911,0.138,0.727,0.368,0.373,2.519,0.344,0.374,0.282,0.301,0.447,0.357,0.49,0.466,27504.091,26168.406,6,0.2342998,9.518,6.046,1.074,0.607353,7.43712546,51.237366,233.696045,206.548325
327,8.806875401645538,3.16,26.933,8.162,2.045,0.725,0.139,0.551,0.343,0.302,2.461,0.3,0.421,0.334,0.23,0.457,0.55,0.398,0.409,778.365,848.578,9,0.2712952,9.011,5.738,1.099,0.58892,10.885758,76.362579,252.105621,202.318329
328,8.8153085691824,8.61,442.998,7.031,2.808,0.978,0.139,0.896,0.245,0.399,2.859,0.594,0.399,0.287,0.353,0.171,0.49,0.514,0.608,13576.576,18557.249,11,0.2435745,9.271,5.871,1.099,0.605252,8.48968896,74.05983,247.985687,216.031982
329,8.87942606879415,7.33,25.672,5.197,1.429,0.795,0.143,0.458,0.374,0.401,1.485,0.4,0.432,0.345,0.286,0.526,0.536,0.411,0.393,400.515,368.986,6,0.2703923,7.58,5.801,1.078,0.532928,6.60324896,70.681107,214.863007,150.490448
