mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
44,8.886056647693163,7.884,3.076,0.879,0.666,0.161,0.533,0.463,0.289,0.264,0.053,0.317,0.118,0.455,0.12,0.266,4,0.1384252,4.399,2.7,1.131,0.309444,9.26018022,24.916969,244.25032,63.301025
45,9.045757490560677,227.918,4.348,1.242,0.976,0.156,0.575,0.432,0.41,0.308,0.175,0.343,0.232,0.374,0.271,0.446,8,0.0830767,5.147,4.477,1.084,0.398072,6.10952067,34.956841,238.210297,112.829605
46,8.886056647693163,87.274,77.381,2.275,0.523,0.151,0.075,0.121,0.461,0.037,0.344,0.051,0.365,0.083,0.461,0.163,6,0.1086575,6.08,3.315,1.114,0.429746,9.85611124,47.296391,228.291092,129.639938
47,8.0,7.363,3.167,0.868,0.646,0.162,0.541,0.47,0.269,0.251,0.053,0.32,0.113,0.442,0.112,0.271,7,0.0825959,4.616,3.281,1.13,0.307206,8.38623951,26.434137,237.82608,66.905746
49,9.221848749616356,8.447,5.28,1.94,0.539,0.151,0.454,0.435,0.449,0.338,0.167,0.394,0.272,0.431,0.405,0.397,7,0.2093501,5.712,4.089,1.137,0.394057,11.8355366,41.460823,222.034042,159.991898
50,8.522878745280337,251.325,124.637,2.95,0.663,0.154,0.438,0.947,0.296,1.028,0.225,0.968,0.254,0.913,0.355,0.609,7,0.195468,5.542,3.367,1.063,0.344636,6.7445598,28.572561,210.499939,147.89267
51,8.481486060122112,8.173,6.007,1.039,0.537,0.152,0.421,0.448,0.364,0.335,0.128,0.405,0.194,0.431,0.17,0.296,9,0.1525827,5.685,3.602,1.117,0.364331,10.27084,48.81369,307.313019,90.173996
52,8.275724130399212,259.539,5.341,1.273,0.975,0.156,0.462,0.515,0.436,0.301,0.239,0.363,0.345,0.386,0.371,0.343,9,0.1101116,5.514,3.702,1.127,0.35602,10.6003581,57.402306,237.684448,102.43679
53,8.67778070526608,264.537,10.0,1.727,0.958,0.152,0.43,0.414,0.402,0.473,0.139,0.383,0.223,0.401,0.216,0.286,8,0.1354806,5.778,3.993,1.173,0.399293,2.99244056,27.465897,243.467834,62.13026
54,8.585026652029182,8.773,5.109,1.005,0.589,0.154,0.395,0.444,0.324,0.269,0.116,0.368,0.17,0.49,0.154,0.28,10,0.0436921,5.747,3.775,1.044,0.363283,5.10885648,40.833183,272.217712,71.726959
55,8.585026652029182,11.247,5.555,0.797,0.639,0.153,0.378,0.436,0.281,0.371,0.058,0.384,0.121,0.442,0.13,0.255,7,0.0979,6.107,3.472,1.265,0.393475,13.1024096,26.410364,262.600403,55.011433
56,8.0,74.166,5.755,3.254,0.892,0.155,0.122,0.497,0.442,0.362,0.221,0.386,0.306,0.504,0.27,0.237,7,0.0691511,5.631,3.334,1.12,0.366315,6.07650355,42.586681,215.93689,84.06443
57,7.552841968657781,6.822,5.666,1.409,0.491,0.155,0.442,0.489,0.522,0.245,0.261,0.313,0.349,0.328,0.297,0.307,7,0.1817237,5.25,3.76,1.129,0.337407,5.61609927,64.803978,306.44516,92.081291
58,7.997833938243493,322.59,6.06,4.293,0.969,0.156,0.779,0.421,0.359,0.515,0.518,0.384,0.342,0.5,0.221,0.536,7,0.172241,5.613,4.493,1.122,0.356804,10.6876674,41.414131,274.29184,75.625854
59,8.3767507096021,8.397,5.447,1.132,0.561,0.154,0.404,0.447,0.407,0.285,0.128,0.375,0.205,0.431,0.2,0.31,9,0.1526635,5.705,4.374,1.147,0.37084,3.5650852,41.1147,239.816025,95.901512
60,8.301029995663981,142.882,7.288,1.223,0.944,0.151,0.357,0.456,0.395,0.619,0.195,0.489,0.235,1.059,0.293,0.416,8,0.1083126,6.129,4.397,1.046,0.423893,6.48880733,62.681019,323.225525,139.087753
61,7.920818753952375,144.837,7.41,1.271,0.943,0.151,0.169,0.349,0.387,0.189,0.128,0.251,0.208,0.194,0.243,0.241,7,0.0962483,6.044,4.017,1.1,0.416564,6.8124255,60.626869,266.49527,109.813789
62,8.769551078621726,168.638,7.656,2.544,0.943,0.148,0.367,0.348,0.457,0.398,0.086,0.375,0.195,0.428,0.276,0.315,14,0.0880943,6.651,5.518,1.084,0.443338,3.6839809,91.185104,252.381744,151.091797
63,8.431798275933005,159.848,111.216,4.191,0.581,0.149,0.218,0.238,0.343,0.287,0.23,0.21,0.267,0.245,0.352,0.234,11,0.2375377,6.223,5.112,1.203,0.445841,9.19373831,58.13401,241.508301,163.431534
64,8.267606240177031,204.616,8.712,4.853,0.938,0.145,0.429,0.432,0.388,0.326,0.309,0.367,0.382,0.355,0.462,0.355,10,0.1878629,6.796,5.144,1.08,0.419779,4.02817503,53.94458,297.172821,180.547485
65,8.136677139879543,9.245,6.299,1.354,0.547,0.15,0.446,0.454,0.317,0.403,0.138,0.441,0.19,0.454,0.166,0.364,10,0.1540197,5.968,5.449,1.044,0.407979,11.6755234,53.881142,284.524506,125.081299
66,8.075720713938118,177.51,6.902,1.15,0.957,0.148,0.248,0.426,0.452,0.486,0.14,0.457,0.242,0.467,0.291,0.286,8,0.1103176,6.859,5.546,1.038,0.454076,4.56191689,59.009109,272.971497,148.267899
67,7.795880017344075,9.301,7.786,0.925,0.516,0.151,0.409,0.372,0.298,0.217,0.08,0.256,0.142,0.294,0.144,0.276,6,0.1654056,6.178,5.213,1.062,0.411423,8.16200561,45.311035,257.986023,91.102127
68,7.886056647693163,314.22,10.061,3.489,0.959,0.147,0.783,0.431,0.423,0.421,0.145,0.412,0.22,0.354,0.275,0.46,9,0.1622364,6.896,5.434,1.068,0.444125,7.55563361,47.726555,294.09668,141.438431
70,8.031517051446064,11.638,7.96,0.902,0.568,0.147,0.433,0.435,0.353,0.475,0.081,0.445,0.157,0.322,0.183,0.305,10,0.098203,6.435,5.058,1.047,0.442901,2.67367145,53.779938,291.52005,157.773941
76,8.040958607678906,10.614,5.414,0.975,0.624,0.151,0.4,0.386,0.353,0.209,0.059,0.269,0.139,0.352,0.176,0.283,6,0.0863795,6.098,4.238,1.127,0.41152,7.75826245,29.11359,254.2258,133.579163
78,8.337242168318426,335.819,193.063,4.152,0.63,0.151,0.754,0.429,0.409,0.24,0.15,0.287,0.217,0.442,0.245,0.379,7,0.160294,6.112,4.135,1.065,0.394362,8.06693485,28.506016,251.259125,122.49572
79,7.0762380391713,132.615,10.044,1.22,0.922,0.162,0.246,0.515,0.266,0.435,0.766,0.476,0.295,0.372,0.396,0.455,6,0.0856107,6.478,2.944,1.079,0.419796,4.82214386,53.959354,960.335266,127.083344
80,9.522878745280336,8.505,5.194,1.089,0.575,0.152,0.448,0.404,0.39,0.304,0.082,0.309,0.166,0.487,0.201,0.328,7,0.085721,5.628,4.188,1.098,0.380553,6.16117395,32.615181,252.442535,107.371773
81,10.0,8.507,5.458,0.986,0.569,0.154,0.433,0.37,0.347,0.222,0.11,0.254,0.163,0.398,0.195,0.303,9,0.0802202,5.557,4.052,1.16,0.378443,10.0786125,29.166401,227.281769,82.305077
82,8.958607314841775,10.208,5.222,0.995,0.621,0.151,0.481,0.364,0.328,0.265,0.09,0.281,0.151,0.346,0.179,0.328,7,0.1885182,5.872,4.018,1.113,0.405682,5.98354428,38.136124,272.240295,113.710762
83,8.309803919971486,188.159,7.463,1.802,0.953,0.154,0.264,0.457,0.353,0.294,0.322,0.334,0.352,0.401,0.421,0.327,7,0.0945963,5.448,3.961,1.166,0.360218,7.64331115,47.157475,284.33783,108.998283
85,7.508638306165727,6.525,5.212,0.886,0.517,0.159,0.485,0.526,0.358,0.245,0.08,0.334,0.154,0.383,0.178,0.277,9,0.0688438,4.609,3.659,1.126,0.322756,8.3656345,53.430107,212.237976,149.038681
86,7.366531544420414,9.548,5.345,1.319,0.589,0.152,0.459,0.358,0.288,0.168,0.15,0.232,0.178,0.243,0.216,0.346,8,0.0934375,6.168,3.801,1.217,0.40567,12.4826965,62.755768,301.449158,114.518295
87,8.2839966563652,225.776,5.899,1.666,0.968,0.153,0.874,0.432,0.322,0.355,0.174,0.373,0.214,0.533,0.159,0.476,9,0.0996922,5.707,4.551,1.238,0.361884,12.462005,67.597229,264.834503,114.217834
88,8.698970004336019,324.774,5.415,4.775,0.97,0.153,0.708,0.419,0.405,0.388,0.238,0.365,0.273,0.517,0.272,0.389,9,0.0428664,5.308,3.712,1.144,0.338931,10.3890988,41.097404,263.733276,155.809067
89,8.468521082957745,271.412,5.363,3.336,0.969,0.153,0.561,0.398,0.393,0.339,0.173,0.32,0.26,0.419,0.281,0.34,9,0.1125475,5.605,4.77,1.13,0.375063,9.95693525,38.685333,246.802383,151.214691
90,8.585026652029182,148.524,25.767,4.803,0.829,0.153,0.137,0.076,0.436,0.061,0.276,0.094,0.326,0.107,0.352,0.17,9,0.1279635,5.924,3.711,1.101,0.404813,7.64505049,50.346764,284.168854,167.39743
91,7.886056647693163,6.656,5.641,1.04,0.499,0.155,0.429,0.531,0.374,0.289,0.075,0.395,0.157,0.416,0.177,0.275,7,0.064285,5.049,3.06,1.137,0.327206,7.68930727,36.032524,304.401031,91.247635
92,8.455931955649724,298.536,6.645,1.077,0.975,0.157,0.924,0.485,0.353,0.42,0.086,0.442,0.165,0.475,0.169,0.486,7,0.1073626,4.924,3.262,1.126,0.335921,7.70465833,25.147795,222.266586,77.616798
93,8.958607314841775,86.529,5.599,1.044,0.929,0.16,0.1,0.423,0.331,0.468,0.11,0.449,0.161,0.55,0.22,0.209,8,0.0309759,4.877,2.822,1.137,0.311848,9.809821,29.265778,263.611816,50.946537
94,7.602059991327962,6.258,4.156,2.169,0.497,0.155,0.522,0.509,0.422,0.249,0.247,0.385,0.28,0.361,0.424,0.286,9,0.2934923,5.097,3.247,1.159,0.321831,10.8451116,94.46714,243.674942,116.710533
95,6.127843727251707,67.096,6.762,1.165,0.894,0.163,0.07,0.53,0.381,0.445,0.104,0.463,0.187,0.528,0.183,0.21,9,0.0194432,4.521,3.52,1.234,0.321118,10.9083899,37.461655,219.461899,47.098679
96,6.6777807052660805,281.941,2.609,0.947,0.988,0.167,0.922,0.424,0.293,0.378,0.053,0.351,0.123,0.638,0.103,0.5,8,0.0326467,4.26,3.247,1.298,0.306024,12.9289406,29.529053,225.897675,50.635342
97,6.806875401645538,270.136,10.044,1.059,0.961,0.156,0.342,0.457,0.445,0.323,0.096,0.404,0.178,0.487,0.323,0.228,10,0.0470167,5.283,4.409,1.233,0.396375,10.9030368,50.127224,320.549469,124.799118
98,6.91721462968355,16.871,2.256,1.646,0.812,0.152,0.569,0.368,0.394,0.282,0.113,0.278,0.202,0.45,0.169,0.324,10,0.1213453,5.847,4.057,1.272,0.438156,14.2041884,69.073242,312.207428,154.565262
99,6.920818753952375,96.108,8.231,1.288,0.91,0.151,0.182,0.414,0.443,0.43,0.143,0.452,0.237,0.563,0.269,0.208,10,0.124271,5.83,4.145,1.267,0.456725,12.8833194,53.599369,247.629898,98.911453
100,7.67778070526608,223.471,116.909,1.067,0.654,0.163,0.414,0.249,0.374,0.545,0.081,0.352,0.168,0.734,0.148,0.369,10,0.1048067,4.325,3.623,1.235,0.32059,9.86670212,51.67337,247.885681,84.51783
101,7.795880017344075,236.635,2.84,1.968,0.98,0.155,0.946,0.471,0.485,0.198,0.226,0.289,0.304,0.368,0.26,0.446,11,0.1135299,5.276,3.93,1.128,0.426298,7.69924684,63.41819,260.819061,119.200928
102,7.920818753952375,218.267,108.237,3.144,0.662,0.161,0.556,0.486,0.338,0.511,0.447,0.298,0.381,0.296,0.625,0.528,9,0.1630659,5.337,4.146,1.229,0.369458,13.2774154,70.00988,245.796204,93.606216
103,7.920818753952375,235.143,2.978,1.097,0.983,0.157,0.417,0.317,0.358,0.234,0.078,0.246,0.166,0.353,0.151,0.261,9,0.1001982,5.204,4.418,1.096,0.401343,8.25917994,46.315868,274.73465,86.362534
104,7.920818753952375,82.481,3.37,1.738,0.942,0.164,0.119,0.4,0.488,0.27,0.215,0.316,0.314,0.33,0.279,0.186,5,0.0168333,4.195,3.5,1.181,0.314434,10.1755358,32.370415,244.439255,70.976364
105,8.070581074285707,16.599,2.334,0.804,0.841,0.154,0.513,0.432,0.358,0.299,0.065,0.311,0.144,0.515,0.143,0.303,5,0.0520618,5.588,3.178,1.163,0.434847,10.1889329,62.435272,247.513992,102.516022
106,8.102372908709558,330.058,161.272,3.678,0.667,0.157,0.601,0.298,0.542,0.166,0.215,0.217,0.339,0.339,0.374,0.402,9,0.0492785,4.958,3.917,1.241,0.333683,11.7349912,53.949646,288.174957,114.920151
107,8.207608310501746,394.791,151.445,1.597,0.721,0.16,0.695,0.352,0.495,0.474,0.252,0.39,0.306,0.616,0.238,0.531,10,0.1231659,4.992,3.947,1.187,0.361723,16.1769891,50.352905,254.334595,95.155365
109,8.327902142064282,77.698,14.494,1.294,0.831,0.151,0.101,0.458,0.367,0.446,0.136,0.441,0.198,0.518,0.209,0.26,10,0.1143298,5.578,3.95,1.34,0.429686,15.3132011,57.070766,278.307373,68.692818
110,8.619788758288394,11.227,4.768,0.86,0.666,0.153,0.501,0.447,0.344,0.276,0.084,0.341,0.149,0.375,0.145,0.281,7,0.2784219,5.187,3.943,1.213,0.380297,11.7650067,80.642586,275.698151,96.878227
113,5.337242168318426,179.265,3.902,0.159,0.978,0.177,0.514,0.453,0.199,0.511,0.095,0.384,0.092,0.417,0.063,0.306,5,0.121517,5.038,2.377,1.081,0.374275,6.44697775,38.33736,43.841652,43.379272
114,5.508638306165727,232.399,3.222,0.391,0.985,0.177,0.969,0.456,0.507,0.362,0.36,0.31,0.341,0.534,0.527,0.588,3,0.1317882,4.184,2.207,1.111,0.321912,6.5759565,30.004391,45.090202,25.964781
115,5.537602002101044,134.858,5.136,0.582,0.959,0.167,0.299,0.424,0.407,0.318,0.44,0.363,0.296,0.475,0.325,0.316,8,0.2031764,6.08,2.948,1.162,0.393538,9.35769267,35.385014,44.744053,70.391632
116,5.585026652029182,213.039,86.781,3.881,0.701,0.165,0.576,0.079,0.363,0.004,0.023,0.016,0.227,0.023,0.229,0.25,9,0.2105902,5.733,3.143,1.145,0.426907,10.2450315,31.834791,32.877953,47.954674
117,5.619788758288394,17.358,2.714,0.801,0.832,0.163,0.574,0.376,0.325,0.443,0.17,0.266,0.335,0.369,0.452,0.335,6,0.2183858,6.137,2.946,1.169,0.4104,8.66608182,48.652317,91.281982,42.56395
118,5.657577319177793,11.244,1.305,1.096,0.824,0.177,0.605,0.45,0.505,0.804,0.087,0.28,0.148,0.365,0.146,0.401,3,0.1140568,5.204,2.207,1.115,0.329315,7.26126879,31.76985,45.347347,46.372589
119,5.6777807052660805,10.896,2.055,0.409,0.816,0.177,0.602,0.446,0.456,0.965,0.042,0.418,0.143,0.497,0.168,0.498,4,0.1333098,4.566,2.241,1.071,0.35637,6.06606696,35.623558,20.650097,36.196335
120,5.698970004336019,11.666,2.344,0.659,0.795,0.172,0.614,0.44,0.405,0.701,0.092,0.397,0.156,0.438,0.226,0.432,4,0.1390176,5.001,2.343,1.05,0.371819,4.60017188,33.727238,43.544556,50.417564
121,5.769551078621726,9.379,1.845,0.985,0.768,0.174,0.564,0.408,0.445,0.443,0.118,0.246,0.212,0.339,0.209,0.317,7,0.0615079,4.341,2.754,1.134,0.318352,7.37990738,33.422222,38.961235,71.289528
122,5.769551078621726,303.544,139.704,1.761,0.682,0.177,0.385,0.289,0.383,0.104,0.516,0.182,0.262,0.195,0.412,0.332,5,0.0971819,4.46,2.275,1.128,0.328686,8.07017452,32.825974,24.860937,50.039707
123,5.823908740944319,358.147,156.397,92.164,0.59,0.159,0.296,0.833,0.145,0.412,0.015,0.838,0.047,0.513,0.045,0.259,8,0.1312071,6.067,3.048,1.133,0.443477,10.7038804,48.082809,185.401932,190.017365
124,5.958607314841775,10.552,2.951,0.363,0.761,0.171,0.574,0.468,0.207,0.447,0.238,0.329,0.18,0.45,0.142,0.343,6,0.1619515,5.024,2.651,1.104,0.335343,5.98714358,43.399208,48.091797,95.877274
125,6.0,243.801,6.675,1.26,0.968,0.163,0.946,0.432,0.287,0.135,0.565,0.241,0.283,0.283,0.336,0.559,6,0.2000234,6.246,3.504,1.122,0.463526,6.08270545,47.418564,73.125732,67.524658
126,6.0,184.91,3.162,2.168,0.972,0.162,0.445,0.483,0.503,0.459,0.427,0.473,0.333,0.435,0.357,0.399,9,0.1064621,6.246,3.061,1.07,0.460716,6.12811753,41.142666,72.471214,97.953835
127,6.309803919971486,403.281,12.267,1.058,0.968,0.163,0.774,0.39,0.286,0.221,0.171,0.198,0.196,0.236,0.263,0.389,7,0.2011487,5.737,3.301,1.076,0.452629,8.04606746,81.449791,67.499054,68.52977
128,6.366531544420414,21.708,2.149,0.388,0.895,0.161,0.558,0.38,0.216,0.472,0.135,0.313,0.129,0.41,0.099,0.326,8,0.1398036,5.933,3.049,1.095,0.438905,8.76499484,45.212631,77.075691,97.808403
129,6.443697499232712,20.622,3.844,0.617,0.822,0.158,0.583,0.402,0.32,0.292,0.147,0.293,0.18,0.357,0.206,0.295,7,0.1745802,7.127,3.199,1.098,0.456102,9.54088078,42.761902,82.366272,127.603973
130,6.698970004336019,207.569,3.131,0.717,0.982,0.163,0.742,0.422,0.224,0.268,0.35,0.249,0.265,0.268,0.321,0.428,7,0.2157824,6.032,3.71,1.099,0.460859,6.78548256,56.604782,82.193291,82.825958
131,7.0,182.506,45.021,3.581,0.79,0.175,0.588,0.044,0.405,0.001,0.014,0.007,0.459,0.01,0.514,0.213,4,0.1435027,5.038,2.568,1.092,0.3426,6.15161881,43.434303,37.52549,69.752716
132,5.455931955649724,7.953,2.488,1.155,0.686,0.164,0.526,0.384,0.331,0.21,0.091,0.255,0.156,0.451,0.17,0.294,7,0.1159763,4.483,2.825,1.312,0.313949,12.4631212,54.321995,69.296356,67.9515
133,5.494850021680094,291.138,164.245,3.924,0.634,0.158,0.494,0.436,0.484,0.242,0.318,0.32,0.381,0.286,0.364,0.431,7,0.1825807,4.878,3.657,1.185,0.326422,15.9287184,32.360909,117.060989,72.493027
134,5.552841968657781,9.847,2.382,0.622,0.766,0.169,0.583,0.374,0.287,0.181,0.048,0.235,0.11,0.403,0.114,0.256,6,0.0837467,4.374,2.675,1.407,0.323571,13.7236666,57.485893,82.249535,61.185902
135,5.920818753952375,139.406,3.013,1.693,0.967,0.163,0.314,0.401,0.406,0.31,0.193,0.304,0.261,0.463,0.313,0.337,9,0.1153401,4.765,3.152,1.438,0.335058,16.9332279,47.032951,81.753265,66.227058
136,6.049148541111453,10.14,2.343,0.563,0.777,0.167,0.563,0.4,0.31,0.177,0.084,0.246,0.144,0.398,0.142,0.293,9,0.1037333,4.64,3.388,1.493,0.344472,13.4366302,27.478329,57.371689,63.848625
