mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
13,7.552841968657781,4.58,250.91,123.231,1.807,0.667,0.153,0.267,0.22,0.417,0.11,0.237,0.271,0.093,0.356,0.301,0.194,7,0.1757401,5.373,3.777,1.173,0.397923,9.32191672,47.032803,282.219452,72.407578
14,8.017728766960431,3.32,340.457,23.272,2.559,0.929,0.153,0.868,0.032,0.488,0.002,0.264,0.337,0.012,0.387,0.463,0.397,7,0.0964809,5.947,4.041,1.26,0.42422,13.7227073,53.790665,266.983063,107.798775
15,8.920818753952375,1.3,10.056,2.711,0.932,0.734,0.159,0.506,0.372,0.319,0.232,0.085,0.146,0.423,0.137,0.399,0.318,7,0.0452915,5.109,3.985,1.323,0.370232,14.6821958,29.495167,233.991302,84.700623
16,7.301029995663981,8.05,10.809,2.394,1.013,0.76,0.159,0.519,0.39,0.305,0.271,0.06,0.132,0.482,0.131,0.404,0.273,7,0.0943133,5.01,3.178,1.173,0.347436,9.08095073,33.972275,263.793854,81.62693
17,8.537602002101044,0.54,7.604,3.508,0.934,0.631,0.159,0.512,0.446,0.306,0.303,0.074,0.129,0.334,0.147,0.421,0.314,6,0.1526805,5.196,3.417,1.18,0.337912,10.6179327,31.152994,255.410797,86.925423
19,7.494850021680094,1.9,14.145,3.572,0.836,0.762,0.154,0.507,0.414,0.312,0.277,0.059,0.127,0.398,0.139,0.411,0.289,8,0.1041001,5.66,4.159,1.135,0.411697,8.99290964,27.398895,266.883118,110.430016
20,7.657577319177793,6.12,367.315,4.935,2.058,0.981,0.147,0.93,0.33,0.484,0.144,0.24,0.318,0.256,0.372,0.581,0.435,7,0.0800997,6.381,4.159,1.159,0.455977,10.3049339,53.474068,275.248657,199.60228
21,7.958607314841775,9.56,17.717,2.479,1.601,0.813,0.149,0.569,0.43,0.46,0.251,0.157,0.236,0.435,0.214,0.487,0.336,9,0.1371328,6.208,4.225,1.231,0.450935,11.8132477,61.753906,270.443665,144.21196
22,7.017728766960431,9.83,276.747,156.198,2.676,0.635,0.162,0.541,0.482,0.459,0.358,0.367,0.427,0.386,0.347,0.494,0.465,7,0.0285721,4.403,3.281,1.209,0.301502,9.87001287,52.110802,273.000702,83.823364
23,8.080921907623926,3.21,10.485,3.315,1.627,0.68,0.153,0.447,0.432,0.491,0.318,0.153,0.248,0.455,0.251,0.456,0.324,9,0.111973,5.635,4.135,1.383,0.380959,15.1182604,43.828949,294.182251,153.480606
24,8.769551078621726,6.75,365.006,161.637,1.409,0.691,0.156,0.739,0.349,0.398,0.132,0.116,0.221,0.178,0.24,0.495,0.396,8,0.1340802,5.224,4.082,1.104,0.376505,8.92591958,29.8088,287.986053,94.687073
25,7.481486060122112,9.92,153.258,30.645,1.964,0.825,0.156,0.29,0.046,0.494,0.005,0.21,0.33,0.016,0.358,0.277,0.193,7,0.1018414,5.23,3.144,1.215,0.396564,10.4476494,60.351665,296.359985,110.835564
27,7.958607314841775,4.14,16.08,2.023,1.447,0.822,0.154,0.531,0.379,0.348,0.287,0.104,0.178,0.458,0.178,0.419,0.296,6,0.1320539,5.47,3.916,1.309,0.41701,14.7146124,14.575814,283.383759,91.292198
28,8.031517051446064,3.32,163.15,11.648,0.867,0.929,0.153,0.407,0.508,0.451,0.559,0.093,0.187,0.529,0.265,0.455,0.382,7,0.0800149,5.403,3.588,1.176,0.41288,10.3094493,27.044355,1149.263428,86.260689
30,8.229147988357855,1.72,18.293,2.595,1.507,0.817,0.151,0.526,0.434,0.291,0.25,0.244,0.231,0.441,0.121,0.417,0.408,7,0.1278558,6.032,4.716,1.133,0.497158,10.0723519,63.770355,226.859589,102.000557
31,8.568636235841012,3.96,366.125,24.19,2.683,0.932,0.156,0.952,0.034,0.355,0.002,0.028,0.206,0.012,0.329,0.447,0.323,9,0.1643205,5.381,4.258,1.25,0.379327,10.7217134,30.738117,290.633911,75.857239
32,8.022276394711152,4.76,15.884,2.351,0.829,0.833,0.156,0.45,0.363,0.291,0.226,0.063,0.126,0.388,0.118,0.368,0.251,9,0.0644779,5.679,4.213,1.276,0.426014,12.9437896,26.639267,246.494965,55.430874
33,7.886056647693163,7.95,10.91,3.521,1.175,0.699,0.154,0.519,0.462,0.397,0.255,0.086,0.172,0.415,0.193,0.459,0.323,7,0.1690762,5.637,4.282,1.138,0.386168,7.42285096,31.553379,261.863464,104.592697
34,8.494850021680094,1.84,13.089,2.866,0.759,0.783,0.159,0.478,0.408,0.29,0.235,0.079,0.13,0.393,0.127,0.392,0.264,6,0.0733314,5.288,3.906,1.217,0.392908,9.73911749,47.295006,244.367813,107.476677
35,7.045757490560675,3.29,7.023,3.948,0.809,0.596,0.16,0.523,0.468,0.313,0.262,0.117,0.141,0.412,0.285,0.435,0.285,6,0.0580671,4.672,3.024,1.231,0.310397,11.2818747,36.667961,250.576294,73.217484
36,8.585026652029182,7.41,263.054,164.905,2.088,0.612,0.154,0.843,0.424,0.392,0.526,0.143,0.233,0.354,0.231,0.553,0.477,9,0.0663934,5.876,4.248,1.19,0.421185,10.3411873,43.514343,233.49614,95.889511
37,8.214670164989233,5.69,227.608,8.062,1.414,0.96,0.155,0.915,0.452,0.435,0.318,0.163,0.247,0.286,0.28,0.601,0.503,8,0.050791,5.622,3.983,1.192,0.397265,11.1246228,31.297026,234.233047,65.374435
38,8.346787486224656,3.9,11.377,3.79,0.944,0.706,0.154,0.483,0.38,0.344,0.17,0.071,0.149,0.359,0.166,0.402,0.33,9,0.1320258,5.914,4.362,1.117,0.413179,8.93232654,37.383392,227.842545,69.267349
39,8.823908740944319,8.25,11.5,4.355,0.79,0.691,0.153,0.484,0.39,0.3,0.297,0.07,0.134,0.35,0.147,0.391,0.324,10,0.1267458,5.788,4.614,1.118,0.409186,7.41399831,49.796249,243.379028,71.361473
40,8.698970004336019,9.18,6.4,4.125,0.959,0.557,0.162,0.524,0.415,0.314,0.19,0.19,0.173,0.276,0.351,0.418,0.269,4,0.049995,4.551,3.247,1.225,0.303386,9.40723732,33.968327,219.118088,101.943649
41,6.823908740944319,0.68,7.502,3.565,0.747,0.635,0.162,0.537,0.451,0.272,0.239,0.066,0.119,0.401,0.123,0.42,0.266,6,0.0318575,4.699,3.212,1.147,0.312415,8.96281172,33.255871,238.366898,73.955811
42,8.55284196865778,3.48,267.014,159.431,3.313,0.621,0.163,0.624,0.387,0.417,0.426,0.285,0.33,0.236,0.237,0.476,0.479,8,0.0690739,4.506,3.058,1.139,0.306482,8.43380355,46.846573,221.400864,99.37336
43,7.744727494896693,5.94,226.557,6.186,1.633,0.967,0.163,0.913,0.532,0.444,0.349,0.118,0.218,0.425,0.213,0.629,0.456,7,0.0431598,4.495,3.227,1.143,0.303579,7.62353966,34.12096,216.993851,68.339539
44,8.886056647693163,9.79,7.846,3.105,0.88,0.663,0.161,0.534,0.464,0.289,0.261,0.056,0.121,0.456,0.121,0.429,0.265,6,0.0939117,4.654,2.461,1.176,0.308991,9.10450493,33.857372,218.202011,79.825333
45,9.045757490560677,2.16,223.087,4.201,3.244,0.968,0.156,0.887,0.525,0.514,0.266,0.243,0.324,0.418,0.378,0.642,0.436,7,0.0961152,5.567,4.238,1.086,0.389206,5.86209142,43.970638,217.789917,157.66304
46,8.886056647693163,2.23,104.837,12.315,0.864,0.888,0.151,0.168,0.373,0.311,0.4,0.092,0.152,0.458,0.206,0.284,0.193,6,0.1523579,6.208,3.11,1.169,0.445558,10.1085506,64.158012,217.076431,130.284119
47,8.0,1.96,7.171,3.452,0.971,0.619,0.162,0.546,0.452,0.314,0.251,0.058,0.131,0.411,0.125,0.437,0.278,6,0.035328,4.732,3.281,1.144,0.311123,7.53777793,45.060726,229.494629,85.712296
49,9.221848749616356,7.04,10.765,5.351,0.888,0.633,0.151,0.421,0.462,0.291,0.31,0.076,0.135,0.459,0.138,0.391,0.298,8,0.1282852,5.908,4.226,1.131,0.402449,7.62189405,78.848297,295.967163,79.524368
50,8.522878745280337,7.39,308.126,6.267,2.225,0.973,0.154,0.89,0.511,0.422,0.38,0.226,0.275,0.46,0.326,0.608,0.499,8,0.0479836,5.458,3.268,1.082,0.353542,9.7318852,47.335613,278.301178,95.926323
51,8.481486060122112,3.44,70.571,6.469,3.092,0.881,0.152,0.109,0.455,0.441,0.467,0.296,0.34,0.612,0.35,0.335,0.295,9,0.0724856,5.496,3.734,1.133,0.379286,8.96222107,44.087894,283.495178,90.658134
52,8.275724130399212,2.66,9.414,4.378,1.11,0.632,0.158,0.441,0.469,0.469,0.322,0.109,0.218,0.418,0.259,0.46,0.292,6,0.0832797,5.216,3.879,1.14,0.365805,10.9065547,36.51656,274.511108,90.54496
53,8.67778070526608,7.42,9.466,5.679,1.355,0.574,0.152,0.43,0.443,0.429,0.341,0.159,0.239,0.425,0.231,0.434,0.354,9,0.1024894,6.171,3.855,1.169,0.398247,15.3350553,38.036911,234.995804,62.315662
54,8.585026652029182,9.03,8.338,5.614,1.099,0.554,0.154,0.442,0.454,0.382,0.269,0.115,0.187,0.453,0.191,0.426,0.312,8,0.0937733,5.599,3.729,1.118,0.373171,7.11211331,35.435848,235.639557,65.549339
55,8.585026652029182,5.27,11.446,5.116,0.84,0.658,0.153,0.39,0.427,0.328,0.339,0.093,0.147,0.453,0.153,0.382,0.264,7,0.1121992,5.866,3.709,1.255,0.39177,11.901287,33.568886,231.970276,62.326229
56,8.0,0.82,9.035,5.99,0.903,0.567,0.156,0.373,0.45,0.339,0.327,0.103,0.162,0.469,0.157,0.388,0.251,9,0.0688161,5.722,3.403,1.122,0.362377,8.08408418,40.94733,246.075317,59.430248
57,7.552841968657781,8.31,6.773,5.035,1.928,0.493,0.155,0.458,0.469,0.492,0.411,0.205,0.304,0.337,0.356,0.473,0.337,11,0.2049468,5.743,3.92,1.169,0.343341,13.3071226,56.092812,290.439941,113.327812
58,7.997833938243493,2.63,8.532,5.654,0.822,0.569,0.156,0.423,0.425,0.349,0.304,0.113,0.17,0.39,0.17,0.399,0.3,8,0.139238,5.983,4.911,1.149,0.376925,4.68462373,51.582909,253.010971,68.92099
59,8.3767507096021,7.69,8.521,5.654,1.081,0.559,0.153,0.432,0.44,0.379,0.314,0.14,0.197,0.545,0.255,0.417,0.32,12,0.0749845,5.613,4.432,1.113,0.379254,7.96939033,41.846588,255.33934,106.23465
60,8.301029995663981,5.74,8.273,7.393,0.931,0.498,0.151,0.412,0.432,0.377,0.358,0.131,0.187,0.244,0.231,0.407,0.375,6,0.1070777,6.219,4.493,1.078,0.417193,4.30828627,72.825378,266.533966,141.026398
61,7.920818753952375,0.29,8.72,5.853,1.183,0.553,0.151,0.473,0.503,0.461,0.334,0.132,0.214,0.286,0.282,0.479,0.389,8,0.1383605,5.675,3.984,1.074,0.407996,10.0059015,33.711342,284.38858,114.839699
62,8.769551078621726,7.6,142.856,9.383,1.381,0.93,0.148,0.152,0.38,0.355,0.484,0.101,0.188,0.436,0.205,0.296,0.235,13,0.1106235,6.609,5.628,1.13,0.456789,10.4341749,33.487957,295.510071,139.907669
63,8.431798275933005,2.13,36.506,9.3,2.681,0.753,0.149,0.054,0.465,0.55,0.378,0.008,0.16,0.36,0.308,0.356,0.132,10,0.167653,6.197,5.452,1.182,0.41443,11.0042138,52.244869,272.375671,133.545563
64,8.267606240177031,0.08,12.71,7.086,1.111,0.608,0.145,0.439,0.378,0.374,0.506,0.114,0.18,0.392,0.199,0.397,0.345,9,0.1055962,7.057,5.146,1.033,0.43798,7.53993414,70.924622,294.941833,196.217484
65,8.136677139879543,9.64,259.24,7.07,3.176,0.962,0.15,0.983,0.437,0.501,0.572,0.226,0.339,0.432,0.264,0.64,0.602,10,0.1675186,6.388,5.069,1.088,0.395329,4.31693762,55.055946,251.59169,135.139236
66,8.075720713938118,5.79,180.522,8.898,1.117,0.947,0.148,0.411,0.4,0.437,0.222,0.217,0.265,0.311,0.311,0.416,0.329,9,0.1908552,6.969,5.172,1.054,0.430909,5.69163799,53.913475,278.132965,149.458481
67,7.795880017344075,9.77,9.369,4.844,1.231,0.607,0.151,0.48,0.57,0.324,0.458,0.123,0.181,0.498,0.155,0.458,0.368,12,0.1515884,5.762,5.008,1.108,0.385109,5.83351298,41.271206,285.267822,103.50827
68,7.886056647693163,2.93,209.658,12.052,4.224,0.928,0.147,0.267,0.525,0.481,0.288,0.34,0.376,0.387,0.542,0.425,0.272,9,0.176569,6.913,5.365,1.086,0.448816,4.11809736,36.201317,279.558899,113.912178
70,8.031517051446064,2.6,256.379,163.212,1.016,0.61,0.147,0.471,0.286,0.215,0.225,0.127,0.145,0.336,0.1,0.324,0.257,5,0.1369428,6.73,5.263,1.041,0.433169,4.66863285,66.898949,273.120789,125.348259
76,8.040958607678906,9.94,252.421,6.687,4.537,0.957,0.151,0.765,0.477,0.461,0.311,0.187,0.287,0.381,0.263,0.567,0.41,7,0.1272744,5.7,4.34,1.145,0.384487,10.0040947,42.453739,269.079681,109.088478
78,8.337242168318426,5.8,309.611,175.111,6.581,0.63,0.151,0.546,0.437,0.483,0.3,0.427,0.474,0.33,0.378,0.489,0.429,5,0.1389265,5.877,4.203,1.091,0.387969,8.35734822,48.587318,270.433136,109.494148
79,7.0762380391713,9.16,17.456,3.402,0.932,0.801,0.162,0.597,0.389,0.267,0.305,0.591,0.294,0.352,0.432,0.418,0.431,6,0.2398404,5.975,2.945,1.169,0.416711,3.66742588,43.156204,950.498535,104.372261
80,9.522878745280336,2.63,8.083,5.446,1.078,0.553,0.153,0.453,0.412,0.347,0.37,0.072,0.144,0.468,0.18,0.404,0.329,8,0.0904389,5.893,4.188,1.113,0.37641,7.30345697,42.706337,277.08786,108.412636
81,10.0,9.19,259.626,5.458,1.57,0.974,0.154,0.785,0.377,0.467,0.301,0.225,0.293,0.334,0.389,0.543,0.497,7,0.1051901,5.547,4.223,1.165,0.373217,10.5731235,48.657303,249.888763,98.729156
82,8.958607314841775,4.34,94.211,40.31,1.684,0.692,0.151,0.106,0.064,0.378,0.008,0.222,0.27,0.027,0.552,0.183,0.089,9,0.2176645,6.101,4.017,1.11,0.403345,9.49177079,48.464417,269.588806,98.342857
83,8.309803919971486,8.74,193.34,5.35,1.273,0.967,0.154,0.653,0.346,0.372,0.241,0.116,0.192,0.352,0.168,0.457,0.292,6,0.1013338,5.584,4.029,1.169,0.364569,7.64956666,49.049007,241.622116,93.676132
85,7.508638306165727,9.34,132.609,5.872,0.839,0.952,0.159,0.271,0.495,0.306,0.474,0.077,0.136,0.551,0.159,0.357,0.262,11,0.0506993,5.013,3.69,1.17,0.323822,9.65883359,33.715935,220.82695,85.886017
86,7.366531544420414,6.64,9.719,5.323,1.249,0.597,0.152,0.446,0.351,0.316,0.172,0.156,0.186,0.249,0.218,0.371,0.352,8,0.087236,6.212,4.006,1.295,0.410267,10.0955873,39.284763,261.929718,96.2836
87,8.2839966563652,1.92,138.176,5.683,4.905,0.929,0.153,0.252,0.448,0.479,0.391,0.207,0.286,0.586,0.369,0.393,0.296,13,0.1309809,5.929,4.589,1.24,0.391874,13.0791449,58.414577,253.182022,102.289169
88,8.698970004336019,8.49,8.999,5.033,1.025,0.598,0.153,0.45,0.391,0.349,0.221,0.224,0.198,0.323,0.458,0.397,0.266,7,0.0210338,5.36,3.438,1.207,0.344347,11.0427954,52.17849,278.378571,171.64006
89,8.468521082957745,0.36,7.901,5.386,0.967,0.554,0.153,0.459,0.422,0.322,0.229,0.094,0.149,0.379,0.195,0.401,0.276,10,0.1598006,5.166,4.294,1.087,0.353838,11.0096082,62.633408,285.922882,185.864731
90,8.585026652029182,6.43,8.531,5.228,0.865,0.583,0.153,0.444,0.399,0.283,0.181,0.091,0.132,0.25,0.164,0.376,0.346,8,0.1076316,5.787,3.473,1.133,0.390559,8.89901209,47.604416,252.961853,131.047516
91,7.886056647693163,2.06,6.397,5.753,1.018,0.486,0.155,0.432,0.542,0.386,0.279,0.084,0.163,0.409,0.196,0.453,0.275,8,0.0645428,5.11,2.821,1.147,0.325055,8.32610483,22.858986,246.058655,100.000885
92,8.455931955649724,4.47,210.581,132.21,1.0,0.613,0.157,0.613,0.262,0.335,0.134,0.082,0.156,0.252,0.183,0.403,0.374,7,0.1026771,5.046,3.398,1.137,0.334196,8.3557895,31.682405,231.082794,51.368275
93,8.958607314841775,7.3,214.278,66.024,3.292,0.756,0.16,0.4,0.115,0.458,0.054,0.411,0.426,0.044,0.577,0.324,0.229,7,0.0682124,4.859,2.754,1.167,0.311067,9.141283,30.178896,249.230392,64.270004
94,7.602059991327962,1.05,11.314,3.209,2.138,0.679,0.154,0.503,0.474,0.445,0.228,0.265,0.293,0.357,0.397,0.474,0.332,7,0.1913061,5.595,3.212,1.156,0.385725,10.6713273,53.293068,268.815765,79.257195
95,6.127843727251707,4.47,8.231,2.534,1.138,0.692,0.163,0.567,0.406,0.348,0.355,0.091,0.167,0.54,0.153,0.44,0.321,9,0.1674215,4.711,3.588,1.251,0.320924,10.6717769,33.6604,266.338684,43.712776
96,6.6777807052660805,4.95,280.606,7.28,1.018,0.971,0.167,0.602,0.522,0.304,0.366,0.054,0.127,0.338,0.131,0.476,0.403,7,0.0407241,4.465,3.281,1.243,0.305559,9.81834624,36.195156,269.635162,53.872517
97,6.806875401645538,0.31,10.929,2.511,1.082,0.753,0.156,0.521,0.425,0.331,0.286,0.102,0.162,0.523,0.142,0.426,0.33,9,0.0898905,5.031,4.067,1.215,0.376781,12.3708529,29.875717,301.599915,101.014603
98,6.91721462968355,7.41,213.675,3.875,2.043,0.973,0.151,0.8,0.457,0.379,0.306,0.254,0.27,0.459,0.451,0.545,0.421,10,0.1388589,5.904,4.398,1.32,0.413865,15.6221183,59.921768,303.819061,155.473022
99,6.920818753952375,1.07,21.065,2.513,0.96,0.858,0.151,0.57,0.394,0.364,0.257,0.089,0.158,0.431,0.159,0.443,0.304,9,0.0900371,6.222,4.317,1.263,0.475021,12.1863187,31.491547,278.615753,90.12471
100,7.67778070526608,6.98,478.994,157.987,116.653,0.636,0.163,0.646,0.274,0.69,0.349,0.402,0.554,0.363,0.44,0.537,0.505,10,0.0245465,4.586,3.417,1.25,0.316314,10.8721879,64.073647,273.382538,48.40345
101,7.795880017344075,0.58,14.764,2.386,0.862,0.82,0.155,0.474,0.424,0.284,0.288,0.052,0.115,0.456,0.1,0.394,0.294,8,0.1057484,5.941,3.998,1.082,0.423621,7.93014156,67.3274,236.873184,141.368286
102,7.920818753952375,3.54,355.545,4.626,0.591,0.986,0.16,0.759,0.346,0.231,0.197,0.031,0.083,0.199,0.095,0.446,0.371,8,0.1696975,5.13,3.94,1.262,0.377771,11.8623103,37.953968,233.594131,92.755264
103,7.920818753952375,3.79,92.774,12.834,2.497,0.858,0.157,0.122,0.44,0.391,0.139,0.214,0.278,0.351,0.485,0.318,0.12,12,0.1237626,5.327,4.283,1.172,0.39678,9.48671485,36.483685,281.01297,61.648949
104,7.920818753952375,1.09,111.127,8.125,1.009,0.924,0.164,0.109,0.492,0.311,0.474,0.068,0.138,0.571,0.137,0.304,0.196,7,0.0754327,4.545,3.432,1.177,0.320759,9.09340573,28.640818,246.950851,62.241871
105,8.070581074285707,6.7,15.223,2.641,0.783,0.816,0.154,0.517,0.444,0.345,0.296,0.061,0.136,0.499,0.137,0.435,0.302,8,0.1055625,5.562,3.417,1.196,0.420528,10.2268723,44.131691,262.386139,95.284897
106,8.102372908709558,0.49,7.716,2.486,2.356,0.614,0.157,0.527,0.489,0.542,0.279,0.118,0.194,0.587,0.166,0.519,0.396,10,0.051393,5.063,3.98,1.212,0.354128,11.1037915,44.976585,289.38031,101.540871
107,8.207608310501746,7.88,134.446,117.089,2.069,0.53,0.16,0.321,0.575,0.521,0.788,0.289,0.395,0.147,0.428,0.472,0.541,11,0.1695971,4.777,4.157,1.37,0.360217,9.80388587,67.683037,264.412262,100.47879
109,8.327902142064282,4.54,229.91,5.345,1.654,0.97,0.151,0.853,0.453,0.49,0.302,0.138,0.249,0.436,0.329,0.599,0.389,12,0.1017708,5.646,3.779,1.38,0.437075,13.8911647,48.570747,254.315781,58.412102
110,8.619788758288394,4.86,233.831,39.731,4.319,0.841,0.153,0.622,0.067,0.377,0.008,0.014,0.187,0.028,0.345,0.356,0.236,12,0.1712742,5.936,4.11,1.281,0.444497,12.7153181,36.154278,305.94162,120.575073
113,5.337242168318426,7.57,389.337,4.515,1.038,0.986,0.177,0.986,0.394,0.471,0.236,0.183,0.24,0.186,0.332,0.617,0.446,4,0.0744442,4.674,2.105,1.083,0.363667,6.85531253,23.401434,55.771587,61.317947
114,5.508638306165727,4.63,164.212,3.282,0.551,0.977,0.177,0.835,0.306,0.35,0.459,0.12,0.177,0.319,0.141,0.497,0.488,4,0.1062101,4.367,2.274,1.112,0.322491,6.86767373,26.840757,34.06044,60.984104
115,5.537602002101044,0.1,15.844,2.187,1.143,0.826,0.167,0.578,0.37,0.293,0.733,0.165,0.352,0.374,0.418,0.414,0.422,7,0.0733276,5.826,3.012,1.047,0.393386,8.04987215,20.830589,47.611485,95.307648
116,5.585026652029182,4.28,122.151,2.941,0.4,0.973,0.165,0.138,0.44,0.229,0.375,0.132,0.136,0.471,0.108,0.269,0.187,8,0.1716525,5.677,3.041,1.137,0.415881,9.27817219,39.40517,47.20224,108.915054
117,5.619788758288394,2.27,16.622,3.457,0.772,0.797,0.163,0.569,0.371,0.244,0.321,0.265,0.283,0.33,0.399,0.395,0.31,7,0.2449776,6.201,2.777,1.154,0.398611,7.03495441,32.172333,94.335045,69.902016
118,5.657577319177793,2.33,105.54,9.829,1.165,0.906,0.177,0.157,0.569,0.284,0.322,0.783,0.317,0.61,0.486,0.337,0.39,4,0.0398642,4.889,2.173,1.113,0.323299,7.86273014,46.873436,30.43943,68.933395
119,5.6777807052660805,8.72,352.102,3.331,1.902,0.985,0.177,0.94,0.349,0.509,0.631,0.539,0.401,0.155,0.395,0.6,0.719,4,0.1615514,5.009,2.309,1.077,0.35702,6.41508324,34.78838,29.950199,35.227177
120,5.698970004336019,8.94,164.147,11.061,0.351,0.935,0.172,0.43,0.51,0.318,0.553,0.494,0.319,0.973,0.413,0.419,0.489,4,0.146811,4.934,2.139,1.052,0.375675,5.88716021,41.055008,46.065674,63.206924
121,5.769551078621726,7.01,348.935,87.248,1.185,0.798,0.174,0.768,0.357,0.443,0.405,0.163,0.221,0.157,0.299,0.523,0.448,6,0.0394454,4.682,3.028,1.13,0.320178,7.50282468,22.353455,48.233559,60.443031
122,5.769551078621726,1.11,184.906,96.923,1.565,0.652,0.177,0.284,0.328,0.425,0.512,0.2,0.252,0.096,0.32,0.346,0.305,3,0.1281727,4.73,2.309,1.128,0.316968,8.09981199,32.959946,28.057468,56.115768
123,5.823908740944319,9.49,19.34,3.129,1.098,0.821,0.159,0.62,0.381,0.29,0.324,0.466,0.301,0.347,0.442,0.431,0.419,5,0.2455377,6.135,2.909,1.148,0.438954,4.36618458,30.488792,216.077576,188.569519
124,5.958607314841775,2.43,221.323,6.826,2.353,0.96,0.171,0.596,0.354,0.407,0.325,0.199,0.25,0.271,0.307,0.453,0.416,7,0.0421765,5.072,2.617,1.104,0.345591,9.33988198,32.872711,55.04377,71.396881
125,6.0,9.74,449.4,14.834,0.856,0.966,0.163,0.991,0.434,0.385,0.37,0.231,0.249,0.271,0.361,0.603,0.521,7,0.0618907,6.192,3.437,1.129,0.448667,10.4571013,66.255127,65.068375,85.359756
126,6.0,8.34,15.689,4.411,0.377,0.766,0.164,0.547,0.422,0.277,0.289,0.266,0.209,0.378,0.191,0.415,0.32,6,0.1901827,6.032,3.197,1.082,0.414029,8.68696921,44.561153,71.318604,87.714043
127,6.309803919971486,4.19,19.906,2.816,0.289,0.865,0.163,0.548,0.424,0.28,0.37,0.218,0.208,0.361,0.192,0.417,0.331,6,0.1740484,5.745,3.608,1.102,0.444783,7.84769307,61.303955,84.504784,84.455467
128,6.366531544420414,0.54,22.152,1.67,1.007,0.892,0.161,0.558,0.301,0.221,0.694,0.123,0.298,0.384,0.485,0.36,0.388,6,0.1905226,5.95,3.085,1.1,0.440212,9.16419483,56.659317,64.689941,72.022728
129,6.443697499232712,4.41,25.812,2.402,0.895,0.887,0.158,0.561,0.318,0.309,0.343,0.226,0.228,0.326,0.276,0.396,0.327,5,0.2283877,6.804,3.471,1.124,0.486832,9.44560733,27.861956,90.258331,113.945747
130,6.698970004336019,4.67,20.011,2.64,0.301,0.872,0.163,0.561,0.421,0.157,0.386,0.178,0.128,0.374,0.067,0.38,0.337,5,0.1425761,6.045,3.436,1.132,0.452249,8.77863155,52.932396,53.350491,102.393288
131,7.0,9.68,11.487,1.455,1.029,0.822,0.178,0.604,0.523,0.382,0.774,0.16,0.265,0.478,0.392,0.503,0.427,4,0.1028379,5.116,2.669,1.097,0.339778,5.39664597,46.409359,64.231682,49.761211
132,5.455931955649724,0.84,344.806,112.391,4.122,0.747,0.164,0.717,0.259,0.427,0.066,0.296,0.298,0.09,0.315,0.468,0.323,6,0.115265,4.799,2.757,1.302,0.315137,13.1561252,59.446041,75.047791,72.059448
