mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,54,74,75,76,100,101,102,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
109,8.327902142064282,18.739,2.488,1.165,0.837,0.151,0.546,0.417,0.421,0.526,0.266,0.108,0.529,0.297,0.194,0.249,0.634,0.461,0.189,0.461,0.3,0.34,0.428,9,0.000484,5.969,3.881,1.0,0.446791,14.6664974,50.567795,285.297638,47.362759
110,8.619788758288394,20.576,2.075,0.986,0.871,0.153,0.58,0.397,0.351,0.504,0.267,0.075,0.541,0.298,0.15,0.203,0.617,0.477,0.159,0.443,0.282,0.329,0.417,8,0.0004481,5.831,4.01,1.0,0.452153,13.4875094,44.381279,287.717529,121.879181
113,5.337242168318426,11.419,1.903,0.385,0.833,0.177,0.574,0.574,0.384,0.686,0.32,0.152,0.561,0.3,0.287,0.328,0.725,0.344,0.302,0.51,0.386,0.382,0.457,4,0.0004562,4.738,2.173,1.0,0.367781,4.29301119,39.463074,33.806122,41.738167
114,5.508638306165727,10.534,2.17,0.033,0.827,0.177,0.597,0.545,0.231,0.381,0.375,0.124,0.489,0.307,0.111,0.11,0.516,0.589,0.056,0.458,0.293,0.302,0.387,4,0.0005016,4.003,2.24,1.0,0.319501,6.84974255,22.947969,35.289856,30.938263
115,5.537602002101044,15.11,2.736,1.03,0.801,0.167,0.601,0.393,0.207,0.389,0.62,0.246,0.471,0.245,0.259,0.31,0.503,0.253,0.369,0.4,0.418,0.325,0.375,7,0.0004607,6.029,3.013,1.0,0.39102,4.16139826,41.236523,74.58802,86.706551
116,5.585026652029182,19.191,2.23,0.974,0.857,0.165,0.555,0.369,0.2,0.375,0.678,0.166,0.435,0.232,0.255,0.328,0.44,0.295,0.374,0.375,0.406,0.307,0.37,8,0.0004862,6.191,3.245,1.0,0.430356,10.8394926,56.236057,71.705025,57.402786
117,5.619788758288394,19.334,2.525,0.916,0.849,0.163,0.58,0.385,0.207,0.391,0.531,0.303,0.464,0.254,0.256,0.316,0.446,0.322,0.396,0.391,0.408,0.325,0.388,6,0.000454,6.033,3.047,1.0,0.425719,12.0114876,20.523842,67.350861,46.324387
118,5.657577319177793,10.311,1.531,0.987,0.804,0.177,0.595,0.499,0.428,0.309,0.822,0.148,0.452,0.338,0.25,0.257,0.589,0.421,0.209,0.507,0.426,0.347,0.407,4,0.0004729,4.706,2.207,1.0,0.320758,7.65956401,31.519718,36.87854,49.283714
119,5.6777807052660805,10.925,2.138,0.244,0.821,0.177,0.599,0.56,0.311,0.575,0.525,0.094,0.545,0.368,0.215,0.254,0.707,0.437,0.239,0.49,0.398,0.376,0.461,3,0.0005122,4.752,2.309,1.0,0.355682,6.20998312,41.647118,48.434376,37.843452
120,5.698970004336019,11.993,2.372,0.442,0.81,0.172,0.599,0.487,0.25,0.554,0.427,0.279,0.513,0.334,0.217,0.156,0.971,0.35,0.302,0.445,0.42,0.354,0.541,3,0.0003899,4.711,2.376,1.0,0.375057,6.18952259,42.002823,54.216171,60.544563
121,5.769551078621726,10.278,2.156,0.644,0.786,0.174,0.579,0.493,0.484,0.352,0.377,0.183,0.473,0.282,0.281,0.286,0.61,0.378,0.219,0.519,0.304,0.345,0.402,5,0.000447,4.475,2.791,1.0,0.322476,7.72504977,48.551239,38.716053,56.941113
122,5.769551078621726,10.812,1.931,0.435,0.82,0.177,0.602,0.517,0.481,0.38,0.571,0.084,0.485,0.365,0.217,0.273,0.537,0.514,0.191,0.533,0.345,0.355,0.414,4,0.0004803,4.6,2.24,1.0,0.327813,7.78562655,34.215427,27.023981,28.306059
123,5.823908740944319,21.969,2.515,1.045,0.861,0.159,0.608,0.348,0.24,0.45,0.625,0.171,0.52,0.222,0.249,0.299,0.483,0.276,0.387,0.399,0.415,0.331,0.382,5,0.0004528,6.598,2.844,1.0,0.457226,10.7258146,33.89296,223.377838,155.952942
124,5.958607314841775,11.217,2.32,1.116,0.765,0.171,0.601,0.368,0.206,0.377,0.762,0.129,0.472,0.2,0.253,0.301,0.562,0.238,0.351,0.392,0.423,0.308,0.384,8,0.0004252,5.357,2.651,1.0,0.348473,10.093979,33.050686,47.218262,52.500282
125,6.0,20.627,1.872,0.926,0.881,0.163,0.542,0.332,0.238,0.388,0.619,0.213,0.464,0.247,0.333,0.4,0.529,0.313,0.349,0.371,0.406,0.348,0.397,9,0.0004354,6.286,3.436,1.0,0.449255,11.432768,64.038773,59.196022,85.262848
126,6.0,22.056,2.126,0.77,0.884,0.162,0.576,0.403,0.205,0.429,0.619,0.198,0.502,0.268,0.268,0.307,0.522,0.362,0.308,0.394,0.415,0.346,0.398,9,0.0004355,6.14,3.026,1.0,0.461345,6.24564858,40.003265,88.841782,63.346542
127,6.309803919971486,20.573,2.241,0.854,0.869,0.163,0.56,0.376,0.178,0.428,0.677,0.191,0.492,0.225,0.235,0.291,0.558,0.266,0.281,0.371,0.432,0.317,0.368,6,0.0004236,5.934,3.505,1.0,0.455643,6.92953902,60.211216,76.136276,56.064835
128,6.366531544420414,22.92,2.097,1.05,0.879,0.161,0.579,0.324,0.236,0.382,0.726,0.129,0.463,0.195,0.27,0.326,0.448,0.243,0.381,0.38,0.412,0.31,0.357,8,0.000463,6.037,3.222,1.0,0.452569,11.6269765,45.299435,48.275009,87.672165
129,6.443697499232712,25.526,2.425,1.116,0.878,0.158,0.583,0.352,0.252,0.429,0.668,0.158,0.483,0.22,0.271,0.325,0.466,0.245,0.364,0.396,0.418,0.325,0.358,6,0.0004842,6.826,3.436,1.0,0.488088,10.6169753,37.547146,79.872749,119.083374
130,6.698970004336019,20.329,1.817,1.091,0.875,0.163,0.56,0.294,0.238,0.425,0.71,0.105,0.492,0.183,0.29,0.345,0.582,0.209,0.315,0.364,0.414,0.321,0.369,7,0.0004481,5.929,3.609,1.0,0.45182,9.99874233,39.56815,55.944527,78.356079
131,7.0,11.778,1.416,1.056,0.827,0.175,0.594,0.52,0.442,0.333,0.769,0.127,0.445,0.306,0.193,0.183,0.62,0.413,0.27,0.519,0.41,0.315,0.434,5,0.000446,5.245,2.602,1.0,0.34256,7.6112902,36.073215,47.608932,60.959099
132,5.455931955649724,6.55,2.834,1.457,0.604,0.166,0.529,0.495,0.476,0.61,0.238,0.124,0.512,0.301,0.238,0.307,0.482,0.457,0.211,0.5,0.324,0.351,0.383,6,0.0004338,4.606,2.655,1.0,0.301992,12.7169819,53.25264,82.315819,97.271011
133,5.494850021680094,9.728,3.449,2.125,0.636,0.158,0.489,0.436,0.334,0.575,0.128,0.189,0.485,0.235,0.223,0.246,0.482,0.314,0.38,0.42,0.297,0.314,0.392,9,0.0005023,5.443,3.759,1.0,0.365289,13.1915707,74.826065,99.432838,78.833649
134,5.552841968657781,9.726,2.4,0.721,0.757,0.169,0.583,0.35,0.272,0.543,0.175,0.04,0.514,0.222,0.102,0.149,0.421,0.39,0.1,0.402,0.253,0.279,0.304,8,0.0004949,4.16,2.879,1.0,0.323334,13.6784674,61.695827,88.23674,79.56221
135,5.920818753952375,9.806,2.385,1.165,0.734,0.163,0.552,0.413,0.349,0.64,0.192,0.169,0.54,0.262,0.194,0.209,0.529,0.377,0.304,0.438,0.334,0.332,0.403,6,0.0004499,5.107,3.49,1.0,0.34954,13.9434368,48.720711,80.610893,88.661911
136,6.049148541111453,10.621,2.404,0.536,0.783,0.167,0.572,0.439,0.299,0.622,0.203,0.033,0.539,0.273,0.099,0.152,0.493,0.43,0.105,0.437,0.286,0.304,0.342,7,0.0004756,4.644,3.592,1.0,0.350346,16.2545385,43.580029,82.021881,79.470856
137,6.142667503568731,13.007,2.462,0.666,0.806,0.168,0.579,0.389,0.34,0.575,0.177,0.068,0.548,0.224,0.138,0.187,0.523,0.339,0.154,0.436,0.273,0.303,0.339,8,0.000483,4.914,2.894,1.0,0.380799,14.6761618,63.118164,54.872768,76.549248
138,6.1487416512809245,9.912,2.332,0.769,0.762,0.165,0.559,0.373,0.339,0.586,0.204,0.071,0.522,0.252,0.146,0.196,0.464,0.421,0.164,0.424,0.287,0.307,0.349,5,0.0003812,4.709,2.86,1.0,0.329758,14.2113545,51.061089,77.159134,46.614235
139,6.179798540514359,10.338,2.136,0.838,0.777,0.167,0.566,0.339,0.318,0.605,0.161,0.088,0.532,0.214,0.153,0.192,0.48,0.367,0.15,0.408,0.284,0.3,0.332,10,0.0004425,4.751,3.458,1.0,0.346082,15.614611,45.051521,74.281532,64.479279
140,6.191114132640188,10.32,2.705,0.714,0.751,0.164,0.585,0.407,0.289,0.678,0.231,0.049,0.583,0.273,0.117,0.164,0.545,0.44,0.119,0.427,0.319,0.324,0.368,4,0.0004102,4.849,2.689,1.0,0.349713,14.4630256,50.78418,74.743141,82.802391
141,6.214670164989233,11.334,2.217,0.554,0.804,0.172,0.534,0.389,0.348,0.839,0.136,0.047,0.559,0.2,0.126,0.182,0.513,0.302,0.142,0.424,0.341,0.295,0.319,8,0.000525,4.828,2.621,1.0,0.394545,15.1136177,55.203789,44.886261,41.935036
142,6.343901797987168,10.072,2.398,0.793,0.759,0.167,0.581,0.409,0.277,0.61,0.189,0.099,0.54,0.254,0.122,0.136,0.497,0.389,0.253,0.422,0.299,0.305,0.38,8,0.0004314,4.487,3.219,1.0,0.342038,16.6400518,65.248459,64.050812,88.930031
144,6.38933983691012,8.502,2.813,1.249,0.677,0.163,0.528,0.49,0.358,0.573,0.238,0.161,0.508,0.297,0.181,0.196,0.418,0.502,0.35,0.459,0.324,0.329,0.423,8,0.0004288,4.749,3.459,1.0,0.328787,14.2196648,95.355324,104.390083,86.569351
145,6.400116927926312,11.59,1.881,1.155,0.792,0.162,0.532,0.38,0.372,0.584,0.186,0.079,0.514,0.236,0.167,0.228,0.478,0.417,0.15,0.428,0.283,0.306,0.348,6,0.000466,5.042,2.858,1.0,0.358173,14.3047814,51.226135,81.483566,58.004143
147,6.504455662453552,11.232,2.205,0.775,0.79,0.163,0.566,0.372,0.297,0.615,0.182,0.059,0.542,0.232,0.126,0.17,0.503,0.431,0.131,0.412,0.286,0.3,0.355,6,0.0005303,4.565,2.621,1.0,0.354011,14.3926321,32.630001,137.369171,44.304539
148,6.552841968657781,8.409,5.941,1.023,0.547,0.156,0.534,0.455,0.336,0.429,0.287,0.178,0.441,0.352,0.225,0.251,0.373,0.399,0.155,0.441,0.298,0.339,0.309,8,0.0005003,5.836,4.043,1.0,0.354867,10.2610196,62.341763,122.095253,113.896667
149,6.628932137728263,9.358,2.514,0.982,0.728,0.164,0.574,0.379,0.292,0.645,0.204,0.07,0.555,0.249,0.138,0.181,0.512,0.434,0.13,0.415,0.306,0.314,0.359,7,0.0004018,4.807,2.587,1.0,0.333986,14.9664666,53.232494,89.253883,47.79393
150,6.82102305270683,16.365,2.051,0.807,0.851,0.158,0.579,0.41,0.435,0.659,0.21,0.129,0.585,0.267,0.207,0.258,0.561,0.44,0.247,0.475,0.333,0.353,0.416,7,0.0004642,5.134,2.825,1.0,0.420594,14.704632,57.252167,84.82312,71.91172
151,6.920818753952375,9.258,2.435,0.318,0.771,0.172,0.569,0.386,0.169,0.51,0.198,0.013,0.484,0.249,0.046,0.073,0.384,0.435,0.058,0.374,0.24,0.259,0.292,8,0.0005136,4.623,2.656,1.0,0.312716,15.0805854,54.99334,216.369324,97.255867
152,7.008773924307505,8.109,2.536,0.686,0.716,0.177,0.571,0.394,0.242,0.569,0.206,0.033,0.506,0.26,0.09,0.132,0.428,0.424,0.099,0.402,0.269,0.286,0.317,9,0.0004822,4.167,2.588,1.0,0.301382,15.2053754,39.42577,80.628777,38.807095
153,7.1249387366083,9.79,2.295,0.725,0.764,0.168,0.575,0.335,0.305,0.565,0.184,0.058,0.518,0.22,0.127,0.174,0.446,0.413,0.126,0.405,0.269,0.288,0.328,6,0.0004901,4.633,2.689,1.0,0.327772,14.7427801,55.150509,89.530785,61.199406
155,8.337242168318426,9.094,4.77,0.881,0.617,0.162,0.557,0.373,0.237,0.5,0.162,0.241,0.49,0.218,0.205,0.195,0.426,0.294,0.094,0.389,0.301,0.304,0.271,6,0.0004573,5.154,3.885,1.0,0.349914,12.1385843,76.836731,107.495224,90.013916
156,8.522878745280337,8.543,4.137,0.968,0.626,0.16,0.465,0.438,0.222,0.457,0.157,0.2,0.42,0.251,0.18,0.178,0.406,0.313,0.096,0.375,0.271,0.284,0.272,8,0.0004408,4.813,3.236,1.0,0.336561,16.9882974,50.902885,161.510925,52.340164
158,8.130768280269024,14.036,4.833,1.407,0.692,0.156,0.527,0.403,0.365,0.537,0.203,0.142,0.47,0.274,0.209,0.248,0.564,0.292,0.241,0.432,0.294,0.318,0.366,6,0.0004808,6.442,3.852,1.0,0.430327,8.29497836,48.499748,88.237991,96.052628
159,6.110698297493689,15.278,3.935,0.203,0.787,0.163,0.53,0.416,0.292,0.569,0.214,0.146,0.502,0.26,0.175,0.19,0.582,0.322,0.315,0.413,0.31,0.312,0.406,6,0.0005234,5.238,3.775,1.0,0.430507,2.33767932,58.821255,169.702621,64.370216
160,6.958607314841775,10.286,6.351,0.624,0.596,0.16,0.515,0.504,0.17,0.583,0.206,0.587,0.491,0.376,0.214,0.263,0.574,0.367,0.275,0.396,0.458,0.36,0.405,4,0.0005109,6.082,3.44,1.0,0.386943,3.55083096,75.384796,132.157288,53.279167
161,7.33161408331,19.958,3.811,1.207,0.799,0.15,0.561,0.339,0.364,0.433,0.366,0.077,0.499,0.315,0.16,0.215,0.481,0.453,0.183,0.421,0.292,0.325,0.372,1,0.0004532,6.474,3.795,1.0,0.468109,3.75749757,53.495659,126.408501,213.869736
162,8.537602002101044,15.109,5.797,1.453,0.676,0.153,0.507,0.396,0.344,0.409,0.183,0.084,0.435,0.241,0.16,0.211,0.521,0.256,0.162,0.416,0.225,0.279,0.313,6,0.0004518,6.927,3.751,1.0,0.424303,4.23130456,49.979473,156.915115,60.223248
163,8.318758762624412,14.408,3.957,1.549,0.724,0.159,0.507,0.41,0.262,0.452,0.226,0.125,0.486,0.245,0.166,0.19,0.468,0.336,0.095,0.393,0.267,0.299,0.3,6,0.0004915,6.429,5.143,1.0,0.421028,2.78316645,58.652832,162.085098,78.006042
164,8.823908740944319,15.382,5.961,1.81,0.664,0.149,0.426,0.373,0.393,0.394,0.436,0.166,0.383,0.344,0.249,0.298,0.554,0.306,0.251,0.397,0.332,0.325,0.37,5,0.0004963,7.449,4.47,1.0,0.472073,1.28978738,77.335739,177.091888,133.833481
165,7.066006836168758,13.512,6.043,1.032,0.656,0.147,0.448,0.528,0.338,0.439,0.312,0.112,0.43,0.417,0.182,0.227,0.566,0.357,0.191,0.438,0.287,0.343,0.371,6,0.0004757,6.451,4.144,1.0,0.419255,4.62726491,38.7995,223.867859,92.254097
166,7.335358024443875,13.215,5.216,1.17,0.674,0.157,0.501,0.422,0.239,0.545,0.201,0.11,0.481,0.263,0.151,0.195,0.563,0.29,0.162,0.387,0.286,0.298,0.338,5,0.0004543,6.617,3.272,1.0,0.425537,6.67506505,49.628033,94.259819,99.44722
167,9.30102999566398,20.893,7.367,1.79,0.695,0.147,0.493,0.383,0.367,0.32,0.493,0.136,0.407,0.388,0.196,0.242,0.448,0.432,0.247,0.414,0.316,0.33,0.375,8,0.0004626,7.852,4.512,1.0,0.511614,5.34736153,73.52211,165.65802,158.004608
168,7.542118103266008,25.781,2.243,1.436,0.875,0.148,0.63,0.468,0.476,0.46,0.25,0.161,0.539,0.305,0.251,0.303,0.576,0.386,0.224,0.524,0.291,0.365,0.395,8,0.0004603,6.643,3.764,1.0,0.495777,6.31917683,64.686615,105.296051,173.052994
169,7.394694953858891,9.598,5.922,1.268,0.572,0.156,0.461,0.482,0.229,0.539,0.287,0.109,0.468,0.407,0.14,0.159,0.507,0.346,0.086,0.39,0.312,0.338,0.313,2,0.0004503,6.207,4.498,1.0,0.384296,9.4000729,44.374096,108.39814,100.201736
170,7.52432881167557,11.124,5.35,1.213,0.629,0.156,0.532,0.428,0.316,0.423,0.224,0.119,0.463,0.287,0.174,0.207,0.548,0.327,0.162,0.425,0.255,0.308,0.345,5,0.0004638,5.818,3.544,1.0,0.376031,6.54436551,38.834244,106.059395,80.103073
171,6.882728704344236,9.905,5.554,0.702,0.613,0.16,0.453,0.456,0.183,0.266,0.194,0.779,0.361,0.34,0.175,0.253,0.456,0.344,0.132,0.364,0.413,0.292,0.311,1,0.0004775,5.58,3.404,1.0,0.340939,9.07680835,43.814445,72.93338,93.553299
172,8.67778070526608,11.179,5.135,1.882,0.614,0.152,0.566,0.508,0.248,0.433,0.448,0.106,0.467,0.4,0.128,0.149,0.549,0.465,0.144,0.44,0.329,0.332,0.386,5,0.0004781,6.525,5.021,1.0,0.397459,3.15323624,63.059734,207.213516,108.927704
173,9.154901959985745,9.895,5.386,1.413,0.593,0.157,0.454,0.461,0.204,0.532,0.318,0.097,0.413,0.432,0.11,0.131,0.528,0.384,0.119,0.373,0.316,0.318,0.344,4,0.0004776,6.438,3.733,1.0,0.386755,4.21143881,56.782589,176.278351,92.13205
174,7.920818753952375,14.898,6.261,1.744,0.65,0.148,0.498,0.45,0.323,0.31,0.485,0.159,0.378,0.415,0.199,0.189,0.418,0.486,0.25,0.424,0.318,0.33,0.385,2,0.000456,7.225,4.848,1.0,0.431274,2.72041309,86.100876,167.304016,96.487518
175,5.920818753952375,13.407,3.993,0.587,0.745,0.163,0.539,0.384,0.335,0.506,0.351,0.112,0.478,0.327,0.179,0.211,0.532,0.385,0.258,0.419,0.323,0.328,0.392,5,0.0004853,5.595,3.305,1.0,0.413261,4.4811196,42.032745,57.220085,79.610565
176,6.815308569182402,8.012,5.066,0.697,0.582,0.161,0.452,0.499,0.176,0.368,0.397,0.1,0.391,0.388,0.096,0.091,0.452,0.463,0.208,0.376,0.288,0.292,0.374,7,0.0004829,4.822,3.473,1.0,0.346127,7.10628747,38.71212,47.422005,65.889549
177,8.638272163982407,16.943,6.434,1.466,0.682,0.146,0.444,0.363,0.338,0.351,0.349,0.115,0.387,0.329,0.174,0.213,0.401,0.519,0.169,0.382,0.272,0.297,0.363,10,0.0005209,7.312,4.936,1.0,0.470178,2.14376953,54.642944,210.581055,130.034866
178,8.795880017344075,17.547,5.306,1.538,0.719,0.15,0.497,0.352,0.353,0.272,0.556,0.121,0.351,0.388,0.174,0.208,0.369,0.458,0.176,0.401,0.316,0.304,0.334,7,0.000466,7.609,4.654,1.0,0.448385,2.71809742,57.497395,171.355469,96.447464
179,7.546681659952962,16.067,3.481,0.634,0.796,0.162,0.577,0.436,0.363,0.393,0.523,0.205,0.461,0.371,0.242,0.273,0.514,0.528,0.206,0.458,0.374,0.358,0.416,3,0.0004886,5.673,3.672,1.0,0.418581,6.20276359,55.124599,145.430374,55.4235
180,8.356547323513812,15.713,3.493,2.337,0.729,0.153,0.479,0.45,0.297,0.359,0.574,0.12,0.405,0.373,0.164,0.198,0.491,0.438,0.176,0.409,0.351,0.314,0.369,10,0.0004828,6.786,4.571,1.0,0.433381,5.14995271,52.655182,137.87384,94.914146
181,7.75448733218585,14.539,3.89,1.052,0.746,0.161,0.573,0.422,0.349,0.514,0.219,0.383,0.502,0.286,0.279,0.321,0.564,0.37,0.283,0.448,0.372,0.356,0.406,7,0.000468,6.163,3.819,1.0,0.418961,7.82443751,52.143806,96.843132,110.154404
182,7.07727454200674,12.106,3.892,0.961,0.714,0.163,0.553,0.407,0.27,0.363,0.189,0.4,0.449,0.268,0.229,0.278,0.518,0.341,0.262,0.41,0.317,0.315,0.374,4,0.0004986,5.465,3.372,1.0,0.36316,4.22215561,70.379372,107.545662,76.855576
183,8.42021640338319,16.711,5.074,2.556,0.687,0.145,0.507,0.389,0.297,0.301,0.522,0.128,0.388,0.385,0.166,0.201,0.403,0.451,0.199,0.398,0.317,0.313,0.351,8,0.0004936,7.851,4.267,1.0,0.453704,3.1609249,87.956886,208.427521,155.33728
184,8.55284196865778,16.445,3.757,0.689,0.787,0.162,0.56,0.426,0.326,0.501,0.209,0.568,0.487,0.262,0.308,0.356,0.549,0.339,0.31,0.437,0.426,0.352,0.399,4,0.0004963,6.2,3.579,1.0,0.434004,3.7366864,39.562622,166.762817,54.202621
185,7.443697499232712,24.082,3.716,1.042,0.835,0.156,0.549,0.414,0.246,0.518,0.269,0.133,0.464,0.315,0.148,0.153,0.717,0.34,0.155,0.403,0.307,0.309,0.404,8,0.0004917,6.595,3.712,1.0,0.515712,10.3893058,81.510017,73.7528,75.723602
186,9.154901959985745,14.139,9.407,1.725,0.559,0.145,0.614,0.407,0.353,0.336,0.448,0.167,0.469,0.438,0.203,0.224,0.459,0.432,0.211,0.458,0.317,0.37,0.367,5,0.0004705,7.855,4.511,1.0,0.47784,5.76838376,72.260963,258.707367,136.26181
187,8.3767507096021,13.499,6.15,1.771,0.63,0.149,0.479,0.357,0.345,0.375,0.41,0.16,0.399,0.378,0.206,0.237,0.527,0.312,0.162,0.394,0.315,0.328,0.334,8,0.0004893,7.017,5.988,1.0,0.444321,8.91680627,55.603912,179.470703,106.259933
188,7.454692883534176,10.606,5.626,0.547,0.632,0.16,0.478,0.462,0.167,0.386,0.34,0.622,0.391,0.388,0.224,0.273,0.469,0.371,0.29,0.369,0.449,0.334,0.376,3,0.0004736,5.905,3.608,1.0,0.375756,7.97338369,47.502216,89.352776,86.033409
190,7.818156412055227,14.277,5.178,1.512,0.681,0.156,0.559,0.399,0.313,0.382,0.235,0.09,0.45,0.269,0.154,0.19,0.56,0.281,0.158,0.424,0.235,0.291,0.333,10,0.0004897,6.306,3.689,1.0,0.404723,3.00549433,62.853535,195.651688,85.974213
191,9.0,17.513,7.039,1.979,0.66,0.146,0.49,0.415,0.326,0.359,0.364,0.135,0.402,0.389,0.191,0.226,0.449,0.378,0.16,0.41,0.286,0.327,0.329,10,0.0004757,7.521,5.699,1.0,0.476334,2.88329762,82.437904,222.574799,145.53566
192,6.764471553092451,28.244,5.392,1.071,0.814,0.145,0.621,0.412,0.354,0.423,0.289,0.121,0.507,0.307,0.196,0.243,0.533,0.348,0.279,0.463,0.278,0.337,0.386,6,0.0004946,7.764,4.682,1.0,0.528664,7.80659615,68.759125,148.070328,182.780792
194,9.142667503568733,16.552,6.663,1.17,0.679,0.147,0.522,0.429,0.356,0.374,0.436,0.24,0.418,0.381,0.225,0.236,0.489,0.447,0.344,0.436,0.35,0.341,0.427,7,0.000477,7.481,5.133,1.0,0.456246,5.86548442,70.705032,212.940948,144.894318
195,9.102372908709558,28.212,6.171,1.786,0.78,0.142,0.505,0.364,0.368,0.32,0.438,0.395,0.411,0.358,0.285,0.279,0.38,0.448,0.534,0.412,0.384,0.352,0.454,10,0.0004834,8.521,5.332,1.0,0.547482,6.83461425,84.538239,234.094238,196.025421
196,9.18045606445813,24.074,7.444,1.998,0.718,0.144,0.58,0.402,0.314,0.351,0.455,0.401,0.456,0.406,0.236,0.189,0.414,0.526,0.713,0.432,0.402,0.366,0.551,8,0.0004628,8.852,5.297,1.0,0.531286,5.15631405,81.308121,221.694504,170.650009
197,9.075720713938118,26.332,7.699,2.024,0.73,0.141,0.56,0.375,0.387,0.376,0.444,0.417,0.452,0.416,0.274,0.235,0.439,0.515,0.739,0.441,0.412,0.381,0.565,8,0.0004704,9.132,5.436,1.0,0.554204,3.94020056,92.668961,207.947815,214.477417
198,9.148741651280924,28.082,8.74,2.091,0.722,0.139,0.673,0.443,0.371,0.51,0.417,0.48,0.595,0.432,0.283,0.242,0.553,0.614,0.624,0.496,0.469,0.437,0.597,6,0.0004923,9.435,5.299,1.0,0.58102,4.46647012,90.194305,1144.106323,218.411209
199,8.958607314841775,29.057,7.624,1.915,0.753,0.142,0.541,0.369,0.314,0.336,0.405,0.476,0.433,0.344,0.269,0.237,0.402,0.491,0.5,0.408,0.406,0.349,0.464,10,0.0004861,8.74,5.81,1.0,0.566649,4.23600407,81.924538,226.586044,180.697464
200,7.016193358021584,31.834,4.771,1.501,0.835,0.141,0.551,0.353,0.384,0.321,0.408,0.404,0.423,0.334,0.265,0.24,0.354,0.62,0.54,0.429,0.378,0.341,0.505,7,0.0004673,8.902,5.533,1.0,0.548472,3.89098024,63.643318,263.262939,154.617599
201,9.148741651280924,27.504,6.396,1.118,0.785,0.142,0.545,0.369,0.385,0.373,0.37,0.302,0.453,0.325,0.243,0.238,0.408,0.497,0.455,0.433,0.348,0.34,0.453,12,0.0005045,8.572,5.913,1.0,0.53924,5.00302667,64.735931,250.946228,209.174118
202,9.187086643357144,20.844,5.761,1.855,0.732,0.143,0.509,0.398,0.338,0.339,0.398,0.502,0.417,0.338,0.287,0.238,0.401,0.527,0.598,0.415,0.413,0.347,0.509,12,0.0004897,8.174,5.569,1.0,0.494553,2.04679939,75.134705,246.339218,185.470306
203,8.978810700930062,29.655,6.611,1.203,0.791,0.14,0.538,0.359,0.34,0.365,0.428,0.47,0.445,0.336,0.264,0.238,0.404,0.681,0.424,0.413,0.421,0.349,0.503,3,0.0004795,9.037,5.296,1.0,0.559946,2.00050535,63.812637,258.816833,207.5224
204,8.886056647693163,24.427,8.906,2.04,0.691,0.14,0.641,0.41,0.442,0.471,0.396,0.449,0.551,0.422,0.313,0.289,0.525,0.534,0.686,0.498,0.439,0.428,0.582,9,0.0005038,9.046,5.334,1.0,0.553141,5.09528705,70.401718,229.159851,225.689529
205,9.136677139879543,41.275,5.142,1.862,0.855,0.137,0.564,0.438,0.319,0.486,0.468,0.434,0.549,0.421,0.236,0.196,0.593,0.62,0.544,0.44,0.463,0.402,0.586,7,0.0004845,9.969,5.634,1.0,0.664513,1.71600978,79.108429,260.607422,229.531784
206,8.943095148663527,35.513,5.429,1.372,0.839,0.139,0.582,0.348,0.329,0.441,0.439,0.439,0.499,0.348,0.241,0.197,0.513,0.662,0.567,0.419,0.44,0.363,0.581,10,0.0004779,9.256,5.926,1.0,0.606122,7.92879967,76.750252,227.470367,184.335999
207,9.275724130399212,33.718,6.174,2.813,0.79,0.139,0.54,0.377,0.344,0.457,0.425,0.252,0.476,0.37,0.237,0.234,0.527,0.686,0.306,0.42,0.378,0.361,0.506,12,0.0004648,9.739,7.027,1.0,0.623787,5.94839482,74.15358,279.684204,191.436172
208,9.148741651280924,69.039,5.46,1.348,0.91,0.132,0.567,0.348,0.31,0.591,0.403,0.361,0.599,0.321,0.222,0.223,0.672,0.624,0.387,0.408,0.452,0.381,0.561,11,0.000504,11.699,7.015,1.0,0.868736,8.32135867,121.989937,291.899719,272.882416
209,9.2518119729938,40.035,4.529,1.529,0.869,0.136,0.536,0.41,0.43,0.477,0.398,0.336,0.511,0.373,0.283,0.284,0.487,0.462,0.508,0.458,0.404,0.389,0.485,12,0.0004982,9.845,6.747,1.0,0.647775,8.20400782,93.203636,294.750916,240.846039
210,9.142667503568733,48.183,5.064,1.675,0.877,0.136,0.579,0.395,0.365,0.519,0.489,0.48,0.546,0.399,0.294,0.267,0.57,0.666,0.49,0.447,0.496,0.413,0.575,6,0.0004762,9.956,6.951,1.0,0.709619,4.24212418,85.741173,285.005554,308.833435
211,9.292429823902063,15.57,9.479,2.137,0.573,0.142,0.579,0.338,0.316,0.436,0.272,0.399,0.48,0.323,0.247,0.234,0.447,0.35,0.472,0.411,0.369,0.35,0.423,8,0.0004865,8.42,5.466,1.0,0.497485,4.75680541,72.438988,222.378113,207.03746
212,9.327902142064282,25.902,5.973,0.933,0.789,0.142,0.573,0.394,0.336,0.411,0.402,0.376,0.489,0.352,0.232,0.23,0.437,0.564,0.392,0.434,0.396,0.358,0.465,9,0.0004977,8.553,5.636,1.0,0.528486,3.6725186,73.54174,252.217682,200.949677
